Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-07,26-230,MEM,BOS,0.0,26.316666666666663,4.0,8.0,0.5,4.0,7.0,0.571,0.0,0.0,,3.0,4.0,7.0,1.0,0.0,1.0,2.0,2.0,12.0,9.9,12.0,1.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,11.0,70.0,3.888888888888889,9.899999999999997,71.0,3.9444444444444446,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-3),L (-3)
12.0,11.0,2022-11-09,26-232,MEM,SAS,0.0,28.33333333333333,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,4.0,3.5,-4.0,4.0,2.0,0.5,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,82.0,4.555555555555555,3.5000000000000004,95.8,5.322222222222222,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+2),W (+2)
13.0,12.0,2022-11-11,26-234,MEM,MIN,0.0,22.516666666666666,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.0,0.0,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,69.0,3.8333333333333335,2.2,88.19999999999999,4.9,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+11),W (+11)
14.0,13.0,2022-11-13,26-236,MEM,WAS,1.0,36.55,3.0,9.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,9.0,9.0,1.0,1.0,0.0,0.0,3.0,7.0,5.1,-7.0,6.0,2.0,0.3333333333333333,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,57.0,3.1666666666666665,5.099999999999998,56.7,3.1500000000000004,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-10),L (-10)
15.0,14.0,2022-11-15,26-238,MEM,NOP,1.0,36.516666666666666,4.0,6.0,0.667,1.0,3.0,0.333,0.0,0.0,,2.0,6.0,8.0,2.0,1.0,0.0,1.0,4.0,9.0,9.4,-6.0,3.0,3.0,1.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,13.0,56.0,3.111111111111111,9.4,60.2,3.344444444444445,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-11),L (-11)
16.0,15.0,2022-11-18,26-241,MEM,OKC,1.0,28.85,7.0,10.0,0.7,5.0,7.0,0.714,0.0,0.0,,1.0,9.0,10.0,2.0,0.0,1.0,1.0,0.0,19.0,19.3,17.0,3.0,2.0,0.6666666666666666,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,21.0,68.0,3.7777777777777777,19.3,71.0,3.9444444444444446,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+11),W (+11)
17.0,16.0,2022-11-20,26-243,MEM,BRK,1.0,33.266666666666666,4.0,11.0,0.364,2.0,7.0,0.286,6.0,6.0,1.0,2.0,7.0,9.0,7.0,2.0,0.0,1.0,3.0,16.0,18.1,-4.0,4.0,2.0,0.5,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,16.0,48.0,2.6666666666666665,15.7,71.0,3.9444444444444446,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-12),L (-12)
18.0,17.0,2022-11-22,26-245,MEM,SAC,1.0,30.58333333333333,3.0,8.0,0.375,2.0,6.0,0.333,2.0,2.0,1.0,1.0,8.0,9.0,2.0,1.0,2.0,4.0,3.0,10.0,7.3,-1.0,2.0,1.0,0.5,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,68.0,3.7777777777777777,6.4999999999999964,73.1,4.061111111111111,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-4),L (-4)
19.0,18.0,2022-11-25,26-248,MEM,NOP,1.0,25.383333333333333,3.0,6.0,0.5,3.0,5.0,0.6,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,0.0,1.0,1.0,9.0,8.2,28.0,1.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,73.0,4.055555555555555,8.2,90.1,5.005555555555556,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+21),W (+21)
20.0,19.0,2022-11-27,26-250,MEM,NYK,1.0,29.166666666666668,4.0,6.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,1.0,7.0,8.0,2.0,0.0,0.0,0.0,3.0,10.0,10.4,7.0,4.0,3.0,0.75,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,13.0,76.0,4.222222222222222,10.0,86.49999999999999,4.8055555555555545,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+4),W (+4)
21.0,20.0,2022-11-30,26-253,MEM,MIN,1.0,30.48333333333333,3.0,7.0,0.429,1.0,5.0,0.2,0.0,0.0,,1.0,8.0,9.0,2.0,1.0,0.0,1.0,1.0,7.0,7.4,3.0,2.0,2.0,1.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,11.0,44.0,2.4444444444444446,7.4,50.89999999999999,2.827777777777777,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,,
22.0,21.0,2022-12-02,26-255,MEM,PHI,1.0,32.083333333333336,2.0,8.0,0.25,2.0,4.0,0.5,2.0,2.0,1.0,1.0,5.0,6.0,0.0,1.0,0.0,1.0,1.0,8.0,5.0,-4.0,4.0,0.0,0.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,4.0,90.0,5.0,4.2,87.1,4.838888888888889,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,L (-8),L (-8)
23.0,22.0,2022-12-04,26-257,MEM,DET,1.0,31.65,4.0,6.0,0.667,1.0,3.0,0.333,2.0,3.0,0.667,0.0,5.0,5.0,0.0,4.0,0.0,1.0,2.0,11.0,11.7,15.0,3.0,3.0,1.0,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,10.0,66.0,3.6666666666666665,10.900000000000002,81.60000000000001,4.533333333333334,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+8),W (+8)
24.0,,2022-12-05,26-258,MEM,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,2,61,52,64,52,1,29,56,31,22,67,38,71,14,52,31,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8571428571428571,0.1818181818181818,0.8714285714285714,0.896551724137931,0.8767123287671232,0.8524590163934426,1.0,0.8285714285714286,0.8888888888888888,0.8611111111111112,0.9166666666666666,0.8701298701298701,0.9047619047619048,0.8875,0.9333333333333332,0.8524590163934426,0.8378378378378378,20,59.0,73.0,0.3389830508474576,0.0,18,,72.0,4.0,0.0,78.1,4.338888888888889,10.8,3.5,0.5,-1.9,2.4,0.0379680817774069,0.542,0.553,0.113,0.9,1.0,W (+10),W (+10)
