Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-09,24-211,NOP,@,CHI,W (+4),0,13:25,3.0,5.0,.600,0.0,1.0,.000,1,1.0,1.000,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,7.0,6.6,-4,4.0,3.0,0.75,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,6.0,71.0,4.4375,6.199999999999998,81.89999999999999,5.1187499999999995
11,12,12,2022-11-10,24-212,NOP,,POR,L (-11),0,16:55,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,-0.9,+2,1.0,0.0,0.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,0.0,64.0,4.0,-0.9000000000000006,60.80000000000001,3.8000000000000007
12,13,13,2022-11-12,24-214,NOP,,HOU,W (+13),0,20:13,5.0,6.0,.833,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,5.0,3.0,0.0,0.0,5.0,12.0,14.9,+15,3.0,3.0,1.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,16.0,45.0,2.8125,14.900000000000002,70.2,4.3875
13,14,14,2022-11-15,24-217,NOP,,MEM,W (+11),0,21:10,5.0,11.0,.455,2.0,6.0,.333,0,0.0,,0.0,3.0,3.0,6.0,0.0,1.0,1.0,3.0,12.0,9.9,+15,5.0,3.0,0.6,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,10.0,90.0,5.625,9.900000000000002,82.0,5.125
14,15,15,2022-11-16,24-218,NOP,,CHI,W (+14),0,21:22,6.0,7.0,.857,0.0,1.0,.000,1,1.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,13.0,10.3,-1,6.0,6.0,1.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,8.0,94.0,5.875,9.900000000000002,87.6,5.475
15,16,16,2022-11-18,24-220,NOP,,BOS,L (-8),0,24:00,4.0,12.0,.333,0.0,6.0,.000,2,2.0,1.000,2.0,4.0,6.0,4.0,1.0,1.0,1.0,4.0,10.0,7.7,+8,6.0,4.0,0.6666666666666666,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,7.0,89.0,5.5625,6.9,85.3,5.33125
16,17,17,2022-11-21,24-223,NOP,,GSW,W (+45),0,16:12,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,10.0,11.7,+12,2.0,2.0,1.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,10.0,82.0,5.125,11.7,90.10000000000002,5.631250000000001
17,18,18,2022-11-23,24-225,NOP,@,SAS,W (+19),1,29:53,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,9.0,3.0,0.0,5.0,3.0,5.0,6.3,+20,3.0,1.0,0.3333333333333333,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,10.0,85.0,5.3125,6.300000000000001,85.0,5.3125
18,19,19,2022-11-25,24-227,NOP,@,MEM,L (-21),1,22:15,2.0,7.0,.286,1.0,4.0,.250,2,2.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,7.0,5.5,-24,3.0,1.0,0.3333333333333333,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,4.0,68.0,4.25,4.700000000000001,67.9,4.24375
19,20,20,2022-11-28,24-230,NOP,,OKC,W (+4),1,30:29,6.0,15.0,.400,3.0,8.0,.375,0,0.0,,0.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0,15.0,8.1,+5,7.0,3.0,0.4285714285714285,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,5.0,75.0,4.6875,8.100000000000001,63.8,3.9875
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-30,24-232,NOP,,TOR,W (+18),1,26:52,1.0,4.0,.250,0.0,1.0,.000,2,2.0,1.000,1.0,1.0,2.0,5.0,2.0,0.0,2.0,2.0,4.0,5.3,+9,3.0,1.0,0.3333333333333333,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,5.0,87.0,5.4375,4.500000000000002,97.99999999999996,6.124999999999997
22,22,22,2022-12-02,24-234,NOP,@,SAS,W (+18),0,23:31,5.0,12.0,.417,3.0,7.0,.429,2,2.0,1.000,1.0,1.0,2.0,5.0,2.0,0.0,0.0,3.0,15.0,13.9,+27,5.0,2.0,0.4,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,10.0,86.0,5.375,13.1,79.1,4.94375
23,23,23,2022-12-04,24-236,NOP,,DEN,W (+15),0,26:54,12.0,19.0,.632,8.0,11.0,.727,6,7.0,.857,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,38.0,31.2,+21,8.0,4.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,18.0,57.0,3.5625,28.8,60.1,3.75625
24,24,24,2022-12-07,24-239,NOP,,DET,W (+6),0,20:37,1.0,6.0,.167,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.2,+11,3.0,1.0,0.3333333333333333,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,-1.0,76.0,4.75,0.2000000000000015,70.89999999999998,4.431249999999999
25,25,25,2022-12-09,24-241,NOP,,PHO,W (+11),0,25:05,6.0,10.0,.600,3.0,5.0,.600,5,7.0,.714,0.0,1.0,1.0,2.0,3.0,0.0,1.0,4.0,20.0,16.7,+13,5.0,3.0,0.6,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,8.0,62.0,3.875,14.699999999999998,85.2,5.325
26,26,26,2022-12-11,24-243,NOP,,PHO,W (+5),0,10:25,0.0,3.0,.000,0.0,3.0,.000,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,-1.6,0,0.0,0.0,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,-2.0,97.0,6.0625,-2.4000000000000004,106.7,6.66875
27,27,27,2022-12-13,24-245,NOP,@,UTA,L (-21),0,17:11,1.0,6.0,.167,0.0,3.0,.000,2,5.0,.400,0.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,4.0,1.3,-8,3.0,1.0,0.3333333333333333,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,-2.0,51.0,3.1875,0.5000000000000004,76.6,4.7875
28,28,,2022-12-15,24-247,NOP,@,UTA,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,74.0,4.625,0.0,93.8,5.8625
29,29,28,2022-12-17,24-249,NOP,@,PHO,L (-4),0,14:44,4.0,8.0,.500,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,10.0,4.5,-5,4.0,2.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,2.0,73.0,4.5625,4.500000000000001,76.7,4.79375
30,30,29,2022-12-19,24-251,NOP,,MIL,L (-9),0,19:51,0.0,6.0,.000,0.0,5.0,.000,0,0.0,,1.0,2.0,3.0,6.0,0.0,0.0,0.0,4.0,0.0,-0.3,+1,1.0,0.0,0.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,3.0,73.0,4.5625,-0.3000000000000002,84.89999999999999,5.3062499999999995
31,31,30,2022-12-22,24-254,NOP,,SAS,W (+9),0,24:55,4.0,11.0,.364,1.0,4.0,.250,0,0.0,,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,9.0,8.6,+10,7.0,3.0,0.4285714285714285,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,6.0,81.0,5.0625,8.6,89.7,5.60625
