Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,24.0,2022-12-11,20-301,HOU,MIL,0,12.266666666666667,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,7.1,+2,1.0,1.0,1.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,7.0,57.0,3.1666666666666665,7.099999999999999,57.6,3.2,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-9),L (-9)
27.0,25.0,2022-12-13,20-303,HOU,PHO,0,14.75,2.0,3.0,.667,2.0,3.0,.667,2,2.0,1.000,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,8.0,5.6,-8,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,59.0,3.2777777777777777,4.799999999999999,58.29999999999999,3.2388888888888885,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+5),W (+5)
28.0,,2022-12-15,20-305,HOU,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,71.0,3.9444444444444446,0.0,78.89999999999999,4.383333333333333,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+14),W (+14)
29.0,26.0,2022-12-17,20-307,HOU,POR,0,16.466666666666665,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,6.0,+9,1.0,1.0,1.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,6.0,41.0,2.2777777777777777,6.0,48.59999999999999,2.7,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-3),L (-3)
30.0,27.0,2022-12-19,20-309,HOU,SAS,0,23.9,2.0,7.0,.286,0.0,4.0,.000,0,0.0,,0.0,3.0,3.0,9.0,3.0,0.0,2.0,2.0,4.0,7.3,+11,3.0,2.0,0.6666666666666666,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,10.0,51.0,2.833333333333333,7.300000000000001,75.0,4.166666666666667,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-12),L (-12)
31.0,28.0,2022-12-21,20-311,HOU,ORL,0,12.516666666666667,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-3.5,-6,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-4.0,73.0,4.055555555555555,-3.5,74.2,4.122222222222223,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-19),L (-19)
32.0,29.0,2022-12-23,20-313,HOU,DAL,0,8.883333333333333,1.0,2.0,.500,1.0,2.0,.500,0,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,-1.2,-14,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-3.0,65.0,3.611111111111111,-1.2000000000000002,75.8,4.211111111111111,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-6),L (-6)
33.0,,2022-12-26,20-316,HOU,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,92.0,5.111111111111111,0.0,103.7,5.761111111111111,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-6),L (-6)
34.0,,2022-12-27,20-317,HOU,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,53.0,2.9444444444444446,0.0,63.39999999999999,3.5222222222222217,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+15),W (+15)
35.0,30.0,2022-12-29,20-319,HOU,DAL,0,4.166666666666667,2.0,2.0,1.000,2.0,2.0,1.000,1,2.0,.500,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.4,+8,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,60.0,3.333333333333333,6.999999999999999,61.900000000000006,3.438888888888889,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-24),L (-24)
36.0,31.0,2022-12-31,20-321,HOU,NYK,0,3.0166666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3,-3,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,0.0,45.0,2.5,-0.3,44.6,2.477777777777778,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-15),L (-15)
37.0,,2023-01-02,20-323,HOU,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,54.0,3.0,0.0,57.80000000000001,3.211111111111112,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-20),L (-20)
38.0,32.0,2023-01-04,20-325,HOU,NOP,0,4.983333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,+9,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,1.0,62.0,3.4444444444444446,0.0,65.2,3.6222222222222222,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-5),L (-5)
39.0,,2023-01-05,20-326,HOU,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,52.0,2.888888888888889,0.0,61.900000000000006,3.438888888888889,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-11),L (-11)
40.0,,2023-01-08,20-329,HOU,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,53.0,2.9444444444444446,0.0,57.8,3.211111111111111,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-17),L (-17)
41.0,33.0,2023-01-11,20-332,HOU,SAC,0,2.0166666666666666,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.4,-3,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,3.0,71.0,3.9444444444444446,3.3999999999999995,63.400000000000006,3.5222222222222226,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-8),L (-8)
42.0,34.0,2023-01-13,20-334,HOU,SAC,0,3.8166666666666655,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,0.0,51.0,2.833333333333333,0.0,65.99999999999999,3.666666666666666,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,,
43.0,35.0,2023-01-15,20-336,HOU,LAC,1,35.6,0.0,2.0,.000,0.0,2.0,.000,1,2.0,.500,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,-3.3,-14,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,-3.0,45.0,2.5,-3.7,52.7,2.927777777777778,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-20),L (-20)
44.0,,2023-01-16,20-337,HOU,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,74.0,4.111111111111111,0.0,78.0,4.333333333333333,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-25),L (-25)
45.0,,2023-01-18,20-339,HOU,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,64.0,3.555555555555556,0.0,73.60000000000001,4.0888888888888895,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-21),L (-21)
46.0,,2023-01-21,20-342,HOU,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,49.0,2.7222222222222223,0.0,52.8,2.933333333333333,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-8),L (-8)
47.0,,2023-01-23,20-344,HOU,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,54.0,3.0,0.0,69.19999999999999,3.844444444444444,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-5),L (-5)
48.0,,2023-01-25,20-346,HOU,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,68.0,3.7777777777777777,0.0,72.3,4.016666666666667,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-9),L (-9)
49.0,36.0,2023-01-26,20-347,HOU,CLE,0,21.066666666666663,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.3,0,2.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,2.0,48.0,2.6666666666666665,1.2999999999999998,57.7,3.205555555555556,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+5),W (+5)
50.0,37.0,2023-01-28,20-349,HOU,DET,1,26.8,2.0,6.0,.333,2.0,4.0,.500,3,4.0,.750,0.0,0.0,0.0,4.0,1.0,0.0,3.0,3.0,9.0,4.8,+2,2.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,1.0,51.0,2.833333333333333,3.6000000000000023,54.2,3.011111111111111,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-5),L (-5)
51.0,38.0,2023-02-01,20-353,HOU,OKC,1,32.55,3.0,9.0,.333,0.0,4.0,.000,2,2.0,1.000,0.0,7.0,7.0,3.0,0.0,2.0,1.0,1.0,8.0,7.1,+11,5.0,3.0,0.6,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,8.0,49.0,2.7222222222222223,6.3,52.9,2.9388888888888887,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,L (-18),L (-18)
52.0,39.0,2023-02-03,20-355,HOU,TOR,1,32.8,3.0,13.0,.231,1.0,7.0,.143,0,0.0,,1.0,4.0,5.0,5.0,0.0,0.0,1.0,3.0,7.0,2.3,-7,6.0,2.0,0.3333333333333333,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,3.0,38.0,2.111111111111111,2.299999999999998,52.1,2.8944444444444444,5.3,-1.2,-6.5,-5.0,-1.5,0.0248871269683955,0.447,0.591,0.152,-1.0,-1.5,W (+3),W (+3)
