Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with Jarrett Culver,co_inf with John Wall,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,,2022-11-07,23-229,HOU,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,74.0,4.625,0.0,84.00000000000001,5.250000000000001,0.0009910802775024,W (+7),W (+7)
12.0,,2022-11-09,23-231,HOU,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,83.0,5.1875,0.0,81.89999999999998,5.118749999999999,0.0009910802775024,L (-7),L (-7)
13.0,,2022-11-12,23-234,HOU,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,65.0,4.0625,0.0,62.3,3.89375,0.0009910802775024,L (-13),L (-13)
14.0,,2022-11-14,23-236,HOU,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,50.0,3.125,0.0,69.0,4.3125,0.0009910802775024,L (-16),L (-16)
15.0,,2022-11-16,23-238,HOU,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,92.0,5.75,0.0,76.1,4.75625,0.0009910802775024,W (+9),W (+9)
16.0,,2022-11-18,23-240,HOU,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,20.0,1.25,0.0,26.6,1.6625,0.0009910802775024,L (-8),L (-8)
17.0,,2022-11-20,23-242,HOU,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,87.0,5.4375,0.0,86.4,5.4,0.0009910802775024,L (-7),L (-7)
18.0,,2022-11-25,23-247,HOU,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,69.0,4.3125,0.0,69.6,4.35,0.0009910802775024,W (+6),W (+6)
19.0,,2022-11-26,23-248,HOU,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,70.0,4.375,0.0,70.5,4.40625,0.0009910802775024,W (+13),W (+13)
20.0,,2022-11-28,23-250,HOU,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,60.0,3.75,0.0,66.69999999999999,4.168749999999999,0.0009910802775024,L (-16),L (-16)
21.0,,2022-11-30,23-252,HOU,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,54.0,3.375,0.0,59.59999999999999,3.724999999999999,0.0009910802775024,,
22.0,,2022-12-02,23-254,HOU,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,49.0,3.0625,0.0,61.3,3.83125,0.0009910802775024,L (-20),L (-20)
23.0,,2022-12-03,23-255,HOU,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,51.0,3.1875,0.0,57.7,3.60625,0.0009910802775024,W (+1),W (+1)
24.0,,2022-12-05,23-257,HOU,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,54.0,3.375,0.0,65.29999999999998,4.081249999999999,0.0009910802775024,L (-19),L (-19)
25.0,,2022-12-08,23-260,HOU,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,58.0,3.625,0.0,61.5,3.84375,0.0009910802775024,W (+9),W (+9)
26.0,,2022-12-11,23-263,HOU,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,64.0,4.0,0.0,64.69999999999999,4.043749999999999,0.0009910802775024,L (-9),L (-9)
27.0,,2022-12-13,23-265,HOU,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,64.0,4.0,0.0,63.1,3.94375,0.0009910802775024,W (+5),W (+5)
28.0,,2022-12-15,23-267,HOU,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,71.0,4.4375,0.0,78.89999999999999,4.93125,0.0009910802775024,W (+14),W (+14)
29.0,,2022-12-17,23-269,HOU,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,47.0,2.9375,0.0,54.59999999999998,3.4124999999999988,0.0009910802775024,L (-3),L (-3)
30.0,,2022-12-19,23-271,HOU,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,4,1,3,3,1,5,3,4,5,5,1,5,4,5,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,31.0,75.0,,0.0666666666666666,0.1290322580645161,0.0256410256410256,0.0526315789473684,0.75,0.0,0.0185185185185185,0.0632911392405063,0.0967741935483871,0.0526315789473684,0.078125,0.0609756097560975,0.0169491525423728,0.0609756097560975,0.1290322580645161,0.0666666666666666,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,16,,61.0,3.8125,0.0,82.3,5.14375,0.0009910802775024,L (-12),L (-12)
