Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
42,26,2023-01-11,24-337,WAS,CHI,0,20.016666666666666,3.0,9.0,.333,0.0,3.0,.000,4,4.0,1.000,1.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,10.0,6.4,-12,6.0,3.0,0.5,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,59.0,3.2777777777777777,4.799999999999997,62.6,3.477777777777778,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+3),W (+3)
43,27,2023-01-13,24-339,WAS,NYK,0,24.683333333333334,4.0,14.0,.286,1.0,7.0,.143,0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,9.0,4.1,+7,7.0,3.0,0.4285714285714285,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,56.0,3.111111111111111,4.1,64.8,3.6,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-4),L (-4)
44,28,2023-01-16,24-342,WAS,GSW,0,26.25,7.0,9.0,.778,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,16.0,12.8,-8,6.0,5.0,0.8333333333333334,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,9.0,62.0,3.4444444444444446,12.8,73.49999999999999,4.083333333333332,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-9),L (-9)
45,29,2023-01-18,24-344,WAS,NYK,0,19.73333333333333,0.0,7.0,.000,0.0,6.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,-6.1,-6,1.0,0.0,0.0,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-6.0,89.0,4.944444444444445,-6.1,96.30000000000004,5.350000000000002,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+11),W (+11)
46,30,2023-01-21,24-347,WAS,ORL,0,29.98333333333333,13.0,22.0,.591,3.0,5.0,.600,1,2.0,.500,0.0,5.0,5.0,0.0,0.0,2.0,0.0,1.0,30.0,21.9,+20,17.0,10.0,0.5882352941176471,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,13.0,88.0,4.888888888888889,21.500000000000004,95.9,5.327777777777778,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+20),W (+20)
47,,2023-01-24,24-350,LAL,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,72.0,4.0,0.0,93.9,5.216666666666667,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-18),L (-18)
48,31,2023-01-25,24-351,LAL,SAS,0,21.516666666666666,4.0,7.0,.571,1.0,3.0,.333,3,6.0,.500,1.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,12.0,11.4,+17,4.0,3.0,0.75,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,62.0,3.4444444444444446,10.199999999999998,75.5,4.194444444444445,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+9),W (+9)
49,32,2023-01-28,24-354,LAL,BOS,0,23.683333333333334,3.0,8.0,.375,0.0,4.0,.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,3.1,+6,4.0,3.0,0.75,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,64.0,3.555555555555556,3.1,73.6,4.088888888888889,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-4),L (-4)
50,33,2023-01-30,24-356,LAL,BRK,1,27.8,6.0,13.0,.462,1.0,2.0,.500,3,6.0,.500,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,16.0,9.8,-11,11.0,5.0,0.4545454545454545,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,97.0,5.388888888888889,8.599999999999998,99.90000000000002,5.550000000000001,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-17),L (-17)
51,34,2023-01-31,24-357,LAL,NYK,1,40.41666666666666,8.0,12.0,.667,2.0,4.0,.500,1,2.0,.500,3.0,6.0,9.0,0.0,0.0,1.0,0.0,4.0,19.0,16.4,+4,8.0,6.0,0.75,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,15.0,70.0,3.888888888888889,15.999999999999998,84.3,4.683333333333334,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+6),W (+6)
52,35,2023-02-02,24-359,LAL,IND,1,28.316666666666663,3.0,9.0,.333,0.0,1.0,.000,1,3.0,.333,2.0,7.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,5.2,-4,8.0,3.0,0.375,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,63.0,3.5,4.799999999999999,85.1,4.727777777777778,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+1),W (+1)
53,36,2023-02-04,24-361,LAL,NOP,1,18.916666666666668,2.0,7.0,.286,1.0,2.0,.500,3,4.0,.750,3.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,7.2,+2,5.0,1.0,0.2,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,44.0,2.4444444444444446,6.0,53.7,2.9833333333333334,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-5),L (-5)
54,37,2023-02-07,24-364,LAL,OKC,1,26.433333333333334,5.0,7.0,.714,1.0,1.0,1.000,3,4.0,.750,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,14.0,11.9,-11,6.0,4.0,0.6666666666666666,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,8.0,93.0,5.166666666666667,10.7,94.7,5.261111111111111,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-3),L (-3)
55,38,2023-02-09,25-001,LAL,MIL,1,32.13333333333333,3.0,9.0,.333,0.0,2.0,.000,2,4.0,.500,1.0,5.0,6.0,1.0,0.0,1.0,0.0,1.0,8.0,5.3,-10,7.0,3.0,0.4285714285714285,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,87.0,4.833333333333333,4.4999999999999964,99.3,5.516666666666667,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-9),L (-9)
56,39,2023-02-11,25-003,LAL,GSW,1,31.1,6.0,11.0,.545,2.0,4.0,.500,2,2.0,1.000,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,16.0,14.5,+12,7.0,4.0,0.5714285714285714,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,12.0,67.0,3.7222222222222223,13.7,86.60000000000001,4.811111111111112,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+6),W (+6)
57,40,2023-02-13,25-005,LAL,POR,1,21.85,3.0,8.0,.375,0.0,1.0,.000,2,2.0,1.000,4.0,3.0,7.0,1.0,0.0,1.0,2.0,0.0,8.0,6.7,-1,7.0,3.0,0.4285714285714285,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,82.0,4.555555555555555,5.9,89.70000000000002,4.983333333333334,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-12),L (-12)
58,41,2023-02-15,25-007,LAL,NOP,0,15.566666666666666,2.0,6.0,.333,0.0,4.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,0.4,+8,2.0,2.0,1.0,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,74.0,4.111111111111111,0.4000000000000008,86.9,4.827777777777778,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+18),W (+18)
59,42,2023-02-23,25-015,LAL,GSW,0,25.48333333333333,5.0,9.0,.556,0.0,0.0,,4,4.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,14.0,10.4,+4,9.0,5.0,0.5555555555555556,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,70.0,3.888888888888889,8.799999999999999,76.7,4.261111111111111,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+13),W (+13)
60,43,2023-02-26,25-018,LAL,DAL,0,11.216666666666669,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.5,-17,4.0,1.0,0.25,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,38.0,2.111111111111111,-0.5,47.4,2.6333333333333333,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+3),W (+3)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,,
61,44,2023-02-28,25-020,LAL,MEM,0,19.73333333333333,3.0,7.0,.429,1.0,2.0,.500,2,2.0,1.000,1.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,9.0,7.6,-7,5.0,2.0,0.4,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,74.0,4.111111111111111,6.799999999999998,90.9,5.050000000000001,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,L (-12),L (-12)
62,45,2023-03-01,25-021,LAL,OKC,0,27.016666666666666,3.0,6.0,.500,1.0,2.0,.500,2,2.0,1.000,3.0,6.0,9.0,2.0,0.0,3.0,0.0,1.0,9.0,13.0,+2,4.0,2.0,0.5,22,17,22,29,17,28,5,3,3,7,19,27,30,29,3,16,6,22,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,49.0,11.0,56.0,10.0,0.3728813559322034,0.34,0.2972972972972973,0.3717948717948718,0.34,0.3684210526315789,0.8333333333333334,0.5,0.4285714285714285,0.25,0.3064516129032258,0.0,0.4153846153846154,0.46875,0.4677419354838709,0.3333333333333333,0.3265306122448979,0.5454545454545454,0.3928571428571428,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,15.0,78.0,4.333333333333333,12.199999999999998,92.7,5.15,13.2,1.8,-2.2,-1.3,-1.0,0.0420303912059489,0.556,0.274,0.204,-0.1,0.6,W (+6),W (+6)
