Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-07,32-248,GSW,SAC,1,36.35,4.0,7.0,.571,0.0,0.0,,3,5.0,.600,0.0,8.0,8.0,6.0,0.0,0.0,5.0,1.0,11.0,8.1,+19,7.0,4.0,0.5714285714285714,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,72.0,4.5,6.9,78.3,4.89375,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+3),W (+3)
12.0,11.0,2022-11-11,32-252,GSW,CLE,1,32.4,1.0,5.0,.200,0.0,0.0,,0,0.0,,1.0,8.0,9.0,13.0,1.0,0.0,0.0,5.0,2.0,10.1,+2,5.0,1.0,0.2,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,20.0,59.0,3.6875,10.1,67.9,4.24375,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+5),W (+5)
13.0,12.0,2022-11-13,32-254,GSW,SAC,1,34.11666666666667,3.0,7.0,.429,0.0,2.0,.000,0,0.0,,0.0,7.0,7.0,11.0,0.0,1.0,3.0,3.0,6.0,8.6,-3,5.0,3.0,0.6,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,57.0,3.5625,8.600000000000001,71.29999999999998,4.456249999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-7),L (-7)
14.0,13.0,2022-11-14,32-255,GSW,SAS,1,25.48333333333333,1.0,6.0,.167,0.0,2.0,.000,2,2.0,1.000,1.0,6.0,7.0,6.0,1.0,0.0,1.0,2.0,4.0,6.1,+13,4.0,1.0,0.25,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,95.0,5.9375,5.300000000000001,105.6,6.6,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+37),W (+37)
15.0,14.0,2022-11-16,32-257,GSW,PHO,1,29.316666666666663,3.0,3.0,1.000,1.0,1.0,1.000,2,2.0,1.000,0.0,2.0,2.0,8.0,3.0,0.0,3.0,2.0,9.0,13.5,-19,2.0,2.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,57.0,3.5625,12.699999999999996,68.20000000000002,4.262500000000001,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-11),L (-11)
16.0,15.0,2022-11-18,32-259,GSW,NYK,1,31.916666666666668,3.0,4.0,.750,1.0,1.0,1.000,3,4.0,.750,0.0,9.0,9.0,7.0,0.0,2.0,2.0,5.0,10.0,13.0,+24,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,56.0,3.5,11.799999999999995,70.1,4.38125,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+10),W (+10)
17.0,16.0,2022-11-20,32-261,GSW,HOU,1,31.766666666666666,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,6.0,6.0,8.0,0.0,0.0,4.0,5.0,4.0,3.4,+18,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,97.0,6.0625,3.3999999999999986,103.29999999999998,6.456249999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+7),W (+7)
18.0,,2022-11-21,32-262,GSW,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,39.0,2.4375,0.0,36.99999999999999,2.3125,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-45),L (-45)
19.0,17.0,2022-11-23,32-264,GSW,LAC,1,33.0,4.0,4.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,6.0,7.0,12.0,2.0,0.0,3.0,3.0,9.0,16.5,+21,3.0,3.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,23.0,80.0,5.0,16.499999999999996,88.19999999999999,5.512499999999999,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+17),W (+17)
20.0,18.0,2022-11-25,32-266,GSW,UTA,1,30.95,6.0,9.0,.667,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,5.0,1.0,2.0,2.0,3.0,13.0,13.1,+9,7.0,5.0,0.7142857142857143,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,88.0,5.5,13.1,92.9,5.80625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+11),W (+11)
21.0,19.0,2022-11-27,32-268,GSW,MIN,1,32.63333333333333,6.0,7.0,.857,1.0,2.0,.500,6,8.0,.750,1.0,3.0,4.0,11.0,0.0,2.0,0.0,2.0,19.0,25.6,+17,5.0,5.0,1.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,21.0,89.0,5.5625,23.2,92.2,5.7625,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,,
22.0,20.0,2022-11-29,32-270,GSW,DAL,1,32.75,6.0,10.0,.600,0.0,3.0,.000,0,0.0,,0.0,6.0,6.0,4.0,1.0,1.0,3.0,3.0,12.0,9.5,-5,7.0,6.0,0.8571428571428571,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,59.0,3.6875,9.5,68.30000000000001,4.268750000000001,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+23),W (+23)
23.0,21.0,2022-12-02,32-273,GSW,CHI,1,35.88333333333333,4.0,6.0,.667,2.0,3.0,.667,3,3.0,1.000,0.0,9.0,9.0,10.0,0.0,2.0,4.0,2.0,13.0,16.7,+20,3.0,2.0,0.6666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,21.0,74.0,4.625,15.5,69.3,4.33125,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-3),L (-3)
24.0,22.0,2022-12-03,32-274,GSW,HOU,1,31.75,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,2.0,4.0,6.0,6.0,1.0,1.0,2.0,3.0,3.0,4.5,+22,1.0,0.0,0.0,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,95.0,5.9375,4.499999999999999,95.6,5.975,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+8),W (+8)
25.0,23.0,2022-12-05,32-276,GSW,IND,1,33.96666666666667,1.0,8.0,.125,0.0,2.0,.000,0,0.0,,2.0,7.0,9.0,5.0,1.0,2.0,1.0,1.0,2.0,4.8,+6,6.0,1.0,0.1666666666666666,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,61.0,3.8125,4.800000000000001,68.7,4.29375,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,W (+19),W (+19)
26.0,,2022-12-07,32-278,GSW,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,,69.0,4.3125,0.0,86.89999999999999,5.43125,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-8),L (-8)
27.0,24.0,2022-12-10,32-281,GSW,BOS,1,35.916666666666664,5.0,10.0,.500,0.0,2.0,.000,1,2.0,.500,0.0,4.0,4.0,2.0,0.0,1.0,3.0,0.0,11.0,5.9,+9,8.0,5.0,0.625,8,36,54,64,17,48,58,73,73,64,54,25,9,54,37,8.0,37.0,62.0,72.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.972972972972973,0.8709677419354839,0.8888888888888888,0.3777777777777777,0.8421052631578947,0.8656716417910447,0.8902439024390244,0.8902439024390244,0.927536231884058,0.0,0.8571428571428571,0.8064516129032258,0.75,0.9642857142857144,0.8222222222222222,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,85.0,5.3125,5.5,88.6,5.5375,12.2,4.7,0.8,-1.8,2.6,0.063262585871014,0.592,0.276,0.228,1.6,1.6,L (-1),L (-1)
