Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,32-139,GSW,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,80.0,5.0,0.0,85.19999999999999,5.324999999999999,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+3),W (+3)
12.0,,2022-11-11,32-143,GSW,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,79.0,4.9375,0.0,78.0,4.875,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+5),W (+5)
13.0,,2022-11-13,32-145,GSW,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,,72.0,4.5,0.0,79.9,4.99375,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,L (-7),L (-7)
14.0,11.0,2022-11-14,32-146,GSW,SAS,0,15.416666666666666,3.0,5.0,.600,1.0,3.0,.333,2,2.0,1.000,0.0,5.0,5.0,2.0,0.0,2.0,1.0,3.0,9.0,8.8,+18,2.0,2.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,10.0,94.0,5.875,8.0,102.9,6.43125,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+37),W (+37)
15.0,12.0,2022-11-16,32-148,GSW,PHO,0,17.016666666666666,1.0,7.0,.143,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,-4.1,+7,5.0,1.0,0.2,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,-4.0,75.0,4.6875,-4.1,85.0,5.3125,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,L (-11),L (-11)
16.0,13.0,2022-11-18,32-150,GSW,NYK,0,16.85,5.0,8.0,.625,0.0,1.0,.000,2,3.0,.667,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,12.0,9.9,+8,7.0,5.0,0.7142857142857143,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,6.0,68.0,4.25,9.099999999999994,72.8,4.55,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+10),W (+10)
17.0,14.0,2022-11-20,32-152,GSW,HOU,0,14.75,4.0,5.0,.800,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,8.0,5.7,-3,4.0,4.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,5.0,102.0,6.375,5.6999999999999975,101.0,6.3125,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+7),W (+7)
18.0,15.0,2022-11-21,32-153,GSW,NOP,0,23.183333333333334,4.0,6.0,.667,0.0,2.0,.000,2,2.0,1.000,2.0,6.0,8.0,1.0,0.0,1.0,3.0,3.0,10.0,7.8,-21,4.0,4.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,9.0,30.0,1.875,7.0,30.0,1.875,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,L (-45),L (-45)
19.0,16.0,2022-11-23,32-155,GSW,LAC,0,11.8,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,3.0,3.0,6.0,0.0,0.0,0.0,1.0,3.0,5.0,3.1,0,3.0,1.0,0.3333333333333333,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,5.0,98.0,6.125,3.0999999999999988,101.6,6.35,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+17),W (+17)
20.0,17.0,2022-11-25,32-157,GSW,UTA,0,9.633333333333333,4.0,6.0,.667,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0,6.1,+7,5.0,4.0,0.8,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,4.0,97.0,6.0625,6.1,99.9,6.24375,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+11),W (+11)
21.0,18.0,2022-11-27,32-159,GSW,MIN,0,14.4,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,4.9,+9,3.0,3.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,5.0,105.0,6.5625,4.9,110.49999999999996,6.906249999999997,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,,
22.0,19.0,2022-11-29,32-161,GSW,DAL,0,8.083333333333334,1.0,2.0,.500,0.0,1.0,.000,1,1.0,1.000,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.5,-2,1.0,1.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,1.0,69.0,4.3125,1.0999999999999996,76.70000000000002,4.793750000000001,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+23),W (+23)
23.0,20.0,2022-12-02,32-164,GSW,CHI,0,10.416666666666666,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,-5,1.0,1.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,0.0,95.0,5.9375,0.1999999999999999,84.60000000000001,5.2875000000000005,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,L (-3),L (-3)
24.0,21.0,2022-12-03,32-165,GSW,HOU,0,10.45,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,3.5,-2,3.0,2.0,0.6666666666666666,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,4.0,100.0,6.25,3.5,96.6,6.0375,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+8),W (+8)
25.0,22.0,2022-12-05,32-167,GSW,IND,0,8.433333333333334,2.0,2.0,1.000,0.0,0.0,,3,5.0,.600,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,5.9,-7,2.0,2.0,1.0,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,2.0,69.0,4.3125,4.699999999999999,68.80000000000001,4.300000000000001,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,W (+19),W (+19)
26.0,23.0,2022-12-07,32-169,GSW,UTA,1,17.016666666666666,3.0,7.0,.429,1.0,3.0,.333,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,7.0,5.2,-4,4.0,2.0,0.5,5,25,38,50,48,16,50,57,57,49,46,20,9,40,30,8.0,37.0,62.0,72.0,73.0,45.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.625,0.6756756756756757,0.6129032258064516,0.6944444444444444,0.6575342465753424,0.3555555555555555,0.746268656716418,0.6951219512195121,0.6951219512195121,0.7101449275362319,0.0,0.7301587301587301,0.6451612903225806,0.75,0.7142857142857143,0.6666666666666666,2,22.0,70.0,0.0909090909090909,0.0,16,5.0,64.0,4.0,5.199999999999999,81.7,5.10625,15.5,2.2,-0.5,-0.7,0.2,0.0375269147954475,0.65,0.44,0.266,0.3,1.2,L (-8),L (-8)
