Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,25-280,GSW,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,,80.0,5.0,0.0,85.19999999999999,5.324999999999999,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+3),W (+3)
12.0,4.0,2022-11-11,25-284,GSW,CLE,0.0,15.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,-0.5,3.0,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,77.0,4.8125,-0.5000000000000007,78.5,4.90625,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+5),W (+5)
13.0,5.0,2022-11-13,25-286,GSW,SAC,0.0,24.266666666666666,1.0,3.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,5.0,4.8,0.0,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,66.0,4.125,4.000000000000001,75.9,4.74375,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,L (-7),L (-7)
14.0,6.0,2022-11-14,25-287,GSW,SAS,0.0,9.166666666666666,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,5.0,1.9,10.0,1.0,1.0,1.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,102.0,6.375,1.9,109.0,6.8125,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+37),W (+37)
15.0,7.0,2022-11-16,25-289,GSW,PHO,0.0,18.516666666666666,2.0,7.0,0.286,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,6.0,3.5,2.0,2.0,0.0,0.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,68.0,4.25,3.5,77.4,4.8375,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,L (-11),L (-11)
16.0,8.0,2022-11-18,25-291,GSW,NYK,0.0,19.766666666666666,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,6.0,5.5,-11.0,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,67.0,4.1875,5.499999999999998,76.4,4.775,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+10),W (+10)
17.0,9.0,2022-11-20,25-293,GSW,HOU,0.0,15.5,2.0,5.0,0.4,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.5,-7.0,2.0,2.0,1.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,4.0,103.0,6.4375,3.4999999999999982,103.2,6.45,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+7),W (+7)
18.0,10.0,2022-11-21,25-294,GSW,NOP,1.0,19.15,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,0.0,-0.1,-26.0,2.0,0.0,0.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,38.0,2.375,-0.1,37.1,2.31875,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,L (-45),L (-45)
19.0,11.0,2022-11-23,25-296,GSW,LAC,0.0,17.383333333333333,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,0.0,2.0,6.0,7.5,6.0,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,93.0,5.8125,7.499999999999999,97.2,6.075,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+17),W (+17)
20.0,12.0,2022-11-25,25-298,GSW,UTA,0.0,19.466666666666665,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,5.0,2.0,0.0,1.0,1.0,3.0,6.3,-1.0,1.0,0.0,0.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,92.0,5.75,6.300000000000001,99.7,6.23125,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+11),W (+11)
21.0,13.0,2022-11-27,25-300,GSW,MIN,0.0,18.066666666666663,5.0,10.0,0.5,4.0,8.0,0.5,0.0,0.0,,2.0,4.0,6.0,1.0,1.0,1.0,0.0,3.0,14.0,12.8,-8.0,2.0,1.0,0.5,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,13.0,97.0,6.0625,12.799999999999995,102.59999999999998,6.412499999999999,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,,
22.0,14.0,2022-11-29,25-302,GSW,DAL,0.0,16.883333333333333,1.0,5.0,0.2,0.0,2.0,0.0,4.0,4.0,1.0,2.0,5.0,7.0,2.0,2.0,0.0,1.0,1.0,6.0,7.8,15.0,3.0,1.0,0.3333333333333333,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,63.0,3.9375,6.200000000000001,71.60000000000001,4.4750000000000005,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+23),W (+23)
23.0,15.0,2022-12-02,25-305,GSW,CHI,0.0,16.533333333333335,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,5.0,1.8,-4.0,1.0,1.0,1.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,3.0,92.0,5.75,1.799999999999999,83.0,5.1875,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,L (-3),L (-3)
24.0,16.0,2022-12-03,25-306,GSW,HOU,0.0,20.45,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,1.0,1.0,2.0,5.0,2.0,0.0,2.0,4.0,0.0,-0.6,2.0,0.0,0.0,,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,2.0,102.0,6.375,-0.6000000000000001,100.7,6.29375,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+8),W (+8)
25.0,17.0,2022-12-05,25-308,GSW,IND,0.0,21.85,4.0,7.0,0.571,1.0,3.0,0.333,1.0,2.0,0.5,3.0,4.0,7.0,0.0,3.0,0.0,1.0,4.0,10.0,10.0,-2.0,4.0,3.0,0.75,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,61.0,3.8125,9.6,63.900000000000006,3.99375,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,W (+19),W (+19)
26.0,18.0,2022-12-07,25-310,GSW,UTA,0.0,28.183333333333334,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,,3.0,6.0,9.0,7.0,3.0,0.0,2.0,2.0,7.0,13.0,-7.0,3.0,2.0,0.6666666666666666,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,51.0,3.1875,12.999999999999996,73.9,4.61875,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,L (-8),L (-8)
27.0,19.0,2022-12-10,25-313,GSW,BOS,0.0,17.483333333333334,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,1.0,7.0,8.0,3.0,1.0,0.0,0.0,3.0,3.0,6.0,20.0,1.0,0.0,0.0,8,30,57,64,12,50,60,72,72,62,53,27,8,49,35,8.0,37.0,62.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,0.8108108108108109,0.9193548387096774,0.8767123287671232,0.2666666666666666,0.8771929824561403,0.8955223880597015,0.8780487804878049,0.8780487804878049,0.8985507246376812,0.0,0.8412698412698413,0.8709677419354839,0.6666666666666666,0.875,0.7777777777777778,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,76.0,4.75,5.999999999999999,88.1,5.50625,12.8,4.2,0.7,-0.6,1.3,0.0695170716702553,0.593,0.7,0.131,1.3,1.9,L (-1),L (-1)
