Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,,2022-12-10,26-094,CLE,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,71.0,4.4375,0.0,84.99999999999999,5.312499999999999,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-11),L (-11)
28.0,24.0,2022-12-12,26-096,CLE,SAS,1,36.56666666666667,12.0,24.0,.500,2.0,7.0,.286,2,2.0,1.000,4.0,1.0,5.0,1.0,0.0,0.0,3.0,3.0,28.0,15.6,-9,17.0,10.0,0.5882352941176471,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,59.0,3.6875,14.799999999999995,65.30000000000001,4.081250000000001,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+8),W (+8)
29.0,25.0,2022-12-14,26-098,CLE,DAL,1,37.63333333333333,13.0,20.0,.650,6.0,9.0,.667,2,2.0,1.000,1.0,2.0,3.0,4.0,1.0,0.0,3.0,5.0,34.0,25.3,+20,11.0,7.0,0.6363636363636364,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,17.0,54.0,3.375,24.500000000000004,59.3,3.70625,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-1),L (-1)
30.0,26.0,2022-12-16,26-100,CLE,IND,1,37.38333333333333,14.0,24.0,.583,8.0,15.0,.533,5,5.0,1.000,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,41.0,30.4,+7,9.0,6.0,0.6666666666666666,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,49.0,3.0625,28.4,56.69999999999999,3.54375,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+15),W (+15)
31.0,27.0,2022-12-17,26-101,CLE,DAL,1,42.23333333333333,9.0,21.0,.429,1.0,9.0,.111,6,8.0,.750,0.0,4.0,4.0,3.0,1.0,0.0,4.0,4.0,25.0,11.8,-4,12.0,8.0,0.6666666666666666,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,0.0,59.0,3.6875,9.4,61.4,3.8375,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+6),W (+6)
32.0,28.0,2022-12-19,26-103,CLE,UTA,1,22.633333333333333,8.0,12.0,.667,4.0,5.0,.800,3,3.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,23.0,16.5,+8,7.0,4.0,0.5714285714285714,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,68.0,4.25,15.3,79.1,4.94375,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+1),W (+1)
33.0,29.0,2022-12-21,26-105,CLE,MIL,1,36.73333333333333,9.0,21.0,.429,3.0,9.0,.333,15,16.0,.938,1.0,3.0,4.0,6.0,2.0,0.0,2.0,4.0,36.0,28.7,+15,12.0,6.0,0.5,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,9.0,52.0,3.25,22.700000000000003,70.69999999999999,4.418749999999999,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+23),W (+23)
34.0,30.0,2022-12-23,26-107,CLE,TOR,1,34.65,4.0,16.0,.250,3.0,12.0,.250,1,4.0,.250,0.0,5.0,5.0,4.0,3.0,0.0,3.0,1.0,12.0,5.1,-12,4.0,1.0,0.25,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,1.0,54.0,3.375,4.700000000000003,73.39999999999998,4.587499999999999,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+8),W (+8)
35.0,31.0,2022-12-26,26-110,CLE,BRK,1,34.28333333333333,5.0,16.0,.313,3.0,9.0,.333,2,2.0,1.000,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,15.0,10.5,-13,7.0,2.0,0.2857142857142857,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,53.0,3.3125,9.7,83.8,5.2375,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-11),L (-11)
36.0,32.0,2022-12-29,26-113,CLE,IND,1,36.833333333333336,10.0,25.0,.400,5.0,11.0,.455,3,4.0,.750,2.0,2.0,4.0,6.0,2.0,0.0,2.0,2.0,28.0,19.5,-14,14.0,5.0,0.3571428571428571,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,9.0,83.0,5.1875,18.3,95.8,5.9875,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-8),L (-8)
37.0,33.0,2022-12-31,26-115,CLE,CHI,1,36.81666666666667,5.0,16.0,.313,0.0,6.0,.000,5,6.0,.833,1.0,2.0,3.0,6.0,4.0,0.0,7.0,3.0,15.0,6.7,-9,10.0,5.0,0.5,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-1.0,69.0,4.3125,4.699999999999999,74.1,4.63125,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-9),L (-9)
38.0,34.0,2023-01-02,26-117,CLE,CHI,1,49.8,22.0,34.0,.647,7.0,15.0,.467,20,25.0,.800,3.0,5.0,8.0,11.0,0.0,1.0,4.0,3.0,71.0,60.8,+19,19.0,15.0,0.7894736842105263,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,28.0,41.0,2.5625,52.8,56.5,3.53125,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+1),W (+1)
39.0,35.0,2023-01-04,26-119,CLE,PHO,1,36.25,6.0,20.0,.300,3.0,12.0,.250,5,5.0,1.000,1.0,5.0,6.0,9.0,2.0,0.0,4.0,4.0,20.0,13.3,+9,8.0,3.0,0.375,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,43.0,2.6875,11.3,55.5,3.46875,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+11),W (+11)
40.0,,2023-01-06,26-121,CLE,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,59.0,3.6875,0.0,86.59999999999998,5.412499999999999,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+2),W (+2)
41.0,36.0,2023-01-08,26-123,CLE,PHO,1,29.766666666666666,7.0,12.0,.583,2.0,7.0,.286,6,6.0,1.000,0.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,22.0,14.5,+3,5.0,5.0,1.0,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,78.0,4.875,12.1,84.4,5.275,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-13),L (-13)
42.0,37.0,2023-01-10,26-125,CLE,UTA,1,36.2,14.0,27.0,.519,7.0,18.0,.389,11,11.0,1.000,1.0,4.0,5.0,6.0,3.0,0.0,0.0,0.0,46.0,41.8,-4,9.0,7.0,0.7777777777777778,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,22.0,50.0,3.125,37.400000000000006,55.19999999999998,3.449999999999999,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,,
43.0,38.0,2023-01-12,26-127,CLE,POR,1,35.63333333333333,11.0,23.0,.478,2.0,8.0,.250,2,4.0,.500,1.0,4.0,5.0,5.0,2.0,0.0,3.0,2.0,26.0,17.1,+10,15.0,9.0,0.6,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,73.0,4.5625,16.299999999999997,92.4,5.775,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+14),W (+14)
44.0,39.0,2023-01-14,26-129,CLE,MIN,1,36.766666666666666,5.0,16.0,.313,2.0,9.0,.222,2,4.0,.500,1.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,14.0,7.1,-5,7.0,3.0,0.4285714285714285,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,1.0,69.0,4.3125,6.300000000000001,84.5,5.28125,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-2),L (-2)
45.0,40.0,2023-01-16,26-131,CLE,NOP,1,21.816666666666663,3.0,9.0,.333,2.0,6.0,.333,3,3.0,1.000,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,11.0,2.5,+2,3.0,1.0,0.3333333333333333,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-3.0,79.0,4.9375,1.299999999999999,100.7,6.29375,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+6),W (+6)
46.0,,2023-01-18,26-133,CLE,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,108.0,6.75,0.0,118.30000000000004,7.393750000000002,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-8),L (-8)
47.0,,2023-01-20,26-135,CLE,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,71.0,4.4375,0.0,95.09999999999997,5.943749999999998,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+10),W (+10)
48.0,,2023-01-21,26-136,CLE,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,89.0,5.5625,0.0,108.70000000000002,6.793750000000001,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-1),L (-1)
49.0,41.0,2023-01-24,26-139,CLE,NYK,1,38.28333333333333,9.0,24.0,.375,6.0,14.0,.429,0,0.0,,2.0,6.0,8.0,8.0,4.0,1.0,0.0,4.0,24.0,22.7,+12,10.0,3.0,0.3,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,21.0,53.0,3.3125,22.700000000000003,67.5,4.21875,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-6),L (-6)
50.0,,2023-01-26,26-141,CLE,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,90.0,5.625,0.0,109.19999999999996,6.8249999999999975,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+12),W (+12)
51.0,,2023-01-27,26-142,CLE,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,89.0,5.5625,0.0,111.6,6.975,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-2),L (-2)
52.0,42.0,2023-01-29,26-144,CLE,LAC,1,20.433333333333334,5.0,9.0,.556,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,11.0,9.0,+36,6.0,4.0,0.6666666666666666,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,113.0,7.0625,9.0,118.79999999999998,7.424999999999999,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+18),W (+18)
53.0,43.0,2023-01-31,26-146,CLE,MIA,1,37.16666666666666,6.0,17.0,.353,3.0,13.0,.231,1,2.0,.500,1.0,2.0,3.0,9.0,4.0,0.0,2.0,3.0,16.0,14.5,+2,4.0,3.0,0.75,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,73.0,4.5625,14.1,76.6,4.7875,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,L (-12),L (-12)
54.0,44.0,2023-02-02,26-148,CLE,MEM,1,22.05,2.0,11.0,.182,2.0,4.0,.500,0,0.0,,0.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,6.0,3.7,-3,7.0,0.0,0.0,62,63,59,36,2,66,64,10,57,35,48,17,35,26,30,74.0,77.0,69.0,44.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8378378378378378,0.8181818181818182,0.855072463768116,0.8181818181818182,0.6666666666666666,0.8354430379746836,0.8421052631578947,0.8333333333333334,0.8382352941176471,0.5645161290322581,0.7741935483870968,0.7727272727272727,0.7291666666666666,0.7878787878787878,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,101.0,6.3125,3.7,125.8,7.8625,22.9,8.9,6.3,5.6,0.6,0.2087995654535578,0.614,0.453,0.262,5.0,5.4,W (+23),W (+23)
