Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,28-076,CLE,SAC,1.0,38.35,9.0,18.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,4.0,6.0,10.0,6.0,2.0,0.0,5.0,3.0,21.0,16.6,-10.0,15.0,8.0,0.5333333333333333,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,14.0,57.0,3.5625,15.800000000000004,76.5,4.78125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-7),L (-7)
12.0,12.0,2022-11-11,28-078,CLE,GSW,1.0,33.666666666666664,4.0,11.0,0.364,2.0,6.0,0.333,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,4.7,-1.0,5.0,2.0,0.4,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,0.0,55.0,3.4375,4.300000000000001,67.6,4.225,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-5),L (-5)
13.0,13.0,2022-11-13,28-080,CLE,MIN,1.0,27.58333333333333,6.0,12.0,0.5,1.0,2.0,0.5,0.0,0.0,,3.0,2.0,5.0,5.0,0.0,1.0,2.0,1.0,13.0,11.5,-13.0,10.0,5.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,52.0,3.25,11.500000000000002,82.89999999999999,5.18125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-5),L (-5)
14.0,14.0,2022-11-16,28-083,CLE,MIL,1.0,19.6,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,-0.2,-8.0,3.0,1.0,0.3333333333333333,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,1.0,59.0,3.6875,-0.2000000000000004,79.7,4.98125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-15),L (-15)
15.0,15.0,2022-11-18,28-085,CLE,CHO,0.0,30.316666666666663,1.0,8.0,0.125,0.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.1,8.0,6.0,1.0,0.1666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-1.0,79.0,4.9375,0.3000000000000014,100.2,6.2625,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+10),W (+10)
16.0,16.0,2022-11-20,28-087,CLE,MIA,0.0,14.283333333333331,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,1.0,4.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0,2.1,22.0,0.0,0.0,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,93.0,5.8125,2.1,103.3,6.45625,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+26),W (+26)
17.0,,2022-11-21,28-088,CLE,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,81.0,5.0625,0.0,102.9,6.43125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+12),W (+12)
18.0,,2022-11-23,28-090,CLE,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,77.0,4.8125,0.0,95.8,5.9875,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+18),W (+18)
19.0,,2022-11-25,28-092,CLE,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,61.0,3.8125,0.0,91.4,5.7125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-15),L (-15)
20.0,,2022-11-27,28-094,CLE,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,41.0,2.5625,0.0,62.9,3.93125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+8),W (+8)
21.0,17.0,2022-11-28,28-095,CLE,TOR,0.0,29.316666666666663,2.0,9.0,0.222,1.0,4.0,0.25,3.0,4.0,0.75,1.0,5.0,6.0,3.0,0.0,0.0,2.0,2.0,8.0,3.6,-12.0,5.0,1.0,0.2,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,57.0,3.5625,2.3999999999999995,65.8,4.1125,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,,
22.0,18.0,2022-11-30,28-097,CLE,PHI,0.0,33.266666666666666,8.0,11.0,0.727,3.0,4.0,0.75,3.0,4.0,0.75,1.0,5.0,6.0,4.0,1.0,0.0,3.0,1.0,22.0,19.7,13.0,7.0,5.0,0.7142857142857143,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,15.0,85.0,5.3125,18.5,96.1,6.00625,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-12),L (-12)
23.0,19.0,2022-12-02,28-099,CLE,ORL,0.0,24.08333333333333,2.0,7.0,0.286,1.0,6.0,0.167,0.0,0.0,,0.0,1.0,1.0,4.0,2.0,0.0,1.0,2.0,5.0,4.2,17.0,1.0,1.0,1.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,67.0,4.1875,4.199999999999999,93.70000000000002,5.856250000000001,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+28),W (+28)
24.0,20.0,2022-12-04,28-101,CLE,NYK,0.0,16.233333333333334,1.0,4.0,0.25,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,3.0,2.0,4.0,0.7,-13.0,3.0,1.0,0.3333333333333333,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,1.0,37.0,2.3125,-0.0999999999999987,57.4,3.5875,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+11),W (+11)
25.0,21.0,2022-12-06,28-103,CLE,LAL,0.0,23.183333333333334,3.0,8.0,0.375,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,7.0,3.4,-4.0,5.0,2.0,0.4,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,77.0,4.8125,3.3999999999999986,94.20000000000002,5.887500000000001,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,L (-11),L (-11)
26.0,22.0,2022-12-09,28-106,CLE,SAC,1.0,36.61666666666667,9.0,21.0,0.429,2.0,7.0,0.286,2.0,2.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,2.0,3.0,22.0,13.7,-21.0,14.0,7.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,9.0,33.0,2.0625,12.900000000000002,41.2,2.575,12.4,4.4,-0.2,-1.0,0.8,0.0974470396523628,0.546,0.437,0.243,1.0,1.4,W (+14),W (+14)
