Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
29.0,26.0,2022-12-16,21-137,TOR,BRK,1.0,40.13333333333333,8.0,18.0,0.444,0.0,2.0,0.0,10.0,11.0,0.909,0.0,3.0,3.0,3.0,1.0,0.0,1.0,4.0,26.0,17.6,-7.0,16.0,8.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,3.0,58.0,3.2222222222222223,13.599999999999996,68.7,3.816666666666667,0.127404365679706,L (-1),L (-1)
30.0,27.0,2022-12-18,21-139,TOR,GSW,1.0,31.58333333333333,7.0,16.0,0.438,1.0,3.0,0.333,2.0,2.0,1.0,2.0,3.0,5.0,4.0,1.0,0.0,3.0,1.0,17.0,11.3,-12.0,13.0,6.0,0.4615384615384615,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,6.0,59.0,3.2777777777777777,10.499999999999998,67.6,3.755555555555555,0.127404365679706,L (-3),L (-3)
31.0,28.0,2022-12-19,21-140,TOR,PHI,1.0,29.766666666666666,3.0,9.0,0.333,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,6.0,1.1,-2.0,6.0,3.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,1.0,64.0,3.555555555555556,1.0999999999999996,71.80000000000001,3.98888888888889,0.127404365679706,L (-16),L (-16)
32.0,29.0,2022-12-21,21-142,TOR,NYK,1.0,26.8,1.0,10.0,0.1,0.0,2.0,0.0,0.0,0.0,,4.0,2.0,6.0,3.0,0.0,0.0,0.0,1.0,2.0,0.5,-16.0,8.0,1.0,0.125,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,1.0,67.0,3.7222222222222223,0.4999999999999985,88.30000000000001,4.905555555555556,0.127404365679706,L (-3),L (-3)
33.0,30.0,2022-12-23,21-144,TOR,CLE,1.0,40.25,10.0,16.0,0.625,0.0,1.0,0.0,5.0,5.0,1.0,4.0,6.0,10.0,4.0,2.0,0.0,2.0,4.0,25.0,23.6,12.0,15.0,10.0,0.6666666666666666,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,18.0,89.0,4.944444444444445,21.6,88.1,4.894444444444444,0.127404365679706,W (+7),W (+7)
34.0,31.0,2022-12-27,21-148,TOR,LAC,1.0,36.55,8.0,15.0,0.533,0.0,2.0,0.0,1.0,1.0,1.0,3.0,9.0,12.0,8.0,1.0,1.0,2.0,1.0,17.0,19.4,-6.0,13.0,8.0,0.6153846153846154,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,21.0,53.0,2.9444444444444446,19.0,71.9,3.994444444444445,0.127404365679706,W (+11),W (+11)
35.0,32.0,2022-12-29,21-150,TOR,MEM,1.0,34.983333333333334,7.0,18.0,0.389,0.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,10.0,4.0,3.0,1.0,2.0,3.0,14.0,12.9,-6.0,17.0,7.0,0.4117647058823529,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,11.0,66.0,3.6666666666666665,12.900000000000002,76.50000000000001,4.250000000000001,0.127404365679706,L (-11),L (-11)
36.0,33.0,2022-12-30,21-151,TOR,PHO,1.0,38.21666666666667,4.0,12.0,0.333,1.0,4.0,0.25,2.0,2.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,11.0,11.7,14.0,8.0,3.0,0.375,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,8.0,76.0,4.222222222222222,10.9,94.09999999999998,5.227777777777777,0.127404365679706,L (-13),L (-13)
37.0,34.0,2023-01-02,21-154,TOR,IND,1.0,39.68333333333333,8.0,14.0,0.571,1.0,2.0,0.5,6.0,8.0,0.75,2.0,6.0,8.0,8.0,0.0,2.0,3.0,4.0,23.0,21.2,16.0,12.0,7.0,0.5833333333333334,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,16.0,63.0,3.5,18.8,71.4,3.966666666666667,0.127404365679706,W (+9),W (+9)
38.0,35.0,2023-01-04,21-156,TOR,MIL,1.0,34.95,9.0,19.0,0.474,0.0,4.0,0.0,1.0,3.0,0.333,1.0,3.0,4.0,3.0,0.0,1.0,1.0,5.0,19.0,9.9,-1.0,15.0,9.0,0.6,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,4.0,47.0,2.611111111111111,9.499999999999996,55.29999999999998,3.072222222222221,0.127404365679706,L (-8),L (-8)
39.0,36.0,2023-01-06,21-158,TOR,NYK,1.0,35.583333333333336,2.0,10.0,0.2,0.0,0.0,,3.0,4.0,0.75,2.0,4.0,6.0,5.0,1.0,1.0,1.0,3.0,7.0,6.0,-8.0,10.0,2.0,0.2,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,5.0,86.0,4.777777777777778,4.799999999999998,91.1,5.061111111111111,0.127404365679706,L (-3),L (-3)
40.0,37.0,2023-01-08,21-160,TOR,POR,1.0,29.08333333333333,7.0,12.0,0.583,1.0,3.0,0.333,7.0,8.0,0.875,3.0,6.0,9.0,4.0,3.0,2.0,1.0,3.0,22.0,24.9,9.0,9.0,6.0,0.6666666666666666,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,19.0,55.0,3.055555555555556,22.1,67.7,3.761111111111111,0.127404365679706,L (-4),L (-4)
41.0,38.0,2023-01-10,21-162,TOR,CHO,1.0,30.6,2.0,5.0,0.4,0.0,1.0,0.0,3.0,4.0,0.75,2.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,7.0,12.1,3.0,4.0,2.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,11.0,92.0,5.111111111111111,10.9,108.2,6.011111111111111,0.127404365679706,W (+12),W (+12)
42.0,39.0,2023-01-12,21-164,TOR,CHO,1.0,34.28333333333333,8.0,14.0,0.571,0.0,0.0,,5.0,6.0,0.833,2.0,5.0,7.0,9.0,0.0,2.0,0.0,4.0,21.0,23.0,15.0,14.0,8.0,0.5714285714285714,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,19.0,80.0,4.444444444444445,21.0,98.5,5.472222222222222,0.127404365679706,,
43.0,40.0,2023-01-14,21-166,TOR,ATL,1.0,36.63333333333333,9.0,16.0,0.563,0.0,1.0,0.0,9.0,10.0,0.9,3.0,9.0,12.0,2.0,3.0,1.0,3.0,1.0,27.0,25.5,-10.0,15.0,9.0,0.6,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,16.0,51.0,2.833333333333333,21.90000000000001,50.2,2.788888888888889,0.127404365679706,W (+12),W (+12)
44.0,41.0,2023-01-16,21-168,TOR,NYK,1.0,44.81666666666667,8.0,16.0,0.5,1.0,2.0,0.5,9.0,13.0,0.692,6.0,1.0,7.0,4.0,1.0,2.0,3.0,3.0,26.0,21.9,8.0,14.0,7.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,8.0,82.0,4.555555555555555,18.3,93.1,5.172222222222222,0.127404365679706,W (+10),W (+10)
45.0,42.0,2023-01-17,21-169,TOR,MIL,1.0,36.71666666666667,6.0,15.0,0.4,0.0,3.0,0.0,2.0,5.0,0.4,6.0,7.0,13.0,5.0,3.0,1.0,3.0,1.0,14.0,14.8,-7.0,12.0,6.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,13.0,72.0,4.0,14.0,89.1,4.949999999999999,0.127404365679706,L (-11),L (-11)
46.0,43.0,2023-01-19,21-171,TOR,MIN,1.0,38.96666666666667,11.0,15.0,0.733,1.0,1.0,1.0,6.0,7.0,0.857,2.0,6.0,8.0,5.0,2.0,0.0,2.0,4.0,29.0,27.6,3.0,14.0,10.0,0.7142857142857143,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,20.0,60.0,3.333333333333333,25.199999999999992,71.60000000000001,3.9777777777777774,0.127404365679706,W (+2),W (+2)
47.0,44.0,2023-01-21,21-173,TOR,BOS,1.0,42.28333333333333,4.0,9.0,0.444,2.0,2.0,1.0,0.0,0.0,,0.0,3.0,3.0,5.0,0.0,3.0,2.0,1.0,10.0,9.4,1.0,7.0,2.0,0.2857142857142857,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,10.0,87.0,4.833333333333333,9.4,88.7,4.927777777777778,0.127404365679706,L (-8),L (-8)
48.0,45.0,2023-01-22,21-174,TOR,NYK,1.0,36.68333333333333,7.0,15.0,0.467,1.0,4.0,0.25,4.0,5.0,0.8,3.0,4.0,7.0,6.0,1.0,2.0,0.0,2.0,19.0,20.0,11.0,11.0,6.0,0.5454545454545454,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,15.0,72.0,4.0,18.399999999999995,88.10000000000001,4.894444444444445,0.127404365679706,L (-2),L (-2)
49.0,46.0,2023-01-25,21-177,TOR,SAC,1.0,38.18333333333333,3.0,8.0,0.375,0.0,2.0,0.0,1.0,2.0,0.5,2.0,4.0,6.0,10.0,2.0,0.0,1.0,4.0,7.0,11.2,22.0,6.0,3.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,14.0,81.0,4.5,10.799999999999995,94.6,5.255555555555556,0.127404365679706,L (-2),L (-2)
50.0,47.0,2023-01-27,21-179,TOR,GSW,1.0,36.55,9.0,15.0,0.6,2.0,3.0,0.667,4.0,5.0,0.8,0.0,6.0,6.0,5.0,0.0,2.0,2.0,4.0,24.0,19.8,-2.0,12.0,7.0,0.5833333333333334,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,15.0,67.0,3.7222222222222223,18.200000000000003,75.89999999999999,4.216666666666666,0.127404365679706,W (+9),W (+9)
51.0,48.0,2023-01-28,21-180,TOR,POR,1.0,37.73333333333333,7.0,12.0,0.583,0.0,1.0,0.0,4.0,4.0,1.0,4.0,6.0,10.0,7.0,0.0,0.0,0.0,1.0,18.0,21.5,26.0,11.0,7.0,0.6363636363636364,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,19.0,77.0,4.277777777777778,19.9,86.20000000000002,4.78888888888889,0.127404365679706,W (+18),W (+18)
52.0,49.0,2023-01-30,21-182,TOR,PHO,1.0,35.71666666666667,6.0,14.0,0.429,0.0,4.0,0.0,4.0,4.0,1.0,4.0,3.0,7.0,5.0,2.0,1.0,4.0,2.0,16.0,13.7,-8.0,10.0,6.0,0.6,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,9.0,80.0,4.444444444444445,12.099999999999998,79.4,4.411111111111111,0.127404365679706,L (-12),L (-12)
53.0,50.0,2023-02-01,21-184,TOR,UTA,1.0,41.35,7.0,23.0,0.304,2.0,6.0,0.333,2.0,2.0,1.0,9.0,5.0,14.0,3.0,1.0,0.0,1.0,4.0,18.0,13.0,-2.0,17.0,5.0,0.2941176470588235,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,10.0,85.0,4.722222222222222,12.200000000000005,104.5,5.805555555555555,0.127404365679706,W (+18),W (+18)
54.0,51.0,2023-02-03,21-186,TOR,HOU,1.0,37.2,4.0,11.0,0.364,3.0,7.0,0.429,2.0,2.0,1.0,4.0,2.0,6.0,4.0,0.0,1.0,1.0,3.0,13.0,11.6,2.0,4.0,1.0,0.25,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,10.0,73.0,4.055555555555555,10.8,88.7,4.927777777777778,0.127404365679706,L (-8),L (-8)
55.0,52.0,2023-02-05,21-188,TOR,MEM,1.0,35.11666666666667,7.0,15.0,0.467,2.0,6.0,0.333,0.0,0.0,,2.0,5.0,7.0,2.0,2.0,2.0,4.0,3.0,16.0,10.8,7.0,9.0,5.0,0.5555555555555556,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,10.0,69.0,3.8333333333333335,10.799999999999995,75.29999999999998,4.183333333333333,0.127404365679706,L (-3),L (-3)
56.0,53.0,2023-02-08,21-191,TOR,SAS,1.0,38.66666666666666,4.0,10.0,0.4,1.0,4.0,0.25,1.0,2.0,0.5,1.0,8.0,9.0,4.0,1.0,0.0,2.0,2.0,10.0,8.3,-1.0,6.0,3.0,0.5,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,10.0,71.0,3.9444444444444446,7.899999999999999,77.79999999999998,4.322222222222221,0.127404365679706,W (+6),W (+6)
57.0,54.0,2023-02-10,21-193,TOR,UTA,1.0,39.31666666666667,5.0,14.0,0.357,0.0,3.0,0.0,2.0,2.0,1.0,3.0,4.0,7.0,9.0,0.0,0.0,1.0,3.0,12.0,11.6,-2.0,11.0,5.0,0.4545454545454545,71,53,30,65,63,21,9,40,3,17,48,62,8,68,54,8,52,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,54.0,0.9342105263157896,0.913793103448276,0.967741935483871,0.9420289855072465,0.9545454545454546,0.84,1.0,0.9523809523809524,0.6,0.85,0.9056603773584906,0.9253731343283582,1.0,0.9577464788732394,0.9818181818181818,0.8888888888888888,0.9629629629629628,24,72.0,69.0,0.3333333333333333,0.0,18,11.0,70.0,3.888888888888889,10.8,77.0,4.277777777777778,0.127404365679706,W (+3),W (+3)
