Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Louis King,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,22-003,PHI,PHO,1.0,40.333333333333336,4.0,18.0,0.222,0.0,4.0,0.0,3.0,6.0,0.5,1.0,4.0,5.0,6.0,0.0,1.0,2.0,0.0,11.0,3.6,8.0,14.0,4.0,0.2857142857142857,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,-3.0,81.0,4.764705882352941,2.399999999999995,82.09999999999998,4.829411764705881,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+12),W (+12)
12.0,12.0,2022-11-10,22-006,PHI,ATL,1.0,33.266666666666666,5.0,17.0,0.294,2.0,6.0,0.333,3.0,4.0,0.75,1.0,3.0,4.0,5.0,0.0,0.0,1.0,2.0,15.0,8.0,-9.0,11.0,3.0,0.2727272727272727,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,2.0,57.0,3.3529411764705883,6.8,56.3,3.3117647058823527,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-9),L (-9)
13.0,13.0,2022-11-12,22-008,PHI,ATL,1.0,35.916666666666664,10.0,18.0,0.556,3.0,5.0,0.6,3.0,4.0,0.75,0.0,2.0,2.0,9.0,1.0,0.0,3.0,4.0,26.0,20.3,24.0,13.0,7.0,0.5384615384615384,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,13.0,90.0,5.294117647058823,19.099999999999994,87.19999999999999,5.129411764705882,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+12),W (+12)
14.0,14.0,2022-11-13,22-009,PHI,UTA,1.0,36.7,8.0,24.0,0.333,2.0,8.0,0.25,0.0,0.0,,0.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,18.0,9.5,15.0,16.0,6.0,0.375,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,4.0,78.0,4.588235294117647,9.499999999999998,84.90000000000002,4.994117647058824,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+7),W (+7)
15.0,15.0,2022-11-18,22-014,PHI,MIL,1.0,20.83333333333333,9.0,12.0,0.75,3.0,4.0,0.75,3.0,5.0,0.6,0.0,4.0,4.0,5.0,0.0,1.0,1.0,0.0,24.0,22.8,-4.0,8.0,6.0,0.75,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,16.0,64.0,3.764705882352941,21.6,69.29999999999998,4.076470588235293,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+8),W (+8)
16.0,,2022-11-19,22-015,PHI,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,66.0,3.882352941176471,0.0,69.1,4.064705882352941,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-3),L (-3)
17.0,,2022-11-22,22-018,PHI,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,89.0,5.235294117647059,0.0,95.7,5.629411764705883,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+9),W (+9)
18.0,,2022-11-23,22-019,PHI,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,68.0,4.0,0.0,72.60000000000001,4.270588235294119,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-6),L (-6)
19.0,,2022-11-25,22-021,PHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,84.0,4.941176470588236,0.0,96.1,5.652941176470588,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+8),W (+8)
20.0,,2022-11-27,22-023,PHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,122.0,7.176470588235294,0.0,127.7,7.511764705882353,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+30),W (+30)
21.0,,2022-11-28,22-024,PHI,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,89.0,5.235294117647059,0.0,98.9,5.81764705882353,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,,
22.0,,2022-11-30,22-026,PHI,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,41.0,2.411764705882353,0.0,51.1,3.0058823529411764,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,W (+3),W (+3)
23.0,,2022-12-02,22-028,PHI,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,91.0,5.352941176470588,0.0,88.79999999999998,5.223529411764705,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-28),L (-28)
24.0,,2022-12-05,22-031,PHI,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,80.0,4.705882352941177,0.0,83.9,4.935294117647059,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-8),L (-8)
25.0,,2022-12-09,22-035,PHI,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,58,20,59,11,47,50,1,33,37,56,49,2,54,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,0.6607142857142857,0.7532467532467533,0.5405405405405406,0.7564102564102564,0.6875,0.8103448275862069,0.7575757575757576,0.0,1.0,0.0,0.4647887323943662,0.0,0.6491228070175439,0.7466666666666667,0.7101449275362319,0.08,0.7105263157894737,0.7567567567567568,18,6,38.0,79.0,80.0,0.225,0.1578947368421052,0.0,17,,102.0,6.0,0.0,106.5,6.264705882352941,17.0,5.4,0.6,1.9,-1.2,0.1289161727349703,0.605,0.404,0.233,1.3,3.7,L (-9),L (-9)
