Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11.0,2022-11-07,30-115,PHI,PHO,1,37.9,7.0,18.0,.389,3.0,7.0,.429,4,5.0,.800,0.0,8.0,8.0,6.0,1.0,0.0,2.0,1.0,21.0,16.0,+5,11.0,4.0,0.3636363636363636,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,11.0,67.0,3.526315789473684,14.4,70.09999999999998,3.689473684210525,0.1148391193903471,W (+12),W (+12)
12.0,12.0,2022-11-10,30-118,PHI,ATL,1,33.53333333333333,5.0,15.0,.333,0.0,4.0,.000,2,2.0,1.000,0.0,2.0,2.0,3.0,5.0,0.0,1.0,1.0,12.0,9.8,-13,11.0,5.0,0.4545454545454545,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,4.0,55.0,2.894736842105264,9.000000000000002,54.1,2.847368421052632,0.1148391193903471,L (-9),L (-9)
13.0,13.0,2022-11-12,30-120,PHI,ATL,1,38.53333333333333,7.0,13.0,.538,1.0,3.0,.333,6,6.0,1.000,1.0,5.0,6.0,2.0,2.0,0.0,2.0,2.0,21.0,17.5,+5,10.0,6.0,0.6,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,10.0,93.0,4.894736842105263,15.099999999999998,91.2,4.8,0.1148391193903471,W (+12),W (+12)
14.0,14.0,2022-11-13,30-121,PHI,UTA,1,31.55,4.0,12.0,.333,0.0,3.0,.000,0,0.0,,1.0,5.0,6.0,2.0,0.0,0.0,2.0,4.0,8.0,1.2,+14,9.0,4.0,0.4444444444444444,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,2.0,80.0,4.2105263157894735,1.2000000000000006,93.2,4.905263157894737,0.1148391193903471,W (+7),W (+7)
15.0,,2022-11-18,30-126,PHI,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,,80.0,4.2105263157894735,0.0,90.9,4.78421052631579,0.1148391193903471,W (+8),W (+8)
16.0,,2022-11-19,30-127,PHI,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,,66.0,3.473684210526316,0.0,69.1,3.636842105263157,0.1148391193903471,L (-3),L (-3)
17.0,15.0,2022-11-22,30-130,PHI,BRK,1,33.75,10.0,21.0,.476,1.0,3.0,.333,3,4.0,.750,1.0,5.0,6.0,3.0,0.0,0.0,3.0,2.0,24.0,13.4,+8,18.0,9.0,0.5,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,5.0,84.0,4.421052631578948,12.199999999999998,83.5,4.394736842105263,0.1148391193903471,W (+9),W (+9)
18.0,16.0,2022-11-23,30-131,PHI,CHO,1,37.38333333333333,9.0,20.0,.450,1.0,9.0,.111,0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,19.0,6.9,-6,11.0,8.0,0.7272727272727273,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,2.0,66.0,3.473684210526316,6.900000000000002,65.7,3.4578947368421056,0.1148391193903471,L (-6),L (-6)
19.0,17.0,2022-11-25,30-133,PHI,ORL,1,34.53333333333333,10.0,21.0,.476,1.0,7.0,.143,2,2.0,1.000,0.0,10.0,10.0,5.0,1.0,0.0,2.0,2.0,23.0,17.0,+5,14.0,9.0,0.6428571428571429,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,14.0,70.0,3.684210526315789,16.2,79.89999999999999,4.205263157894737,0.1148391193903471,W (+8),W (+8)
20.0,18.0,2022-11-27,30-135,PHI,ORL,1,29.716666666666665,10.0,14.0,.714,2.0,2.0,1.000,3,3.0,1.000,0.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,25.0,25.1,+20,12.0,8.0,0.6666666666666666,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,20.0,102.0,5.368421052631579,23.90000000000001,103.8,5.463157894736842,0.1148391193903471,W (+30),W (+30)
21.0,19.0,2022-11-28,30-136,PHI,ATL,1,35.75,10.0,18.0,.556,3.0,7.0,.429,1,1.0,1.000,2.0,8.0,10.0,1.0,0.0,0.0,2.0,2.0,24.0,17.1,0,11.0,7.0,0.6363636363636364,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,14.0,75.0,3.947368421052632,16.7,82.2,4.326315789473685,0.1148391193903471,,
22.0,20.0,2022-11-30,30-138,PHI,CLE,1,23.316666666666663,0.0,7.0,.000,0.0,3.0,.000,3,3.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,-0.9,-26,4.0,0.0,0.0,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,-4.0,45.0,2.3684210526315788,-2.1,53.2,2.8000000000000003,0.1148391193903471,W (+3),W (+3)
23.0,21.0,2022-12-02,30-140,PHI,MEM,1,38.1,7.0,14.0,.500,5.0,6.0,.833,2,2.0,1.000,1.0,10.0,11.0,1.0,1.0,0.0,1.0,2.0,21.0,17.6,+1,8.0,2.0,0.25,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,17.0,74.0,3.8947368421052633,16.799999999999997,71.99999999999999,3.7894736842105257,0.1148391193903471,L (-28),L (-28)
24.0,22.0,2022-12-05,30-143,PHI,HOU,1,46.083333333333336,9.0,15.0,.600,7.0,8.0,.875,2,2.0,1.000,0.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,27.0,22.5,-7,7.0,2.0,0.2857142857142857,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,17.0,63.0,3.3157894736842106,21.700000000000003,62.19999999999999,3.273684210526316,0.1148391193903471,L (-8),L (-8)
25.0,23.0,2022-12-09,30-147,PHI,LAL,1,41.46666666666667,5.0,11.0,.455,2.0,6.0,.333,2,2.0,1.000,1.0,8.0,9.0,4.0,0.0,1.0,3.0,5.0,14.0,9.9,+15,5.0,3.0,0.6,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,12.0,90.0,4.7368421052631575,9.099999999999998,98.2,5.16842105263158,0.1148391193903471,L (-9),L (-9)
26.0,24.0,2022-12-11,30-149,PHI,CHO,1,33.18333333333333,7.0,12.0,.583,2.0,5.0,.400,1,1.0,1.000,1.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,17.0,13.9,+17,7.0,5.0,0.7142857142857143,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,11.0,111.0,5.842105263157895,13.5,111.6,5.873684210526315,0.1148391193903471,W (+11),W (+11)
27.0,25.0,2022-12-13,30-151,PHI,SAC,1,33.9,9.0,17.0,.529,2.0,7.0,.286,1,1.0,1.000,2.0,5.0,7.0,9.0,1.0,1.0,0.0,1.0,21.0,23.2,+21,10.0,7.0,0.7,49,71,35,71,14,54,60,2,1,2,45,51,70,62,2,68,56,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,60.0,0.875,0.922077922077922,0.945945945945946,0.9102564102564102,0.875,0.9310344827586208,0.9090909090909092,0.1176470588235294,1.0,1.0,0.6338028169014085,0.0,0.8947368421052632,0.9333333333333332,0.8985507246376812,0.08,0.8947368421052632,0.9333333333333332,17,7,38.0,79.0,80.0,0.2125,0.1842105263157894,0.0,19,21.0,73.0,3.842105263157895,22.800000000000004,77.10000000000001,4.057894736842106,0.1148391193903471,W (+18),W (+18)
