Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,25-106,PHI,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,78.0,4.588235294117647,0.0,84.49999999999997,4.970588235294116,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,W (+12),W (+12)
12.0,4.0,2022-11-10,25-109,PHI,ATL,0,7.95,0.0,0.0,,0.0,0.0,,4,4.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.3,+11,0.0,0.0,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,1.0,58.0,3.411764705882353,2.7,60.39999999999999,3.552941176470588,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,L (-9),L (-9)
13.0,5.0,2022-11-12,25-111,PHI,ATL,0,3.95,3.0,4.0,.750,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,4.9,-1,4.0,3.0,0.75,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,2.0,101.0,5.941176470588236,4.5,101.79999999999998,5.988235294117646,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,W (+12),W (+12)
14.0,,2022-11-13,25-112,PHI,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,82.0,4.823529411764706,0.0,94.40000000000002,5.55294117647059,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,W (+7),W (+7)
15.0,,2022-11-18,25-117,PHI,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,80.0,4.705882352941177,0.0,90.9,5.347058823529412,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,W (+8),W (+8)
16.0,,2022-11-19,25-118,PHI,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,,66.0,3.882352941176471,0.0,69.1,4.064705882352941,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,L (-3),L (-3)
17.0,6.0,2022-11-22,25-121,PHI,BRK,0,20.666666666666668,3.0,9.0,.333,2.0,4.0,.500,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,5.8,+12,5.0,1.0,0.2,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,3.0,86.0,5.0588235294117645,5.399999999999999,90.3,5.311764705882353,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,W (+9),W (+9)
18.0,7.0,2022-11-23,25-122,PHI,CHO,0,20.33333333333333,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.5,-8,2.0,1.0,0.5,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,-1.0,69.0,4.0588235294117645,0.5000000000000007,72.10000000000001,4.241176470588236,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,L (-6),L (-6)
19.0,8.0,2022-11-25,25-124,PHI,ORL,0,16.833333333333332,2.0,6.0,.333,1.0,3.0,.333,2,2.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,7.0,2.2,+1,3.0,1.0,0.3333333333333333,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,-1.0,85.0,5.0,1.4000000000000017,94.7,5.570588235294117,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,W (+8),W (+8)
20.0,9.0,2022-11-27,25-126,PHI,ORL,0,24.83333333333333,6.0,7.0,.857,3.0,3.0,1.000,2,3.0,.667,0.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,17.0,15.4,+16,4.0,3.0,0.75,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,12.0,110.0,6.470588235294118,14.6,113.1,6.652941176470588,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,W (+30),W (+30)
21.0,10.0,2022-11-28,25-127,PHI,ATL,0,18.9,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,5.0,-2,2.0,1.0,0.5,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,5.0,84.0,4.941176470588236,4.999999999999998,93.9,5.523529411764706,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,,
22.0,11.0,2022-11-30,25-129,PHI,CLE,0,13.05,1.0,4.0,.250,0.0,3.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.9,-5,1.0,1.0,1.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,-2.0,43.0,2.5294117647058822,0.1000000000000003,50.99999999999999,3.0,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,W (+3),W (+3)
23.0,12.0,2022-12-02,25-131,PHI,MEM,0,12.866666666666667,2.0,3.0,.667,1.0,1.0,1.000,1,2.0,.500,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,5.0,-11,2.0,1.0,0.5,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,3.0,88.0,5.176470588235294,4.6000000000000005,84.19999999999999,4.952941176470588,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,L (-28),L (-28)
24.0,13.0,2022-12-05,25-134,PHI,HOU,0,12.75,1.0,4.0,.250,1.0,3.0,.333,0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-0.8,-7,1.0,0.0,0.0,30,33,34,16,18,27,2,2,22,28,32,37,37,35,20,56.0,77.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5357142857142857,0.4285714285714285,0.4358974358974359,1.0,0.3103448275862069,0.4090909090909091,0.1176470588235294,0.0,1.0,0.3098591549295774,0.0,0.4912280701754385,0.4266666666666667,0.5362318840579711,0.0,0.4868421052631579,0.4729729729729729,0.3333333333333333,10,5,38.0,79.0,80.0,0.125,0.131578947368421,0.0,17,-3.0,83.0,4.882352941176471,-0.7999999999999999,84.69999999999999,4.98235294117647,9.3,0.1,-4.4,-3.3,-1.0,0.014817950889077,0.552,0.414,0.324,-0.2,-0.2,L (-8),L (-8)
