Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Trent Forrest,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Trent Forrest,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,co_inf with Cody Zeller,co_inf with Jamaree Bouyea,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,34-063,CLE,SAC,0,21.15,2.0,5.0,.400,1.0,3.0,.333,4,4.0,1.000,1.0,7.0,8.0,2.0,0.0,0.0,2.0,2.0,9.0,7.7,+2,2.0,1.0,0.5,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,8.0,73.0,2.433333333333333,6.1,84.79999999999998,2.826666666666666,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-7),L (-7)
12.0,12.0,2022-11-11,34-065,CLE,GSW,0,22.016666666666666,3.0,10.0,.300,2.0,6.0,.333,1,2.0,.500,2.0,5.0,7.0,2.0,1.0,0.0,1.0,1.0,9.0,6.7,-11,4.0,1.0,0.25,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,6.0,53.0,1.7666666666666666,6.3,74.5,2.4833333333333334,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-5),L (-5)
13.0,13.0,2022-11-13,34-067,CLE,MIN,1,29.133333333333333,3.0,11.0,.273,3.0,8.0,.375,5,5.0,1.000,2.0,3.0,5.0,4.0,0.0,0.0,1.0,3.0,14.0,10.4,+4,3.0,0.0,0.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,6.0,90.0,3.0,8.399999999999999,101.79999999999998,3.3933333333333326,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-5),L (-5)
14.0,14.0,2022-11-16,34-070,CLE,MIL,0,19.716666666666665,1.0,3.0,.333,1.0,3.0,.333,2,2.0,1.000,0.0,7.0,7.0,3.0,0.0,0.0,1.0,2.0,5.0,5.7,-4,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,9.0,56.0,1.8666666666666667,4.9,72.29999999999998,2.41,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-15),L (-15)
15.0,15.0,2022-11-18,34-072,CLE,CHO,0,24.05,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,7.0,7.0,2.0,0.0,0.0,1.0,2.0,6.0,5.7,-1,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,10.0,65.0,2.1666666666666665,5.700000000000001,68.3,2.2766666666666664,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+10),W (+10)
16.0,,2022-11-20,34-074,CLE,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,45.0,1.5,0.0,48.5,1.6166666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+26),W (+26)
17.0,16.0,2022-11-21,34-075,CLE,ATL,0,11.716666666666669,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,-1,1.0,0.0,0.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,3.0,34.0,1.1333333333333333,0.0999999999999999,43.9,1.4633333333333334,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+12),W (+12)
18.0,,2022-11-23,34-077,CLE,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,52.0,1.7333333333333334,0.0,56.19999999999999,1.8733333333333329,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+18),W (+18)
19.0,,2022-11-25,34-079,CLE,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,85.0,2.833333333333333,0.0,77.20000000000002,2.5733333333333337,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-15),L (-15)
20.0,,2022-11-27,34-081,CLE,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,62.0,2.066666666666667,0.0,67.70000000000002,2.256666666666668,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+8),W (+8)
21.0,,2022-11-28,34-082,CLE,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,67.0,2.2333333333333334,0.0,67.4,2.246666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,,
22.0,,2022-11-30,34-084,CLE,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,100.0,3.333333333333333,0.0,98.9,3.296666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-12),L (-12)
23.0,17.0,2022-12-02,34-086,CLE,ORL,0,22.566666666666663,4.0,7.0,.571,1.0,3.0,.333,2,2.0,1.000,0.0,11.0,11.0,3.0,1.0,0.0,2.0,1.0,11.0,11.7,+16,4.0,3.0,0.75,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,15.0,81.0,2.7,10.9,86.89999999999999,2.8966666666666665,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+28),W (+28)
24.0,18.0,2022-12-04,34-088,CLE,NYK,0,22.416666666666668,3.0,9.0,.333,2.0,7.0,.286,0,0.0,,0.0,7.0,7.0,0.0,0.0,0.0,4.0,2.0,8.0,0.2,-6,2.0,1.0,0.5,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,2.0,60.0,2.0,0.1999999999999993,71.19999999999999,2.373333333333333,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+11),W (+11)
25.0,19.0,2022-12-06,34-090,CLE,LAL,0,8.783333333333333,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,-0.7,-14,1.0,1.0,1.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,1.0,56.0,1.8666666666666667,-0.6999999999999997,63.2,2.106666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-11),L (-11)
26.0,,2022-12-09,34-093,CLE,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,86.0,2.8666666666666667,0.0,88.1,2.9366666666666665,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+14),W (+14)
27.0,,2022-12-10,34-094,CLE,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,72.0,2.4,0.0,87.10000000000001,2.9033333333333338,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-11),L (-11)
28.0,20.0,2022-12-12,34-096,CLE,SAS,0,13.683333333333334,2.0,6.0,.333,1.0,3.0,.333,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,7.0,4.1,-8,3.0,1.0,0.3333333333333333,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,2.0,48.0,1.6,3.3000000000000007,49.7,1.6566666666666667,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,W (+8),W (+8)
29.0,21.0,2022-12-14,34-098,CLE,DAL,0,16.033333333333335,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,1.0,8.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,-2,2.0,0.0,0.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,7.0,69.0,2.3,0.9000000000000001,73.8,2.46,13.1,2.6,0.6,0.2,0.4,0.018046117856745,0.548,0.698,0.215,0.8,0.6,L (-1),L (-1)
