Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Danilo Gallinari,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Olivier Sarr,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Danilo Gallinari,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Olivier Sarr,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,,2022/12/17,28-253,PHO,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,,69.0,2.555555555555556,0.0,75.9,2.811111111111112,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,W (+16),W (+16)
31.0,15.0,2022/12/19,28-255,PHO,LAL,0,4.716666666666667,2.0,4.0,0.5,0.0,0.0,,1,1.0,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,3.2,2,4.0,2.0,0.5,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,2.0,42.0,1.5555555555555556,2.8,68.9,2.5518518518518523,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,W (+4),W (+4)
32.0,,2022/12/20,28-256,PHO,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,,52.0,1.9259259259259256,0.0,63.60000000000001,2.355555555555556,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,W (+26),W (+26)
33.0,16.0,2022/12/23,28-259,PHO,MEM,0,3.8333333333333335,0.0,1.0,0,0.0,1.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.1,-11,0.0,0.0,,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,-2.0,66.0,2.4444444444444446,-2.1,77.70000000000002,2.877777777777778,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-3),L (-3)
34.0,,2022/12/25,28-261,PHO,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,,78.0,2.888888888888889,0.0,89.6,3.3185185185185184,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-25),L (-25)
35.0,17.0,2022/12/27,28-263,PHO,MEM,0,3.1666666666666665,1.0,1.0,1,1.0,1.0,1,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3,-4,0.0,0.0,,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,3.0,47.0,1.7407407407407407,3.0,66.99999999999999,2.481481481481481,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-3),L (-3)
36.0,18.0,2022/12/28,28-264,PHO,WAS,0,2.75,0.0,1.0,0,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-6,1.0,0.0,0.0,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,-1.0,49.0,1.8148148148148149,-0.7,57.6,2.1333333333333333,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,W (+17),W (+17)
37.0,19.0,2022/12/30,28-266,PHO,TOR,0,20.0,2.0,7.0,0.286,1.0,3.0,0.333,4,4.0,1,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,9.0,5.6,10,4.0,1.0,0.25,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,1.0,111.0,4.111111111111111,4.0,131.7,4.877777777777777,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-25),L (-25)
38.0,20.0,2023/1/2,28-269,PHO,NYK,0,8.766666666666667,0.0,2.0,0,0.0,2.0,0,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1,-12,0.0,0.0,,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,-1.0,46.0,1.7037037037037035,-1.1,67.80000000000001,2.5111111111111115,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-9),L (-9)
39.0,21.0,2023/1/4,28-271,PHO,CLE,1,18.566666666666663,4.0,7.0,0.571,2.0,3.0,0.667,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,10.0,6.8,-2,4.0,2.0,0.5,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,7.0,82.0,3.037037037037037,6.799999999999998,92.49999999999996,3.4259259259259243,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-19),L (-19)
40.0,,2023/1/6,28-273,PHO,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,,78.0,2.888888888888889,0.0,87.6,3.244444444444444,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-2),L (-2)
41.0,22.0,2023/1/8,28-275,PHO,CLE,1,26.08333333333333,1.0,3.0,0.333,1.0,2.0,0.5,0,0.0,,0.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,3.1,-5,1.0,0.0,0.0,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,6.0,52.0,1.9259259259259256,3.1000000000000005,66.5,2.462962962962963,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-8),L (-8)
42.0,23.0,2023/1/10,28-277,PHO,GSW,1,30.35,7.0,11.0,0.636,3.0,5.0,0.6,2,2.0,1,3.0,6.0,9.0,7.0,1.0,0.0,6.0,5.0,19.0,15.9,8,6.0,4.0,0.666666667,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,17.0,90.0,3.333333333333333,15.099999999999998,91.4,3.3851851851851853,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,,
43.0,24.0,2023/1/11,28-278,PHO,DEN,1,25.75,5.0,10.0,0.5,1.0,4.0,0.25,0,0.0,,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,11.0,9.9,-31,6.0,4.0,0.666666667,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,8.0,78.0,2.888888888888889,9.899999999999997,87.19999999999999,3.2296296296296294,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-14),L (-14)
44.0,25.0,2023/1/13,28-280,PHO,MIN,1,18.05,2.0,4.0,0.5,0.0,0.0,,1,1.0,1,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,4.6,-18,4.0,2.0,0.5,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,4.0,62.0,2.2962962962962963,4.199999999999998,77.59999999999998,2.8740740740740733,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,W (+12),W (+12)
45.0,26.0,2023/1/16,28-283,PHO,MEM,1,23.4,4.0,9.0,0.444,2.0,5.0,0.4,2,2.0,1,2.0,5.0,7.0,5.0,0.0,0.0,3.0,3.0,12.0,9.5,-17,4.0,2.0,0.5,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,10.0,102.0,3.7777777777777777,8.7,111.1,4.114814814814815,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-29),L (-29)
46.0,27.0,2023/1/19,28-286,PHO,BRK,1,8.3,2.0,3.0,0.667,1.0,1.0,1,2,4.0,0.5,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,7.0,5.3,9,2.0,1.0,0.5,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,4.0,63.0,2.333333333333333,4.500000000000001,78.80000000000001,2.918518518518519,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-5),L (-5)
47.0,28.0,2023/1/21,28-288,PHO,IND,1,8.166666666666666,0.0,1.0,0,0.0,1.0,0,1,2.0,0.5,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.6,-7,0.0,0.0,,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,3.0,57.0,2.111111111111111,2.2,65.2,2.414814814814815,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,L (-30),L (-30)
48.0,29.0,2023/1/22,28-289,PHO,MEM,0,20.8,4.0,5.0,0.8,0.0,1.0,0,6,7.0,0.857,1.0,7.0,8.0,4.0,3.0,0.0,3.0,5.0,14.0,15.3,2,4.0,4.0,1.0,28,12,14,24,37,31,14,18,26,33,30,17,37,34,61.0,42.0,48.0,59.0,74.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.4590163934426229,0.2857142857142857,0.2916666666666667,0.4067796610169492,0.5,0.4626865671641791,0.2641509433962264,0.5806451612903226,0.4333333333333333,0.0,0.4782608695652174,0.4166666666666667,0.425,0.4457831325301205,0.430379746835443,18,1,17,15,17,10,17,2,15,17,15,10,10,70.0,34.0,,,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,9.0,39.0,68.0,67.0,0.2571428571428571,0.0294117647058823,,,0.2328767123287671,0.2,0.0,0.3469387755102041,0.2325581395348837,0.2236842105263158,0.0377358490566037,0.3658536585365853,0.2297297297297297,0.0,0.3846153846153846,0.1470588235294117,0.1492537313432835,27,14.0,83.0,3.074074074074074,12.900000000000002,100.3,3.714814814814815,13.5,1.7,-1.4,-1.5,0.1,0.0230711449726365,0.583,0.415,0.274,0.1,0.7,W (+5),W (+5)
