Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-09,24-120,OKC,MIL,1.0,46.083333333333336,13.0,25.0,0.52,2.0,5.0,0.4,11.0,13.0,0.846,1.0,3.0,4.0,4.0,0.0,2.0,4.0,5.0,39.0,25.7,3.0,20.0,11.0,0.55,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,7.0,80.0,4.705882352941177,21.3,78.8,4.635294117647058,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,L (-4),L (-4)
12.0,11.0,2022-11-11,24-122,OKC,TOR,1.0,28.05,8.0,14.0,0.571,1.0,2.0,0.5,3.0,4.0,0.75,0.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,20.0,16.6,13.0,12.0,7.0,0.5833333333333334,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,10.0,71.0,4.176470588235294,15.399999999999997,74.00000000000001,4.352941176470589,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,W (+19),W (+19)
13.0,12.0,2022-11-13,24-124,OKC,NYK,1.0,36.2,13.0,22.0,0.591,2.0,3.0,0.667,9.0,10.0,0.9,0.0,5.0,5.0,8.0,3.0,2.0,6.0,2.0,37.0,31.1,4.0,19.0,11.0,0.5789473684210527,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,17.0,77.0,4.529411764705882,27.500000000000007,81.29999999999997,4.782352941176469,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,W (+10),W (+10)
14.0,13.0,2022-11-14,24-125,OKC,BOS,1.0,35.983333333333334,13.0,26.0,0.5,2.0,4.0,0.5,9.0,9.0,1.0,1.0,3.0,4.0,8.0,2.0,1.0,4.0,2.0,37.0,29.1,-3.0,22.0,11.0,0.5,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,13.0,54.0,3.176470588235294,25.500000000000004,53.10000000000001,3.1235294117647063,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,L (-4),L (-4)
15.0,14.0,2022-11-16,24-127,OKC,WAS,1.0,34.81666666666667,14.0,22.0,0.636,2.0,3.0,0.667,12.0,17.0,0.706,2.0,4.0,6.0,7.0,0.0,1.0,2.0,1.0,42.0,36.0,9.0,19.0,12.0,0.631578947368421,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,15.0,60.0,3.5294117647058822,31.20000000000001,60.2,3.541176470588236,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,W (+1),W (+1)
16.0,15.0,2022-11-18,24-129,OKC,MEM,1.0,33.86666666666667,6.0,18.0,0.333,2.0,4.0,0.5,1.0,1.0,1.0,1.0,5.0,6.0,6.0,0.0,1.0,2.0,4.0,15.0,8.3,-13.0,14.0,4.0,0.2857142857142857,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,7.0,74.0,4.352941176470588,7.899999999999997,75.49999999999999,4.441176470588235,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,L (-11),L (-11)
17.0,16.0,2022-11-21,24-132,OKC,NYK,1.0,34.6,9.0,22.0,0.409,0.0,2.0,0.0,12.0,13.0,0.923,1.0,4.0,5.0,7.0,1.0,1.0,3.0,3.0,30.0,22.1,-7.0,20.0,9.0,0.45,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,6.0,49.0,2.8823529411764706,17.30000000000001,58.1,3.4176470588235297,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,L (-10),L (-10)
18.0,17.0,2022-11-23,24-134,OKC,DEN,1.0,42.516666666666666,8.0,20.0,0.4,1.0,4.0,0.25,14.0,14.0,1.0,1.0,6.0,7.0,11.0,2.0,1.0,1.0,3.0,31.0,30.9,2.0,16.0,7.0,0.4375,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,17.0,51.0,3.0,25.300000000000008,63.4,3.7294117647058815,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,L (-5),L (-5)
19.0,18.0,2022-11-25,24-136,OKC,CHI,1.0,40.38333333333333,8.0,21.0,0.381,0.0,3.0,0.0,14.0,15.0,0.933,1.0,7.0,8.0,7.0,0.0,1.0,1.0,2.0,30.0,24.7,9.0,18.0,8.0,0.4444444444444444,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,9.0,50.0,2.9411764705882355,19.10000000000001,53.89999999999999,3.170588235294117,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,W (+4),W (+4)
20.0,19.0,2022-11-26,24-137,OKC,HOU,1.0,27.516666666666666,12.0,21.0,0.571,1.0,3.0,0.333,7.0,7.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0,32.0,24.1,-9.0,18.0,11.0,0.6111111111111112,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,9.0,45.0,2.647058823529412,21.300000000000004,47.900000000000006,2.8176470588235296,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,L (-13),L (-13)
21.0,20.0,2022-11-28,24-139,OKC,NOP,1.0,35.63333333333333,7.0,21.0,0.333,1.0,6.0,0.167,16.0,18.0,0.889,3.0,3.0,6.0,4.0,2.0,0.0,7.0,4.0,31.0,17.5,-9.0,15.0,6.0,0.4,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,-3.0,48.0,2.823529411764706,11.099999999999994,48.69999999999998,2.86470588235294,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,,
22.0,,2022-11-30,24-141,OKC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,,74.0,4.352941176470588,0.0,86.89999999999999,5.1117647058823525,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,L (-4),L (-4)
23.0,21.0,2022-12-03,24-144,OKC,MIN,1.0,34.61666666666667,10.0,17.0,0.588,1.0,2.0,0.5,12.0,12.0,1.0,0.0,1.0,1.0,6.0,3.0,1.0,4.0,0.0,33.0,29.3,-6.0,15.0,9.0,0.6,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,11.0,68.0,4.0,24.500000000000004,83.0,4.882352941176471,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,W (+8),W (+8)
24.0,22.0,2022-12-05,24-146,OKC,ATL,1.0,34.78333333333333,10.0,22.0,0.455,0.0,3.0,0.0,15.0,15.0,1.0,0.0,6.0,6.0,5.0,2.0,0.0,6.0,4.0,35.0,23.3,12.0,19.0,10.0,0.5263157894736842,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,5.0,63.0,3.7058823529411766,17.299999999999997,64.09999999999998,3.7705882352941167,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,W (+7),W (+7)
25.0,23.0,2022-12-07,24-148,OKC,MEM,1.0,33.78333333333333,4.0,14.0,0.286,1.0,4.0,0.25,17.0,19.0,0.895,0.0,3.0,3.0,7.0,0.0,1.0,5.0,0.0,26.0,18.5,-12.0,10.0,3.0,0.3,56,29,33,21,60,64,37,33,64,46,33,61,40,31,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,67.0,0.8,0.8529411764705882,,0.7674418604651163,0.525,0.821917808219178,0.8533333333333334,0.0,0.7551020408163265,0.7674418604651163,0.8421052631578947,0.8679245283018868,0.8048780487804879,0.8243243243243243,0.6349206349206349,0.7948717948717948,0.8059701492537313,10,7,,57.0,9.0,,0.175438596491228,0.7777777777777778,17,-1.0,44.0,2.588235294117647,11.700000000000005,41.69999999999999,2.4529411764705875,27.2,11.4,7.3,5.7,1.5,0.2216339665732378,0.626,0.122,0.535,5.6,8.4,W (+7),W (+7)
