Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,18.0,2022-11-28,21-298,OKC,NOP,0,22.816666666666663,4.0,10.0,.400,1.0,7.0,.143,0,0.0,,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,9.0,6.2,+6,3.0,3.0,1.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,3.0,42.0,2.4705882352941178,6.199999999999998,53.59999999999998,3.1529411764705872,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,,
22.0,19.0,2022-11-30,21-300,OKC,SAS,0,26.516666666666666,7.0,13.0,.538,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,3.0,4.0,16.0,8.7,+4,8.0,5.0,0.625,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,6.0,68.0,4.0,8.7,78.19999999999999,4.6,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-4),L (-4)
23.0,20.0,2022-12-03,21-303,OKC,MIN,0,17.3,2.0,9.0,.222,1.0,3.0,.333,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,0.4,+8,6.0,1.0,0.1666666666666666,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,-2.0,81.0,4.764705882352941,2.220446049250313e-16,107.5,6.323529411764706,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+8),W (+8)
24.0,21.0,2022-12-05,21-305,OKC,ATL,0,16.016666666666666,2.0,6.0,.333,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.9,+6,3.0,2.0,0.6666666666666666,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,2.0,66.0,3.882352941176471,2.900000000000001,78.49999999999999,4.617647058823529,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+7),W (+7)
25.0,22.0,2022-12-07,21-307,OKC,MEM,0,23.716666666666665,4.0,9.0,.444,3.0,6.0,.500,1,2.0,.500,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,12.0,7.5,-22,3.0,1.0,0.3333333333333333,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,3.0,40.0,2.3529411764705883,7.1,46.3,2.723529411764705,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+7),W (+7)
26.0,23.0,2022-12-10,21-310,OKC,CLE,0,8.316666666666666,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.7,-1,1.0,1.0,1.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,1.0,63.0,3.7058823529411766,1.7000000000000002,72.59999999999998,4.270588235294117,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-21),L (-21)
27.0,24.0,2022-12-12,21-312,OKC,DAL,0,10.45,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,2.9,-13,3.0,1.0,0.3333333333333333,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,2.0,54.0,3.176470588235294,2.9,69.59999999999998,4.094117647058822,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-8),L (-8)
28.0,25.0,2022-12-14,21-314,OKC,MIA,0,5.233333333333333,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-18,1.0,1.0,1.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,0.0,60.0,3.5294117647058822,1.0,69.4,4.082352941176471,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-7),L (-7)
29.0,26.0,2022-12-16,21-316,OKC,MIN,0,7.733333333333333,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.6,0,1.0,0.0,0.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,2.0,45.0,2.647058823529412,0.6,55.09999999999998,3.241176470588234,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-2),L (-2)
30.0,27.0,2022-12-17,21-317,OKC,MEM,0,18.4,4.0,10.0,.400,2.0,6.0,.333,1,1.0,1.000,1.0,5.0,6.0,1.0,1.0,0.0,1.0,0.0,11.0,8.5,+13,4.0,2.0,0.5,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,7.0,62.0,3.647058823529412,8.1,67.70000000000002,3.982352941176472,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-2),L (-2)
31.0,,2022-12-19,21-319,OKC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,,44.0,2.588235294117647,0.0,71.7,4.2176470588235295,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+6),W (+6)
32.0,,2022-12-21,21-321,OKC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,,52.0,3.0588235294117645,0.0,67.4,3.964705882352941,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+2),W (+2)
33.0,28.0,2022-12-23,21-323,OKC,NOP,0,14.033333333333331,3.0,8.0,.375,3.0,5.0,.600,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,2.5,+5,3.0,0.0,0.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,0.0,64.0,3.764705882352941,2.499999999999999,76.70000000000002,4.511764705882354,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+3),W (+3)
34.0,29.0,2022-12-27,21-327,OKC,SAS,0,28.183333333333334,5.0,11.0,.455,3.0,6.0,.500,4,4.0,1.000,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,17.0,12.9,+13,5.0,2.0,0.4,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,6.0,72.0,4.235294117647059,11.3,78.3,4.605882352941176,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-3),L (-3)
35.0,30.0,2022-12-29,21-329,OKC,CHO,0,22.883333333333333,8.0,19.0,.421,1.0,9.0,.111,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,17.0,9.2,+4,10.0,7.0,0.7,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,3.0,47.0,2.764705882352941,9.199999999999998,60.79999999999999,3.5764705882352934,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+16),W (+16)
36.0,31.0,2022-12-31,21-331,OKC,PHI,0,24.6,1.0,9.0,.111,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,-3.0,-2,5.0,0.0,0.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,-3.0,51.0,3.0,-3.0,59.89999999999999,3.5235294117647054,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-8),L (-8)
37.0,32.0,2023-01-03,21-334,OKC,BOS,0,32.266666666666666,8.0,11.0,.727,5.0,8.0,.625,0,1.0,.000,0.0,6.0,6.0,3.0,3.0,2.0,3.0,2.0,21.0,20.6,+31,3.0,3.0,1.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,20.0,92.0,5.411764705882353,20.6,114.0,6.705882352941177,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-19),L (-19)
38.0,33.0,2023-01-04,21-335,OKC,ORL,0,20.766666666666666,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,1.5,0,3.0,1.0,0.3333333333333333,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,3.0,42.0,2.4705882352941178,1.4999999999999998,65.20000000000002,3.83529411764706,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+33),W (+33)
39.0,34.0,2023-01-06,21-337,OKC,WAS,0,23.683333333333334,3.0,11.0,.273,2.0,8.0,.250,0,0.0,,1.0,3.0,4.0,4.0,0.0,1.0,1.0,0.0,8.0,5.6,-6,3.0,1.0,0.3333333333333333,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,5.0,84.0,4.941176470588236,5.599999999999998,93.69999999999996,5.51176470588235,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-11),L (-11)
40.0,35.0,2023-01-08,21-339,OKC,DAL,0,14.233333333333333,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,6.0,5.7,+15,3.0,3.0,1.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,6.0,72.0,4.235294117647059,5.700000000000001,81.89999999999999,4.817647058823529,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+17),W (+17)
41.0,36.0,2023-01-10,21-341,OKC,MIA,0,7.833333333333333,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,1.9,-3,2.0,2.0,1.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,1.0,57.0,3.3529411764705883,1.9000000000000004,67.69999999999999,3.9823529411764698,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+11),W (+11)
42.0,37.0,2023-01-12,21-343,OKC,PHI,0,18.216666666666665,5.0,9.0,.556,2.0,5.0,.400,2,2.0,1.000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,10.3,+19,4.0,3.0,0.75,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,5.0,102.0,6.0,9.499999999999996,114.5,6.735294117647059,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,,
43.0,38.0,2023-01-13,21-344,OKC,CHI,0,15.566666666666666,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,-0.2,-7,1.0,0.0,0.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,0.0,86.0,5.0588235294117645,-0.1999999999999999,97.29999999999998,5.723529411764705,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,L (-1),L (-1)
44.0,39.0,2023-01-15,21-346,OKC,BRK,0,7.433333333333334,0.0,3.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.2,+2,3.0,0.0,0.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,0.0,66.0,3.882352941176471,-1.1999999999999995,82.99999999999999,4.88235294117647,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+19),W (+19)
45.0,40.0,2023-01-18,21-349,OKC,IND,0,16.666666666666668,1.0,4.0,.250,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,1.9,-22,3.0,0.0,0.0,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,3.0,109.0,6.411764705882353,1.9,117.9,6.935294117647059,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+14),W (+14)
46.0,41.0,2023-01-20,21-351,OKC,SAC,0,7.216666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.1,+1,2.0,1.0,0.5,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,0.0,67.0,3.941176470588236,-0.1000000000000002,83.4,4.905882352941177,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+10),W (+10)
47.0,42.0,2023-01-22,21-353,OKC,DEN,0,12.716666666666669,3.0,6.0,.500,0.0,2.0,.000,1,2.0,.500,0.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,7.0,2.6,0,4.0,3.0,0.75,55,28,36,21,60,61,36,38,62,47,27,59,39,30,54,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,0.7857142857142857,0.8235294117647058,,0.8372093023255814,0.525,0.821917808219178,0.8133333333333334,0.0,0.7346938775510204,0.8837209302325582,0.8157894736842105,0.8867924528301887,0.6585365853658537,0.7972972972972973,0.6190476190476191,0.7692307692307693,0.7941176470588235,10,8,,57.0,9.0,,0.175438596491228,0.8888888888888888,17,2.0,58.0,3.411764705882353,2.2,65.2,3.835294117647059,10.0,0.5,-3.9,-3.0,-1.0,0.0536696771514585,0.492,0.513,0.11,-0.6,-0.6,W (+20),W (+20)
