Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,,2022-12-05,25-171,LAC,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,97.0,5.105263157894737,0.0,106.9,5.626315789473685,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-27),L (-27)
26.0,22.0,2022-12-07,25-173,LAC,ORL,0,19.216666666666665,1.0,3.0,.333,0.0,1.0,.000,1,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.8,-25,2.0,1.0,0.5,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,3.0,89.0,4.684210526315789,2.4000000000000004,97.7,5.142105263157895,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+2),W (+2)
27.0,,2022-12-08,25-174,LAC,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,95.0,5.0,0.0,99.5,5.2368421052631575,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-5),L (-5)
28.0,,2022-12-10,25-176,LAC,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,96.0,5.052631578947368,0.0,104.1,5.478947368421053,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-5),L (-5)
29.0,23.0,2022-12-12,25-178,LAC,BOS,0,3.616666666666666,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4,-1,1.0,0.0,0.0,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,-1.0,80.0,4.2105263157894735,-0.3999999999999999,87.00000000000001,4.578947368421053,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+7),W (+7)
30.0,24.0,2022-12-14,25-180,LAC,MIN,0,2.8,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-5,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,-1.0,54.0,2.8421052631578947,-1.0,62.6,3.294736842105263,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+20),W (+20)
31.0,25.0,2022-12-15,25-181,LAC,PHO,1,38.016666666666666,4.0,9.0,.444,3.0,4.0,.750,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,11.0,5.1,-11,5.0,1.0,0.2,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,3.0,56.0,2.9473684210526314,5.1,65.4,3.4421052631578952,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+11),W (+11)
32.0,26.0,2022-12-17,25-183,LAC,WAS,0,20.28333333333333,3.0,6.0,.500,2.0,2.0,1.000,2,2.0,1.000,2.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,10.0,8.6,+3,4.0,1.0,0.25,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,7.0,52.0,2.736842105263158,7.799999999999999,65.89999999999999,3.4684210526315784,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-16),L (-16)
33.0,27.0,2022-12-21,25-187,LAC,CHO,0,3.35,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-3,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,1.0,97.0,5.105263157894737,0.7,104.6,5.505263157894737,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+9),W (+9)
34.0,,2022-12-23,25-189,LAC,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,118.0,6.2105263157894735,0.0,130.6,6.873684210526315,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+21),W (+21)
35.0,28.0,2022-12-26,25-192,LAC,DET,0,3.1333333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.7,+12,1.0,1.0,1.0,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,3.0,84.0,4.421052631578948,2.7,98.30000000000004,5.173684210526318,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-5),L (-5)
36.0,29.0,2022-12-27,25-193,LAC,TOR,0,0.6333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,0.0,110.0,5.789473684210527,0.0,128.4,6.757894736842106,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+11),W (+11)
37.0,,2022-12-29,25-195,LAC,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,98.0,5.157894736842105,0.0,112.70000000000002,5.931578947368422,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+11),W (+11)
38.0,,2022-12-31,25-197,LAC,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,99.0,5.2105263157894735,0.0,128.49999999999997,6.763157894736841,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-6),L (-6)
39.0,,2023-01-02,25-199,LAC,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,82.0,4.315789473684211,0.0,88.19999999999999,4.642105263157895,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-1),L (-1)
40.0,30.0,2023-01-05,25-202,LAC,DEN,0,19.6,2.0,7.0,.286,0.0,2.0,.000,2,2.0,1.000,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,6.0,4.6,-4,5.0,2.0,0.4,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,2.0,86.0,4.526315789473684,3.8,104.4,5.494736842105263,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-10),L (-10)
41.0,31.0,2023-01-06,25-203,LAC,MIN,0,19.15,1.0,5.0,.200,0.0,0.0,,0,0.0,,1.0,2.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,1.2,+15,5.0,1.0,0.2,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,3.0,72.0,3.789473684210526,1.2000000000000002,108.4,5.705263157894737,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-31),L (-31)
42.0,,2023-01-08,25-205,LAC,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,86.0,4.526315789473684,0.0,116.6,6.136842105263158,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,,
43.0,32.0,2023-01-10,25-207,LAC,DAL,0,0.9333333333333332,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,0.0,123.0,6.473684210526316,0.0,140.60000000000002,7.400000000000001,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-13),L (-13)
44.0,,2023-01-13,25-210,LAC,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,73.0,3.842105263157895,0.0,99.7,5.247368421052632,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-4),L (-4)
45.0,33.0,2023-01-15,25-212,LAC,HOU,1,18.433333333333334,2.0,6.0,.333,0.0,2.0,.000,1,2.0,.500,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,2.9,+1,4.0,2.0,0.5,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,0.0,103.0,5.421052631578948,2.5000000000000004,130.1,6.847368421052631,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+12),W (+12)
46.0,34.0,2023-01-17,25-214,LAC,PHI,0,3.2666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+7,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,0.0,77.0,4.052631578947368,0.0,109.8,5.778947368421052,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-12),L (-12)
47.0,35.0,2023-01-18,25-215,LAC,UTA,0,24.7,3.0,7.0,.429,1.0,3.0,.333,1,1.0,1.000,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,6.5,-17,4.0,2.0,0.5,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,6.0,79.0,4.157894736842105,6.099999999999998,90.4,4.757894736842106,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+21),W (+21)
48.0,,2023-01-20,25-217,LAC,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,102.0,5.368421052631579,0.0,136.6,7.189473684210526,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-10),L (-10)
49.0,,2023-01-22,25-219,LAC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,,76.0,4.0,0.0,98.40000000000002,5.178947368421054,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,L (-23),L (-23)
50.0,36.0,2023-01-24,25-221,LAC,LAL,0,2.9166666666666665,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+3,0.0,0.0,,20,45,14,24,25,22,39,28,19,47,37,30,34,33,50,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9090909090909092,0.5921052631578947,1.0,0.7058823529411765,0.4807692307692308,0.3728813559322034,0.6,0.7777777777777778,0.8636363636363636,0.6025641025641025,0.6166666666666667,0.5357142857142857,0.5,0.6875,0.6172839506172839,0.0,11,6,10,10,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1071428571428571,0.144927536231884,0.0,0.136986301369863,19,0.0,128.0,6.7368421052631575,0.0,147.5,7.763157894736842,7.0,0.4,-5.0,-4.3,-0.7,0.0184668241357096,0.498,0.276,0.434,-0.5,0.1,W (+5),W (+5)
