Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11.0,2022-11-07,25-234,LAC,CLE,1.0,33.03333333333333,2.0,7.0,0.286,0.0,0.0,,6.0,8.0,0.75,4.0,5.0,9.0,0.0,1.0,1.0,0.0,1.0,10.0,10.7,-15.0,7.0,2.0,0.2857142857142857,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,6.0,78.0,4.105263157894737,8.300000000000002,103.3,5.436842105263158,0.0878247799012239,W (+2),W (+2)
12.0,12.0,2022-11-09,25-236,LAC,LAL,1.0,36.21666666666667,4.0,4.0,1.0,0.0,0.0,,2.0,5.0,0.4,2.0,6.0,8.0,2.0,1.0,2.0,2.0,3.0,10.0,11.4,-8.0,4.0,4.0,1.0,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,12.0,72.0,3.789473684210526,10.599999999999998,81.60000000000001,4.294736842105263,0.0878247799012239,W (+13),W (+13)
13.0,13.0,2022-11-12,25-239,LAC,BRK,1.0,27.7,6.0,8.0,0.75,0.0,0.0,,4.0,6.0,0.667,5.0,10.0,15.0,0.0,0.0,0.0,5.0,4.0,16.0,11.9,-5.0,8.0,6.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,12.0,57.0,3.0,10.3,62.29999999999998,3.278947368421052,0.0878247799012239,L (-15),L (-15)
14.0,14.0,2022-11-14,25-241,LAC,HOU,1.0,26.433333333333334,3.0,5.0,0.6,0.0,0.0,,3.0,3.0,1.0,3.0,4.0,7.0,1.0,0.0,1.0,2.0,2.0,9.0,8.6,8.0,5.0,3.0,0.6,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,71.0,3.736842105263158,7.399999999999995,82.99999999999999,4.368421052631578,0.0878247799012239,W (+16),W (+16)
15.0,15.0,2022-11-15,25-242,LAC,DAL,1.0,32.63333333333333,0.0,2.0,0.0,0.0,0.0,,3.0,4.0,0.75,2.0,5.0,7.0,4.0,0.0,2.0,1.0,5.0,3.0,5.3,-9.0,2.0,0.0,0.0,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,9.0,76.0,4.0,4.1,88.5,4.657894736842105,0.0878247799012239,L (-2),L (-2)
16.0,16.0,2022-11-17,25-244,LAC,DET,1.0,39.53333333333333,3.0,8.0,0.375,0.0,0.0,,3.0,4.0,0.75,5.0,13.0,18.0,1.0,0.0,0.0,5.0,5.0,9.0,5.3,15.0,8.0,3.0,0.375,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,11.0,59.0,3.1052631578947367,4.099999999999998,91.2,4.8,0.0878247799012239,W (+5),W (+5)
17.0,17.0,2022-11-19,25-246,LAC,SAS,1.0,23.98333333333333,0.0,1.0,0.0,0.0,0.0,,3.0,6.0,0.5,3.0,8.0,11.0,1.0,0.0,1.0,1.0,4.0,3.0,4.4,10.0,1.0,0.0,0.0,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,51.0,2.6842105263157894,3.2,70.1,3.689473684210526,0.0878247799012239,W (+22),W (+22)
18.0,18.0,2022-11-21,25-248,LAC,UTA,1.0,35.233333333333334,6.0,8.0,0.75,0.0,0.0,,2.0,3.0,0.667,6.0,8.0,14.0,2.0,0.0,2.0,3.0,4.0,14.0,15.2,-3.0,8.0,6.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,18.0,43.0,2.263157894736842,14.399999999999997,56.8,2.9894736842105263,0.0878247799012239,W (+7),W (+7)
19.0,19.0,2022-11-23,25-250,LAC,GSW,1.0,25.95,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,8.0,8.1,-8.0,5.0,4.0,0.8,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,71.0,3.736842105263158,8.099999999999998,86.4,4.547368421052632,0.0878247799012239,L (-17),L (-17)
20.0,20.0,2022-11-25,25-252,LAC,DEN,1.0,29.35,2.0,6.0,0.333,0.0,0.0,,2.0,2.0,1.0,2.0,7.0,9.0,0.0,0.0,0.0,1.0,2.0,6.0,4.3,-22.0,6.0,2.0,0.3333333333333333,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,6.0,47.0,2.473684210526316,3.5,59.09999999999998,3.1105263157894725,0.0878247799012239,L (-10),L (-10)
21.0,21.0,2022-11-27,25-254,LAC,IND,1.0,35.666666666666664,14.0,17.0,0.824,0.0,0.0,,3.0,3.0,1.0,12.0,17.0,29.0,3.0,0.0,3.0,5.0,6.0,31.0,35.0,13.0,17.0,14.0,0.8235294117647058,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,41.0,51.0,2.6842105263157894,33.800000000000004,53.6,2.821052631578948,0.0878247799012239,,
22.0,22.0,2022-11-29,25-256,LAC,POR,1.0,27.85,5.0,8.0,0.625,0.0,0.0,,2.0,2.0,1.0,5.0,8.0,13.0,0.0,2.0,1.0,2.0,1.0,12.0,14.6,-21.0,8.0,5.0,0.625,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,16.0,72.0,3.789473684210526,13.8,92.0,4.842105263157895,0.0878247799012239,W (+14),W (+14)
23.0,23.0,2022-11-30,25-257,LAC,UTA,1.0,30.416666666666668,5.0,7.0,0.714,0.0,0.0,,2.0,2.0,1.0,2.0,5.0,7.0,0.0,0.0,1.0,2.0,3.0,12.0,9.5,-18.0,7.0,5.0,0.7142857142857143,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,9.0,45.0,2.3684210526315788,8.7,60.399999999999984,3.178947368421052,0.0878247799012239,W (+6),W (+6)
24.0,24.0,2022-12-03,25-260,LAC,SAC,1.0,27.08333333333333,5.0,6.0,0.833,0.0,0.0,,3.0,4.0,0.75,5.0,10.0,15.0,1.0,1.0,0.0,1.0,4.0,13.0,16.0,-11.0,6.0,5.0,0.8333333333333334,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,19.0,64.0,3.3684210526315788,14.8,73.69999999999999,3.878947368421052,0.0878247799012239,L (-13),L (-13)
25.0,25.0,2022-12-05,25-262,LAC,CHO,1.0,29.216666666666665,3.0,4.0,0.75,0.0,0.0,,3.0,5.0,0.6,4.0,4.0,8.0,0.0,0.0,2.0,2.0,2.0,9.0,9.2,-19.0,4.0,3.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,89.0,4.684210526315789,8.0,98.9,5.205263157894737,0.0878247799012239,L (-27),L (-27)
26.0,26.0,2022-12-07,25-264,LAC,ORL,1.0,37.13333333333333,6.0,9.0,0.667,0.0,0.0,,4.0,8.0,0.5,3.0,10.0,13.0,1.0,0.0,2.0,2.0,6.0,16.0,13.3,2.0,9.0,6.0,0.6666666666666666,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,13.0,79.0,4.157894736842105,11.699999999999998,88.4,4.652631578947369,0.0878247799012239,W (+2),W (+2)
