Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-06,23-050,UTA,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,63.0,3.15,0.0,72.69999999999999,3.6349999999999993,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,W (+8),W (+8)
12.0,4.0,2022-11-07,23-051,UTA,LAL,0,4.283333333333333,2.0,2.0,1.000,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,6.5,+2,2.0,2.0,1.0,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,7.0,82.0,4.1,6.5,100.29999999999998,5.014999999999999,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,W (+23),W (+23)
13.0,,2022-11-09,23-053,UTA,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,46.0,2.3,0.0,62.19999999999998,3.109999999999999,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,W (+6),W (+6)
14.0,5.0,2022-11-12,23-056,UTA,WAS,0,2.466666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,+3,1.0,1.0,1.0,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,1.0,51.0,2.55,0.9999999999999998,65.39999999999998,3.2699999999999987,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,L (-9),L (-9)
15.0,,2022-11-13,23-057,UTA,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,33.0,1.65,0.0,48.1,2.405,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,L (-7),L (-7)
16.0,,2022-11-15,23-059,UTA,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,56.0,2.8,0.0,68.69999999999999,3.435,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,L (-7),L (-7)
17.0,,2022-11-18,23-062,UTA,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,59.0,2.95,0.0,69.2,3.46,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,W (+1),W (+1)
18.0,,2022-11-19,23-063,UTA,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,58.0,2.9,0.0,66.89999999999999,3.345,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,W (+5),W (+5)
19.0,,2022-11-21,23-065,UTA,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,69.0,3.45,0.0,81.99999999999997,4.099999999999999,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,L (-7),L (-7)
20.0,6.0,2022-11-23,23-067,UTA,DET,0,1.2833333333333332,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-4,0.0,0.0,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,1.0,85.0,4.25,0.7,79.1,3.955,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,L (-9),L (-9)
21.0,,2022-11-25,23-069,UTA,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,90.0,4.5,0.0,89.60000000000002,4.480000000000001,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,,
22.0,,2022-11-26,23-070,UTA,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,,72.0,3.6,0.0,76.60000000000001,3.830000000000001,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,L (-11),L (-11)
23.0,7.0,2022-11-28,23-072,UTA,CHI,0,9.416666666666666,1.0,1.0,1.000,0.0,0.0,,0,4.0,.000,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,+5,1.0,1.0,1.0,20,17,9,24,28,6,27,12,1,19,7,15,17,32,21,30,30,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,74.0,0.4166666666666667,0.0,0.2179487179487179,0.0,0.5,0.3934426229508196,0.4117647058823529,0.2727272727272727,0.4090909090909091,0.8571428571428571,0.1428571428571428,0.2345679012345679,1.0,0.2238805970149253,0.288135593220339,0.5423728813559322,0.375,0.5769230769230769,0.4615384615384615,0.4054054054054054,12,13,41.0,52.0,67.0,0.2926829268292683,0.25,0.0,20,2.0,58.0,2.9,1.5999999999999996,65.1,3.255,16.1,1.0,-0.6,-1.2,0.5,0.0130208333333333,0.774,0.0,0.278,0.1,0.6,L (-1),L (-1)
