Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Lauri Markkanen,Shared Games with Micah Potter,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-06,21-234,UTA,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,63.0,5.25,0.0,42.2,3.516666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+8),W (+8)
12.0,,2022-11-07,21-235,UTA,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,89.0,7.416666666666667,0.0,84.6,7.05,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+23),W (+23)
13.0,,2022-11-09,21-237,UTA,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,46.0,3.8333333333333335,0.0,64.79999999999998,5.399999999999999,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+6),W (+6)
14.0,,2022-11-12,21-240,UTA,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,52.0,4.333333333333333,0.0,48.7,4.058333333333334,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-9),L (-9)
15.0,,2022-11-13,21-241,UTA,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,33.0,2.75,0.0,32.89999999999999,2.741666666666666,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-7),L (-7)
16.0,,2022-11-15,21-243,UTA,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,56.0,4.666666666666667,0.0,53.89999999999999,4.491666666666666,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-7),L (-7)
17.0,,2022-11-18,21-246,UTA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,59.0,4.916666666666667,0.0,52.4,4.366666666666666,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+1),W (+1)
18.0,,2022-11-19,21-247,UTA,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,58.0,4.833333333333333,0.0,48.5,4.041666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+5),W (+5)
19.0,,2022-11-21,21-249,UTA,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,69.0,5.75,0.0,71.39999999999999,5.949999999999999,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-7),L (-7)
20.0,,2022-11-23,21-251,UTA,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,86.0,7.166666666666667,0.0,42.9,3.575,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-9),L (-9)
21.0,,2022-11-25,21-253,UTA,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,90.0,7.5,0.0,55.2,4.6000000000000005,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,,
22.0,,2022-11-26,21-254,UTA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,72.0,6.0,0.0,38.6,3.216666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-11),L (-11)
23.0,,2022-11-28,21-256,UTA,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,60.0,5.0,0.0,52.7,4.391666666666667,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-1),L (-1)
24.0,,2022-11-30,21-258,UTA,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,90.0,7.5,0.0,70.60000000000001,5.883333333333334,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-7),L (-7)
25.0,,2022-12-02,21-260,UTA,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,65.0,5.416666666666667,0.0,70.9,5.908333333333334,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+13),W (+13)
26.0,,2022-12-03,21-261,UTA,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,60.0,5.0,0.0,49.0,4.083333333333333,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,W (+20),W (+20)
27.0,,2022-12-07,21-265,UTA,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,62.0,5.166666666666667,0.0,59.5,4.958333333333333,6.5,-0.2,-6.5,-4.3,-2.2,0.0090625,0.411,0.606,0.038,-0.3,-0.3,L (-5),L (-5)
