Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,8.0,2022-11-06,21-103,UTA,LAC,0.0,16.183333333333334,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,0.0,0.0,2.0,0.0,1.0,4.0,6.3,0.0,2.0,2.0,1.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,9.0,54.0,2.7,6.299999999999999,66.39999999999999,3.3199999999999994,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,W (+8),W (+8)
12.0,9.0,2022-11-07,21-104,UTA,LAL,0.0,18.2,4.0,6.0,0.667,0.0,0.0,,0.0,0.0,,3.0,6.0,9.0,1.0,0.0,2.0,0.0,4.0,8.0,9.8,8.0,6.0,4.0,0.6666666666666666,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,14.0,75.0,3.75,9.8,97.0,4.85,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,W (+23),W (+23)
13.0,10.0,2022-11-09,21-106,UTA,ATL,0.0,16.333333333333332,6.0,6.0,1.0,0.0,0.0,,0.0,1.0,0.0,3.0,3.0,6.0,1.0,0.0,3.0,0.0,2.0,12.0,14.8,14.0,6.0,6.0,1.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,15.0,31.0,1.55,14.799999999999995,47.399999999999984,2.369999999999999,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,W (+6),W (+6)
14.0,11.0,2022-11-12,21-109,UTA,WAS,0.0,15.3,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.2,15.0,2.0,1.0,0.5,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,4.0,48.0,2.4,2.2,64.19999999999997,3.209999999999998,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,L (-9),L (-9)
15.0,12.0,2022-11-13,21-110,UTA,PHI,0.0,11.966666666666669,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,0.0,5.0,4.0,9.0,0.0,0.0,3.0,2.0,1.0,2.0,2.5,13.0,5.0,1.0,0.2,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,5.0,28.0,1.4,2.499999999999999,45.6,2.28,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,L (-7),L (-7)
16.0,13.0,2022-11-15,21-112,UTA,NYK,0.0,17.933333333333334,4.0,4.0,1.0,0.0,0.0,,0.0,0.0,,3.0,4.0,7.0,1.0,1.0,1.0,2.0,2.0,8.0,9.7,-8.0,4.0,4.0,1.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,12.0,44.0,2.2,9.699999999999996,58.99999999999999,2.95,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,L (-7),L (-7)
17.0,14.0,2022-11-18,21-115,UTA,PHO,0.0,20.366666666666667,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,0.5,2.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,1.4,-18.0,3.0,0.0,0.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,2.0,57.0,2.85,1.0,68.2,3.41,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,W (+1),W (+1)
18.0,15.0,2022-11-19,21-116,UTA,POR,0.0,10.666666666666666,3.0,3.0,1.0,0.0,0.0,,0.0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,6.0,7.7,-6.0,3.0,3.0,1.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,9.0,49.0,2.45,7.699999999999999,59.2,2.96,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,W (+5),W (+5)
19.0,16.0,2022-11-21,21-118,UTA,LAC,0.0,11.883333333333333,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,3.3,-4.0,2.0,2.0,1.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,4.0,65.0,3.25,3.3,78.69999999999997,3.934999999999999,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,L (-7),L (-7)
20.0,17.0,2022-11-23,21-120,UTA,DET,0.0,21.05,2.0,2.0,1.0,0.0,0.0,,1.0,2.0,0.5,2.0,5.0,7.0,0.0,0.0,5.0,2.0,5.0,5.0,6.4,-4.0,2.0,2.0,1.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,11.0,75.0,3.75,5.999999999999998,73.8,3.69,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,L (-9),L (-9)
21.0,18.0,2022-11-25,21-122,UTA,GSW,0.0,20.73333333333333,3.0,3.0,1.0,0.0,0.0,,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,8.0,11.2,2.0,3.0,3.0,1.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,10.0,80.0,4.0,10.4,79.20000000000002,3.960000000000001,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,,
22.0,19.0,2022-11-26,21-123,UTA,PHO,0.0,16.8,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,3.1,0.0,1.0,1.0,1.0,44,49,14,58,61,19,62,13,5,52,3,41,33,51,55,47,60,30,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,0.9166666666666666,0.0,0.6282051282051282,0.0,0.7777777777777778,0.9508196721311476,0.8970588235294118,0.8636363636363636,0.9393939393939394,0.9285714285714286,0.7142857142857143,0.6419753086419753,0.4285714285714285,0.6119402985074627,0.559322033898305,0.864406779661017,0.9821428571428572,0.903846153846154,0.9230769230769232,0.8333333333333334,15,19,41.0,52.0,67.0,0.3658536585365853,0.3653846153846153,0.0,20,4.0,68.0,3.4,2.7,73.9,3.695,21.5,7.1,2.9,1.4,1.5,0.0707291666666666,0.702,0.007,0.384,2.1,4.6,L (-11),L (-11)
