Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-06,22-200,UTA,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,63.0,3.15,0.0,72.69999999999999,3.6349999999999993,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,W (+8),W (+8)
12.0,6.0,2022-11-07,22-201,UTA,LAL,0,6.483333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0,0.0,0.0,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,2.0,87.0,4.35,0.1999999999999999,106.59999999999998,5.329999999999999,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,W (+23),W (+23)
13.0,,2022-11-09,22-203,UTA,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,46.0,2.3,0.0,62.19999999999998,3.109999999999999,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,W (+6),W (+6)
14.0,,2022-11-12,22-206,UTA,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,52.0,2.6,0.0,66.39999999999998,3.319999999999999,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,L (-9),L (-9)
15.0,,2022-11-13,22-207,UTA,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,33.0,1.65,0.0,48.1,2.405,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,L (-7),L (-7)
16.0,,2022-11-15,22-209,UTA,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,56.0,2.8,0.0,68.69999999999999,3.435,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,L (-7),L (-7)
17.0,,2022-11-18,22-212,UTA,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,59.0,2.95,0.0,69.2,3.46,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,W (+1),W (+1)
18.0,,2022-11-19,22-213,UTA,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,58.0,2.9,0.0,66.89999999999999,3.345,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,W (+5),W (+5)
19.0,,2022-11-21,22-215,UTA,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,69.0,3.45,0.0,81.99999999999997,4.099999999999999,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,L (-7),L (-7)
20.0,,2022-11-23,22-217,UTA,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,86.0,4.3,0.0,79.8,3.99,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,L (-9),L (-9)
21.0,,2022-11-25,22-219,UTA,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,90.0,4.5,0.0,89.60000000000002,4.480000000000001,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,,
22.0,,2022-11-26,22-220,UTA,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,72.0,3.6,0.0,76.60000000000001,3.830000000000001,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,L (-11),L (-11)
23.0,,2022-11-28,22-222,UTA,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,30,18,38,46,6,43,14,3,32,7,26,26,42,41,47,32,51,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5416666666666666,0.0,0.3846153846153846,0.0,1.0,0.6229508196721312,0.6764705882352942,0.2727272727272727,0.6515151515151515,1.0,0.4285714285714285,0.3950617283950617,1.0,0.3880597014925373,0.4406779661016949,0.75,0.7884615384615384,0.7230769230769231,0.8888888888888888,0.6891891891891891,19,22,41.0,52.0,67.0,0.4634146341463415,0.4230769230769231,0.0,20,,60.0,3.0,0.0,66.7,3.335,9.5,1.3,-3.0,-1.7,-1.4,0.0486458333333333,0.561,0.591,0.179,-0.3,0.9,L (-1),L (-1)
