Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-06,25-168,UTA,LAC,1.0,33.35,5.0,9.0,0.556,1.0,3.0,0.333,7.0,7.0,1.0,2.0,7.0,9.0,3.0,1.0,1.0,2.0,3.0,18.0,17.8,8.0,6.0,4.0,0.6666666666666666,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,14.0,49.0,2.45,15.0,57.69999999999999,2.885,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,W (+8),W (+8)
12.0,12.0,2022-11-07,25-169,UTA,LAL,1.0,27.73333333333333,10.0,15.0,0.667,1.0,4.0,0.25,2.0,3.0,0.667,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,23.0,17.7,14.0,11.0,9.0,0.8181818181818182,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,10.0,79.0,3.95,16.9,89.89999999999999,4.494999999999999,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,W (+23),W (+23)
13.0,13.0,2022-11-09,25-171,UTA,ATL,1.0,31.35,9.0,18.0,0.5,6.0,8.0,0.75,8.0,8.0,1.0,2.0,6.0,8.0,0.0,0.0,1.0,3.0,2.0,32.0,23.1,-12.0,10.0,3.0,0.3,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,12.0,34.0,1.7,19.9,42.29999999999998,2.115,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,W (+6),W (+6)
14.0,14.0,2022-11-12,25-174,UTA,WAS,1.0,31.216666666666665,8.0,14.0,0.571,1.0,3.0,0.333,0.0,0.0,,1.0,4.0,5.0,1.0,0.0,2.0,1.0,0.0,17.0,13.4,-23.0,11.0,7.0,0.6363636363636364,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,10.0,42.0,2.1,13.399999999999997,52.99999999999999,2.6499999999999995,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,L (-9),L (-9)
15.0,15.0,2022-11-13,25-175,UTA,PHI,1.0,34.13333333333333,6.0,13.0,0.462,2.0,5.0,0.4,1.0,4.0,0.25,3.0,7.0,10.0,0.0,0.0,0.0,4.0,1.0,15.0,6.9,-15.0,8.0,4.0,0.5,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,4.0,29.0,1.45,6.500000000000002,41.6,2.08,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,L (-7),L (-7)
16.0,16.0,2022-11-15,25-177,UTA,NYK,1.0,29.53333333333333,5.0,11.0,0.455,2.0,5.0,0.4,1.0,2.0,0.5,4.0,2.0,6.0,4.0,0.0,2.0,2.0,4.0,13.0,10.9,16.0,6.0,3.0,0.5,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,10.0,46.0,2.3,10.500000000000002,58.19999999999999,2.91,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,L (-7),L (-7)
17.0,17.0,2022-11-18,25-180,UTA,PHO,1.0,34.6,15.0,18.0,0.833,2.0,3.0,0.667,6.0,8.0,0.75,1.0,5.0,6.0,3.0,1.0,0.0,1.0,2.0,38.0,34.1,5.0,15.0,13.0,0.8666666666666667,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,21.0,38.0,1.9,31.700000000000003,37.49999999999999,1.875,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,W (+1),W (+1)
18.0,18.0,2022-11-19,25-181,UTA,POR,1.0,32.46666666666667,7.0,13.0,0.538,3.0,5.0,0.6,6.0,8.0,0.75,3.0,7.0,10.0,2.0,1.0,0.0,3.0,4.0,23.0,17.9,-2.0,8.0,4.0,0.5,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,12.0,46.0,2.3,15.499999999999996,51.39999999999999,2.5699999999999994,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,W (+5),W (+5)
19.0,19.0,2022-11-21,25-183,UTA,LAC,1.0,38.81666666666667,10.0,21.0,0.476,1.0,5.0,0.2,4.0,4.0,1.0,7.0,3.0,10.0,3.0,1.0,1.0,2.0,1.0,25.0,21.5,14.0,16.0,9.0,0.5625,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,13.0,56.0,2.8,19.9,62.09999999999998,3.104999999999999,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,L (-7),L (-7)
20.0,20.0,2022-11-23,25-185,UTA,DET,1.0,34.36666666666667,4.0,13.0,0.308,3.0,7.0,0.429,2.0,2.0,1.0,0.0,8.0,8.0,2.0,0.0,0.0,3.0,3.0,13.0,5.1,-3.0,6.0,1.0,0.1666666666666666,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,5.0,81.0,4.05,4.299999999999998,75.5,3.775,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,L (-9),L (-9)
21.0,21.0,2022-11-25,25-187,UTA,GSW,1.0,37.2,9.0,17.0,0.529,5.0,11.0,0.455,1.0,1.0,1.0,3.0,3.0,6.0,1.0,0.0,0.0,4.0,3.0,24.0,14.2,12.0,6.0,4.0,0.6666666666666666,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,9.0,81.0,4.05,13.800000000000004,75.80000000000001,3.790000000000001,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,,
22.0,22.0,2022-11-26,25-188,UTA,PHO,1.0,35.61666666666667,4.0,13.0,0.308,2.0,8.0,0.25,5.0,7.0,0.714,1.0,9.0,10.0,2.0,0.0,0.0,2.0,3.0,15.0,8.3,2.0,5.0,2.0,0.4,44,47,9,55,56,22,13,7,50,3,40,31,43,50,39,53,27,62,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9166666666666666,0.0,0.6025641025641025,0.0,0.5,0.9016393442622952,0.8235294117647058,1.0,0.9285714285714286,1.0,0.6172839506172839,0.4285714285714285,0.5970149253731343,0.5254237288135594,0.7288135593220338,0.8928571428571429,0.75,0.8153846153846154,0.75,0.8378378378378378,10,12,41.0,52.0,67.0,0.2439024390243902,0.2307692307692307,0.0,20,5.0,67.0,3.35,6.299999999999997,70.30000000000001,3.515000000000001,22.1,8.2,3.8,4.9,-1.0,0.1761458333333333,0.64,0.446,0.348,3.3,6.3,L (-11),L (-11)
