Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,21.0,2022-12-07,27-060,MIL,SAC,1.0,28.83333333333333,4.0,7.0,0.571,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,6.0,4.0,0.0,0.0,0.0,2.0,10.0,11.3,20.0,3.0,2.0,0.6666666666666666,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,13.0,88.0,4.631578947368421,11.3,103.40000000000002,5.442105263157896,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+7),W (+7)
25.0,22.0,2022-12-09,27-062,MIL,DAL,1.0,33.483333333333334,4.0,8.0,0.5,1.0,5.0,0.2,3.0,3.0,1.0,1.0,4.0,5.0,5.0,2.0,0.0,0.0,1.0,12.0,15.0,-3.0,3.0,3.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,13.0,54.0,2.8421052631578947,13.8,65.89999999999999,3.4684210526315784,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+13),W (+13)
26.0,23.0,2022-12-11,27-064,MIL,HOU,1.0,28.78333333333333,2.0,12.0,0.167,2.0,9.0,0.222,5.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,11.0,1.7,-13.0,3.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,-6.0,54.0,2.8421052631578947,-0.2999999999999985,57.3,3.0157894736842104,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+1),W (+1)
27.0,24.0,2022-12-13,27-066,MIL,GSW,1.0,27.0,6.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,16.0,15.8,16.0,4.0,4.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,13.0,63.0,3.3157894736842106,14.999999999999996,80.00000000000001,4.210526315789474,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-5),L (-5)
28.0,25.0,2022-12-15,27-068,MIL,MEM,1.0,22.316666666666663,2.0,7.0,0.286,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.2,-17.0,5.0,2.0,0.4,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,0.0,28.0,1.4736842105263157,1.2000000000000002,52.7,2.773684210526316,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+17),W (+17)
29.0,26.0,2022-12-17,27-070,MIL,UTA,1.0,27.766666666666666,6.0,9.0,0.667,1.0,2.0,0.5,0.0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,13.0,12.7,18.0,7.0,5.0,0.7142857142857143,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,12.0,69.0,3.631578947368421,12.7,80.89999999999998,4.257894736842104,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-41),L (-41)
30.0,27.0,2022-12-19,27-072,MIL,NOP,1.0,25.08333333333333,3.0,6.0,0.5,0.0,3.0,0.0,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,6.6,-4.0,3.0,3.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,8.0,79.0,4.157894736842105,6.6,94.0,4.947368421052632,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+26),W (+26)
31.0,28.0,2022-12-21,27-074,MIL,CLE,1.0,34.016666666666666,2.0,7.0,0.286,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,6.3,2.0,4.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,6.0,54.0,2.8421052631578947,6.3,63.69999999999999,3.352631578947368,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+9),W (+9)
32.0,29.0,2022-12-23,27-076,MIL,BRK,1.0,24.83333333333333,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,3.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,4.3,-30.0,1.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,6.0,41.0,2.1578947368421053,4.3,61.6,3.2421052631578946,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-8),L (-8)
33.0,30.0,2022-12-25,27-078,MIL,BOS,1.0,29.116666666666667,3.0,7.0,0.429,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,8.0,4.9,-17.0,4.0,3.0,0.75,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,2.0,63.0,3.3157894736842106,4.099999999999998,84.89999999999999,4.468421052631578,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-18),L (-18)
34.0,31.0,2022-12-28,27-081,MIL,CHI,1.0,30.866666666666667,4.0,16.0,0.25,3.0,14.0,0.214,2.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,13.0,5.7,-6.0,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,0.0,48.0,2.526315789473684,4.899999999999999,63.10000000000001,3.321052631578948,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-21),L (-21)
35.0,32.0,2022-12-30,27-083,MIL,MIN,1.0,25.45,2.0,6.0,0.333,2.0,4.0,0.5,1.0,2.0,0.5,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,7.0,3.1,1.0,2.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,2.0,80.0,4.2105263157894735,2.7,85.10000000000001,4.4789473684210535,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-6),L (-6)
36.0,33.0,2023-01-01,27-085,MIL,WAS,1.0,26.2,4.0,11.0,0.364,3.0,9.0,0.333,2.0,2.0,1.0,0.0,5.0,5.0,8.0,1.0,0.0,2.0,1.0,13.0,12.6,-10.0,2.0,1.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,12.0,32.0,1.6842105263157894,11.800000000000002,44.19999999999999,2.3263157894736834,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+9),W (+9)
37.0,34.0,2023-01-03,27-087,MIL,WAS,1.0,29.383333333333333,1.0,9.0,0.111,1.0,7.0,0.143,0.0,0.0,,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,0.8,18.0,2.0,0.0,0.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,0.0,84.0,4.421052631578948,0.8000000000000002,99.8,5.252631578947368,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-23),L (-23)
38.0,35.0,2023-01-04,27-088,MIL,TOR,1.0,32.13333333333333,4.0,9.0,0.444,2.0,5.0,0.4,6.0,8.0,0.75,1.0,3.0,4.0,5.0,1.0,0.0,1.0,2.0,16.0,14.8,8.0,4.0,2.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,8.0,63.0,3.3157894736842106,12.4,52.8,2.7789473684210524,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+10),W (+10)
39.0,36.0,2023-01-06,27-090,MIL,CHO,1.0,21.48333333333333,4.0,7.0,0.571,3.0,4.0,0.75,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,12.0,9.6,-22.0,3.0,1.0,0.3333333333333333,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,8.0,44.0,2.3157894736842106,9.2,59.79999999999999,3.147368421052631,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+3),W (+3)
40.0,37.0,2023-01-09,27-093,MIL,NYK,1.0,28.566666666666663,3.0,6.0,0.5,2.0,3.0,0.667,3.0,3.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,11.0,8.1,-11.0,3.0,1.0,0.3333333333333333,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,5.0,73.0,3.842105263157895,6.899999999999999,79.0,4.157894736842105,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-29),L (-29)
41.0,38.0,2023-01-11,27-095,MIL,ATL,1.0,13.366666666666667,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,5.6,11.0,4.0,3.0,0.75,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,6.0,84.0,4.421052631578948,5.6,88.0,4.631578947368421,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+4),W (+4)
42.0,,2023-01-12,27-096,MIL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,,46.0,2.421052631578948,0.0,62.1,3.268421052631579,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,,
43.0,39.0,2023-01-14,27-098,MIL,MIA,1.0,26.9,4.0,9.0,0.444,3.0,6.0,0.5,1.0,2.0,0.5,1.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,12.0,10.5,-16.0,3.0,1.0,0.3333333333333333,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,9.0,51.0,2.6842105263157894,10.099999999999998,61.69999999999999,3.247368421052631,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+9),W (+9)
44.0,40.0,2023-01-16,27-100,MIL,IND,1.0,31.83333333333333,6.0,13.0,0.462,3.0,7.0,0.429,2.0,2.0,1.0,1.0,4.0,5.0,4.0,2.0,0.0,2.0,1.0,17.0,14.6,17.0,6.0,3.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,11.0,62.0,3.263157894736842,13.8,73.5,3.8684210526315774,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-6),L (-6)
45.0,41.0,2023-01-17,27-101,MIL,TOR,1.0,32.93333333333333,8.0,13.0,0.615,4.0,5.0,0.8,5.0,5.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,2.0,25.0,20.5,9.0,8.0,4.0,0.5,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,13.0,74.0,3.8947368421052633,18.5,79.89999999999999,4.205263157894737,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-16),L (-16)
46.0,42.0,2023-01-21,27-105,MIL,CLE,1.0,27.933333333333334,2.0,4.0,0.5,1.0,3.0,0.333,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,4.0,8.0,4.1,-13.0,1.0,1.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,3.0,48.0,2.526315789473684,2.8999999999999986,57.80000000000001,3.042105263157896,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+13),W (+13)
47.0,43.0,2023-01-23,27-107,MIL,DET,1.0,23.466666666666665,3.0,6.0,0.5,1.0,4.0,0.25,2.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,9.0,13.1,26.0,2.0,2.0,1.0,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,12.0,97.0,5.105263157894737,12.3,110.79999999999998,5.8315789473684205,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,W (+8),W (+8)
48.0,44.0,2023-01-25,27-109,MIL,DEN,1.0,28.03333333333333,2.0,6.0,0.333,2.0,6.0,0.333,1.0,2.0,0.5,0.0,5.0,5.0,1.0,3.0,0.0,0.0,1.0,7.0,8.0,-5.0,0.0,0.0,,28,61,72,32,58,72,41,34,61,30,44,7,56,20,14,31,45,35.0,70.0,78.0,46.0,63.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.8,0.8714285714285714,0.9230769230769232,0.6956521739130435,0.9206349206349206,0.8888888888888888,0.8913043478260869,0.5483870967741935,0.9104477611940298,0.9090909090909092,0.0,0.8461538461538461,0.7777777777777778,0.918032786885246,0.4651162790697674,0.875,0.8378378378378378,0.8653846153846154,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,19,8.0,51.0,2.6842105263157894,7.6,60.69999999999999,3.1947368421052627,12.3,5.1,0.1,-0.6,0.7,0.0782146209198039,0.612,0.657,0.226,1.0,2.8,L (-12),L (-12)
