Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
26.0,26.0,2022-12-11,27-304,MIL,HOU,0,28.316666666666663,7.0,15.0,.467,1.0,5.0,.200,2,2.0,1.000,6.0,9.0,15.0,2.0,0.0,0.0,0.0,1.0,17.0,17.2,-5,10.0,6.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,17.0,31.0,1.631578947368421,16.4,40.60000000000001,2.1368421052631583,0.1029304411304619,W (+1),W (+1)
27.0,27.0,2022-12-13,27-306,MIL,GSW,0,32.03333333333333,11.0,15.0,.733,1.0,4.0,.250,2,2.0,1.000,4.0,7.0,11.0,0.0,0.0,1.0,1.0,1.0,25.0,23.1,+2,11.0,10.0,0.9090909090909092,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,19.0,57.0,3.0,22.3,72.7,3.826315789473684,0.1029304411304619,L (-5),L (-5)
28.0,28.0,2022-12-15,27-308,MIL,MEM,0,22.3,8.0,14.0,.571,2.0,4.0,.500,1,2.0,.500,3.0,4.0,7.0,0.0,0.0,0.0,1.0,4.0,19.0,12.7,-30,10.0,6.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,19.0,1.0,12.299999999999995,41.6,2.1894736842105265,0.1029304411304619,W (+17),W (+17)
29.0,29.0,2022-12-17,27-310,MIL,UTA,1,30.15,9.0,16.0,.563,2.0,5.0,.400,2,2.0,1.000,1.0,13.0,14.0,1.0,0.0,0.0,3.0,2.0,22.0,15.9,+15,11.0,7.0,0.6363636363636364,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,16.0,65.0,3.421052631578948,15.099999999999998,78.49999999999999,4.13157894736842,0.1029304411304619,L (-41),L (-41)
30.0,30.0,2022-12-19,27-312,MIL,NOP,0,22.466666666666665,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,2.2,+11,4.0,2.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,3.0,84.0,4.421052631578948,2.2000000000000006,98.4,5.178947368421053,0.1029304411304619,W (+26),W (+26)
31.0,31.0,2022-12-21,27-314,MIL,CLE,0,19.0,3.0,7.0,.429,0.0,2.0,.000,0,0.0,,2.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,6.0,6.6,-18,5.0,3.0,0.6,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,7.0,53.0,2.789473684210526,6.599999999999999,63.39999999999998,3.3368421052631567,0.1029304411304619,W (+9),W (+9)
32.0,32.0,2022-12-23,27-316,MIL,BRK,0,26.05,5.0,11.0,.455,0.0,3.0,.000,0,0.0,,3.0,9.0,12.0,0.0,0.0,0.0,2.0,0.0,10.0,7.1,+8,8.0,5.0,0.625,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,38.0,2.0,7.100000000000001,58.79999999999999,3.0947368421052626,0.1029304411304619,L (-8),L (-8)
33.0,33.0,2022-12-25,27-318,MIL,BOS,0,23.25,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,8.0,9.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,-6,3.0,2.0,0.6666666666666666,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,56.0,2.9473684210526314,4.0,85.0,4.473684210526316,0.1029304411304619,L (-18),L (-18)
34.0,34.0,2022-12-28,27-321,MIL,CHI,0,28.35,7.0,18.0,.389,3.0,7.0,.429,3,4.0,.750,5.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0,20.0,15.4,+10,11.0,4.0,0.3636363636363636,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,10.0,38.0,2.0,14.200000000000005,53.80000000000001,2.831578947368422,0.1029304411304619,L (-21),L (-21)
35.0,35.0,2022-12-30,27-323,MIL,MIN,0,30.9,9.0,17.0,.529,3.0,5.0,.600,1,1.0,1.000,8.0,6.0,14.0,1.0,1.0,0.0,1.0,1.0,22.0,21.4,+7,12.0,6.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,19.0,63.0,3.3157894736842106,21.000000000000007,66.80000000000001,3.5157894736842112,0.1029304411304619,L (-6),L (-6)
36.0,36.0,2023-01-01,27-325,MIL,WAS,1,30.1,6.0,16.0,.375,1.0,2.0,.500,6,6.0,1.000,5.0,5.0,10.0,2.0,1.0,0.0,1.0,1.0,19.0,16.2,-11,14.0,5.0,0.3571428571428571,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,35.0,1.8421052631578947,13.799999999999995,42.2,2.221052631578948,0.1029304411304619,W (+9),W (+9)
37.0,37.0,2023-01-03,27-327,MIL,WAS,0,28.366666666666667,7.0,13.0,.538,2.0,6.0,.333,1,1.0,1.000,3.0,10.0,13.0,4.0,2.0,0.0,0.0,1.0,17.0,20.2,+9,7.0,5.0,0.7142857142857143,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,22.0,62.0,3.263157894736842,19.800000000000004,80.80000000000001,4.252631578947369,0.1029304411304619,L (-23),L (-23)
38.0,38.0,2023-01-04,27-328,MIL,TOR,0,32.96666666666667,7.0,16.0,.438,0.0,4.0,.000,0,0.0,,2.0,10.0,12.0,0.0,1.0,1.0,4.0,2.0,14.0,6.9,-15,12.0,7.0,0.5833333333333334,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,8.0,63.0,3.3157894736842106,6.899999999999999,58.3,3.068421052631579,0.1029304411304619,W (+10),W (+10)
39.0,39.0,2023-01-06,27-330,MIL,CHO,0,22.78333333333333,7.0,10.0,.700,3.0,4.0,.750,2,2.0,1.000,3.0,9.0,12.0,3.0,1.0,0.0,0.0,3.0,19.0,21.5,-16,6.0,4.0,0.6666666666666666,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,23.0,29.0,1.5263157894736843,20.7,48.3,2.5421052631578944,0.1029304411304619,W (+3),W (+3)
40.0,40.0,2023-01-09,27-333,MIL,NYK,0,19.3,5.0,6.0,.833,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,10.0,6.3,-2,6.0,5.0,0.8333333333333334,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,5.0,73.0,3.842105263157895,6.300000000000001,79.6,4.189473684210526,0.1029304411304619,L (-29),L (-29)
41.0,41.0,2023-01-11,27-335,MIL,ATL,0,24.78333333333333,6.0,11.0,.545,1.0,2.0,.500,0,0.0,,2.0,8.0,10.0,1.0,0.0,0.0,1.0,0.0,13.0,11.2,-2,9.0,5.0,0.5555555555555556,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,12.0,78.0,4.105263157894737,11.2,82.4,4.336842105263158,0.1029304411304619,W (+4),W (+4)
42.0,42.0,2023-01-12,27-336,MIL,MIA,1,31.7,5.0,12.0,.417,0.0,3.0,.000,2,4.0,.500,2.0,5.0,7.0,1.0,3.0,1.0,2.0,5.0,12.0,8.1,+3,9.0,5.0,0.5555555555555556,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,6.0,40.0,2.1052631578947367,7.299999999999999,54.8,2.884210526315789,0.1029304411304619,,
43.0,43.0,2023-01-14,27-338,MIL,MIA,1,27.4,4.0,10.0,.400,1.0,2.0,.500,6,6.0,1.000,2.0,5.0,7.0,2.0,3.0,0.0,2.0,0.0,15.0,14.9,-23,8.0,3.0,0.375,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,9.0,51.0,2.6842105263157894,12.499999999999998,59.29999999999999,3.121052631578946,0.1029304411304619,W (+9),W (+9)
44.0,44.0,2023-01-16,27-340,MIL,IND,1,33.81666666666667,7.0,16.0,.438,3.0,6.0,.500,4,4.0,1.000,2.0,9.0,11.0,4.0,0.0,0.0,3.0,2.0,21.0,15.7,+16,10.0,4.0,0.4,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,13.0,60.0,3.1578947368421053,14.099999999999998,73.2,3.852631578947368,0.1029304411304619,L (-6),L (-6)
45.0,45.0,2023-01-17,27-341,MIL,TOR,1,34.6,5.0,12.0,.417,0.0,4.0,.000,2,2.0,1.000,2.0,10.0,12.0,1.0,0.0,0.0,3.0,2.0,12.0,6.9,+11,8.0,5.0,0.625,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,8.0,79.0,4.157894736842105,6.099999999999998,92.3,4.8578947368421055,0.1029304411304619,L (-16),L (-16)
46.0,46.0,2023-01-21,27-345,MIL,CLE,1,30.95,9.0,16.0,.563,5.0,8.0,.625,0,0.0,,2.0,9.0,11.0,1.0,0.0,0.0,1.0,2.0,23.0,18.4,-15,8.0,4.0,0.5,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,18.0,33.0,1.736842105263158,18.4,42.3,2.226315789473684,0.1029304411304619,W (+13),W (+13)
47.0,47.0,2023-01-23,27-347,MIL,DET,0,23.08333333333333,8.0,12.0,.667,2.0,3.0,.667,0,0.0,,3.0,7.0,10.0,3.0,1.0,0.0,0.0,2.0,18.0,19.3,+16,9.0,6.0,0.6666666666666666,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,20.0,89.0,4.684210526315789,19.3,103.8,5.463157894736842,0.1029304411304619,W (+8),W (+8)
48.0,,2023-01-25,27-349,MIL,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,59.0,3.1052631578947367,0.0,68.3,3.594736842105263,0.1029304411304619,L (-12),L (-12)
49.0,,2023-01-27,27-351,MIL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,98.0,5.157894736842105,0.0,118.0,6.2105263157894735,0.1029304411304619,W (+20),W (+20)
50.0,,2023-01-29,27-353,MIL,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,92.0,4.842105263157895,0.0,103.59999999999998,5.452631578947368,0.1029304411304619,W (+8),W (+8)
51.0,,2023-01-31,27-355,MIL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,84.0,4.421052631578948,0.0,90.4,4.757894736842106,0.1029304411304619,W (+10),W (+10)
52.0,,2023-02-02,27-357,MIL,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,60.0,3.1578947368421053,0.0,72.60000000000001,3.821052631578948,0.1029304411304619,W (+25),W (+25)
53.0,,2023-02-04,27-359,MIL,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32,67,34,52,61,69,36,34,56,24,46,9,51,19,16,32,40,35.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.8589743589743589,0.7391304347826086,0.8253968253968254,0.8472222222222222,0.8518518518518519,0.782608695652174,0.5483870967741935,0.835820895522388,0.7272727272727273,0.0,0.8846153846153846,1.0,0.8360655737704918,0.4418604651162791,1.0,0.8648648648648649,0.7692307692307693,6,15,58.0,18.0,16.0,0.1034482758620689,0.8333333333333334,0.0,19,,82.0,4.315789473684211,0.0,98.2,5.16842105263158,0.1029304411304619,W (+9),W (+9)
