Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,29-327,IND,DEN,1.0,34.13333333333333,7.0,16.0,0.438,2.0,9.0,0.222,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,17.0,8.1,-14.0,7.0,5.0,0.7142857142857143,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,1.0,100.0,5.555555555555555,7.700000000000002,91.9,5.105555555555556,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-3),L (-3)
12.0,12.0,2022-11-12,29-330,IND,TOR,1.0,28.366666666666667,8.0,15.0,0.533,5.0,11.0,0.455,1.0,2.0,0.5,2.0,6.0,8.0,2.0,0.0,1.0,4.0,3.0,22.0,14.4,10.0,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,12.0,84.0,4.666666666666667,13.999999999999996,82.1,4.561111111111111,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+14),W (+14)
13.0,13.0,2022-11-16,29-334,IND,CHO,1.0,30.966666666666665,5.0,13.0,0.385,3.0,5.0,0.6,6.0,6.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,19.0,16.2,18.0,8.0,2.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,95.0,5.277777777777778,13.8,98.0,5.444444444444445,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+12),W (+12)
14.0,14.0,2022-11-18,29-336,IND,HOU,1.0,32.65,3.0,15.0,0.2,3.0,13.0,0.231,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,10.0,-0.1,6.0,2.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,-3.0,94.0,5.222222222222222,-0.5000000000000027,88.7,4.927777777777778,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+8),W (+8)
15.0,15.0,2022-11-19,29-337,IND,ORL,1.0,30.466666666666665,5.0,12.0,0.417,5.0,11.0,0.455,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,15.0,10.9,7.0,1.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,74.0,4.111111111111111,10.9,82.7,4.594444444444445,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+1),W (+1)
16.0,16.0,2022-11-21,29-339,IND,ORL,1.0,21.816666666666663,3.0,13.0,0.231,1.0,10.0,0.1,2.0,2.0,1.0,1.0,4.0,5.0,0.0,1.0,0.0,2.0,1.0,9.0,1.6,3.0,3.0,2.0,0.6666666666666666,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,-2.0,107.0,5.944444444444445,0.7999999999999985,102.40000000000002,5.68888888888889,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+21),W (+21)
17.0,17.0,2022-11-23,29-341,IND,MIN,1.0,34.0,5.0,16.0,0.313,3.0,11.0,0.273,0.0,0.0,,2.0,1.0,3.0,2.0,2.0,0.0,4.0,3.0,13.0,3.7,-3.0,5.0,2.0,0.4,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,0.0,51.0,2.833333333333333,3.6999999999999984,67.0,3.7222222222222223,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-14),L (-14)
18.0,18.0,2022-11-25,29-343,IND,BRK,1.0,38.81666666666667,9.0,15.0,0.6,5.0,8.0,0.625,3.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,26.0,19.5,21.0,7.0,4.0,0.5714285714285714,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,13.0,69.0,3.8333333333333335,18.3,91.6,5.088888888888889,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+11),W (+11)
19.0,19.0,2022-11-27,29-345,IND,LAC,1.0,31.08333333333333,3.0,14.0,0.214,1.0,9.0,0.111,3.0,4.0,0.75,1.0,3.0,4.0,3.0,2.0,0.0,3.0,1.0,10.0,3.3,-17.0,5.0,2.0,0.4,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,-2.0,68.0,3.7777777777777777,2.1,68.0,3.7777777777777777,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-14),L (-14)
20.0,20.0,2022-11-28,29-346,IND,LAL,1.0,31.866666666666667,5.0,13.0,0.385,1.0,6.0,0.167,4.0,5.0,0.8,2.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,15.0,7.6,3.0,7.0,4.0,0.5714285714285714,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,1.0,105.0,5.833333333333333,6.0,86.79999999999998,4.822222222222221,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,W (+1),W (+1)
21.0,21.0,2022-11-30,29-348,IND,SAC,1.0,27.016666666666666,6.0,13.0,0.462,3.0,8.0,0.375,2.0,3.0,0.667,0.0,4.0,4.0,1.0,0.0,0.0,1.0,3.0,17.0,9.6,-7.0,5.0,3.0,0.6,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,5.0,66.0,3.6666666666666665,8.799999999999997,62.99999999999999,3.5,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,,
22.0,22.0,2022-12-02,29-350,IND,UTA,1.0,25.366666666666667,2.0,8.0,0.25,1.0,4.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,6.0,-1.9,-18.0,4.0,1.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,-5.0,78.0,4.333333333333333,-2.3,93.89999999999998,5.216666666666665,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-23),L (-23)
23.0,23.0,2022-12-04,29-352,IND,POR,1.0,37.75,8.0,17.0,0.471,4.0,9.0,0.444,2.0,3.0,0.667,3.0,8.0,11.0,3.0,1.0,1.0,2.0,2.0,22.0,18.4,-4.0,8.0,4.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,16.0,54.0,3.0,17.6,60.40000000000001,3.355555555555556,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-20),L (-20)
24.0,24.0,2022-12-05,29-353,IND,GSW,1.0,40.1,6.0,19.0,0.316,4.0,13.0,0.308,1.0,2.0,0.5,0.0,9.0,9.0,5.0,1.0,0.0,1.0,0.0,17.0,11.9,3.0,6.0,2.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,10.0,71.0,3.9444444444444446,11.499999999999998,76.3,4.238888888888889,15.4,4.4,1.9,2.5,-0.6,0.1409543786051389,0.614,0.652,0.124,2.4,2.7,L (-16),L (-16)
