Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,22-167,NOP,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,77.0,4.8125,0.0,88.09999999999998,5.506249999999999,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+4),W (+4)
12.0,,2022-11-10,22-168,NOP,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,64.0,4.0,0.0,59.90000000000001,3.743750000000001,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,L (-11),L (-11)
13.0,,2022-11-12,22-170,NOP,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,61.0,3.8125,0.0,85.10000000000002,5.318750000000001,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+13),W (+13)
14.0,,2022-11-15,22-173,NOP,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,100.0,6.25,0.0,91.9,5.74375,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+11),W (+11)
15.0,,2022-11-16,22-174,NOP,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,102.0,6.375,0.0,97.5,6.09375,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+14),W (+14)
16.0,,2022-11-18,22-176,NOP,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,96.0,6.0,0.0,92.19999999999996,5.7624999999999975,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,L (-8),L (-8)
17.0,,2022-11-21,22-179,NOP,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,92.0,5.75,0.0,101.80000000000004,6.3625000000000025,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+45),W (+45)
18.0,,2022-11-23,22-181,NOP,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,95.0,5.9375,0.0,91.3,5.70625,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+19),W (+19)
19.0,,2022-11-25,22-183,NOP,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,72.0,4.5,0.0,72.60000000000001,4.5375000000000005,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,L (-21),L (-21)
20.0,,2022-11-28,22-186,NOP,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,80.0,5.0,0.0,71.9,4.49375,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+4),W (+4)
21.0,,2022-11-30,22-188,NOP,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,92.0,5.75,0.0,102.49999999999996,6.406249999999997,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,,
22.0,,2022-12-02,22-190,NOP,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,96.0,6.0,0.0,92.2,5.7625,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+18),W (+18)
23.0,,2022-12-04,22-192,NOP,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,75.0,4.6875,0.0,88.9,5.55625,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+18),W (+18)
24.0,,2022-12-07,22-195,NOP,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,75.0,4.6875,0.0,71.1,4.44375,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+15),W (+15)
25.0,,2022-12-09,22-197,NOP,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,70.0,4.375,0.0,99.9,6.24375,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+6),W (+6)
26.0,,2022-12-11,22-199,NOP,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,95.0,5.9375,0.0,104.30000000000004,6.5187500000000025,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+11),W (+11)
27.0,,2022-12-13,22-201,NOP,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,49.0,3.0625,0.0,77.1,4.81875,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,W (+5),W (+5)
28.0,,2022-12-15,22-203,NOP,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,74.0,4.625,0.0,93.8,5.8625,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,L (-21),L (-21)
29.0,,2022-12-17,22-205,NOP,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,5,4,2,3,2,5,5,5,3,4,5,5,2,1,45.0,75.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0222222222222222,0.0666666666666666,0.0547945205479452,0.0338983050847457,0.12,0.0303030303030303,0.1063829787234042,0.0632911392405063,0.081967213114754,0.12,0.0615384615384615,0.0649350649350649,0.0632911392405063,0.0526315789473684,0.0344827586206896,1,63.0,65.0,0.0,0.0153846153846153,16,,75.0,4.6875,0.0,81.2,5.075,4.6,0.0,-11.3,-6.6,-4.7,0.00042653017701,0.4,0.0,0.0,0.0,0.0,L (-3),L (-3)
