Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
16.0,16.0,2022-11-18,30-196,NOP,BOS,1.0,21.25,5.0,7.0,0.714,0.0,0.0,,0.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,2.0,3.0,10.0,6.8,-8.0,7.0,5.0,0.7142857142857143,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,89.0,5.5625,6.799999999999997,85.39999999999999,5.3375,0.118895286841544,L (-8),L (-8)
17.0,17.0,2022-11-21,30-199,NOP,GSW,1.0,22.78333333333333,4.0,4.0,1.0,0.0,0.0,,2.0,5.0,0.4,4.0,9.0,13.0,2.0,0.0,0.0,2.0,3.0,10.0,11.3,22.0,4.0,4.0,1.0,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,78.0,4.875,10.499999999999996,91.30000000000004,5.7062500000000025,0.118895286841544,W (+45),W (+45)
18.0,18.0,2022-11-23,30-201,NOP,SAS,1.0,26.116666666666667,9.0,11.0,0.818,4.0,5.0,0.8,0.0,0.0,,1.0,9.0,10.0,2.0,0.0,1.0,3.0,2.0,22.0,19.6,24.0,6.0,5.0,0.8333333333333334,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,21.0,74.0,4.625,19.6,71.7,4.48125,0.118895286841544,W (+19),W (+19)
19.0,19.0,2022-11-25,30-203,NOP,MEM,1.0,17.4,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,4.0,5.0,4.0,-3.1,-21.0,4.0,2.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,-1.0,73.0,4.5625,-3.1000000000000005,75.7,4.73125,0.118895286841544,L (-21),L (-21)
20.0,20.0,2022-11-28,30-206,NOP,OKC,1.0,20.383333333333333,3.0,6.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,4.0,6.0,10.0,1.0,0.0,0.0,5.0,2.0,8.0,4.5,-3.0,5.0,3.0,0.6,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,74.0,4.625,3.6999999999999993,68.20000000000002,4.262500000000001,0.118895286841544,W (+4),W (+4)
21.0,21.0,2022-11-30,30-208,NOP,TOR,1.0,25.916666666666668,6.0,12.0,0.5,2.0,5.0,0.4,2.0,2.0,1.0,2.0,11.0,13.0,3.0,0.0,0.0,3.0,1.0,16.0,13.4,15.0,7.0,4.0,0.5714285714285714,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,77.0,4.8125,12.599999999999996,89.89999999999999,5.61875,0.118895286841544,,
22.0,22.0,2022-12-02,30-210,NOP,SAS,1.0,25.65,8.0,11.0,0.727,1.0,2.0,0.5,4.0,4.0,1.0,2.0,9.0,11.0,2.0,0.0,1.0,0.0,1.0,21.0,22.3,14.0,9.0,7.0,0.7777777777777778,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,20.0,76.0,4.75,20.7,71.5,4.46875,0.118895286841544,W (+18),W (+18)
23.0,23.0,2022-12-04,30-212,NOP,DEN,1.0,13.75,6.0,9.0,0.667,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,5.0,13.0,8.1,-21.0,7.0,6.0,0.8571428571428571,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,69.0,4.3125,7.699999999999997,81.20000000000002,5.075000000000001,0.118895286841544,W (+18),W (+18)
24.0,24.0,2022-12-07,30-215,NOP,DET,1.0,28.35,7.0,16.0,0.438,0.0,2.0,0.0,0.0,0.0,,3.0,9.0,12.0,2.0,0.0,0.0,2.0,3.0,14.0,8.6,11.0,14.0,7.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,65.0,4.0625,8.599999999999998,62.49999999999999,3.90625,0.118895286841544,W (+15),W (+15)
25.0,25.0,2022-12-09,30-217,NOP,PHO,1.0,28.15,4.0,16.0,0.25,0.0,3.0,0.0,4.0,4.0,1.0,2.0,8.0,10.0,0.0,0.0,0.0,2.0,1.0,12.0,3.8,-4.0,13.0,4.0,0.3076923076923077,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,0.0,70.0,4.375,2.2,97.7,6.10625,0.118895286841544,W (+6),W (+6)
26.0,26.0,2022-12-11,30-219,NOP,PHO,1.0,17.683333333333334,2.0,4.0,0.5,0.0,0.0,,4.0,6.0,0.667,2.0,8.0,10.0,0.0,0.0,0.0,3.0,5.0,8.0,4.0,-3.0,4.0,2.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,90.0,5.625,2.4000000000000004,101.90000000000002,6.368750000000001,0.118895286841544,W (+11),W (+11)
27.0,27.0,2022-12-13,30-221,NOP,UTA,1.0,19.25,6.0,13.0,0.462,0.0,2.0,0.0,3.0,4.0,0.75,5.0,1.0,6.0,1.0,2.0,0.0,3.0,5.0,15.0,9.4,5.0,11.0,6.0,0.5454545454545454,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,45.0,2.8125,8.2,68.9,4.30625,0.118895286841544,W (+5),W (+5)
28.0,28.0,2022-12-15,30-223,NOP,UTA,1.0,26.15,3.0,6.0,0.5,0.0,0.0,,0.0,0.0,,3.0,6.0,9.0,1.0,0.0,1.0,1.0,3.0,6.0,6.1,-6.0,6.0,3.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,64.0,4.0,6.1000000000000005,87.69999999999999,5.481249999999999,0.118895286841544,L (-21),L (-21)
29.0,29.0,2022-12-17,30-225,NOP,PHO,1.0,26.016666666666666,6.0,9.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,1.0,2.0,5.0,12.0,7.2,-1.0,8.0,6.0,0.75,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,65.0,4.0625,7.199999999999999,74.0,4.625,0.118895286841544,L (-3),L (-3)
30.0,30.0,2022-12-19,30-227,NOP,MIL,1.0,37.03333333333333,14.0,24.0,0.583,7.0,10.0,0.7,2.0,2.0,1.0,6.0,12.0,18.0,5.0,1.0,0.0,2.0,4.0,37.0,34.5,6.0,14.0,7.0,0.5,43,72,5,52,57,24,63,44,60,22,64,74,76,35,29,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9555555555555556,0.96,1.0,0.7123287671232876,0.9661016949152542,0.96,0.9545454545454546,0.9361702127659576,0.9836065573770492,0.88,0.9846153846153848,0.961038961038961,0.9620253164556962,0.9210526315789472,1.0,23,63.0,65.0,0.0,0.3538461538461538,16,33.0,43.0,2.6875,33.7,50.89999999999999,3.1812499999999995,0.118895286841544,L (-4),L (-4)
