Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022-11-09,22-126,NOP,CHI,1.0,30.83333333333333,6.0,11.0,0.545,0.0,0.0,,7.0,8.0,0.875,4.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0,19.0,14.9,3.0,11.0,6.0,0.5454545454545454,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,5.0,72.0,4.8,12.1,63.29999999999998,4.219999999999999,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+4),W (+4)
12.0,10.0,2022-11-10,22-127,NOP,POR,1.0,31.666666666666668,9.0,14.0,0.643,1.0,1.0,1.0,10.0,15.0,0.667,1.0,5.0,6.0,3.0,1.0,0.0,3.0,4.0,29.0,21.5,-12.0,13.0,8.0,0.6153846153846154,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,7.0,57.0,3.8,17.500000000000007,37.3,2.4866666666666664,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-11),L (-11)
13.0,11.0,2022-11-12,22-129,NOP,HOU,1.0,35.03333333333333,8.0,9.0,0.889,0.0,0.0,,10.0,12.0,0.833,1.0,3.0,4.0,6.0,1.0,0.0,3.0,3.0,26.0,24.7,21.0,9.0,8.0,0.8888888888888888,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,13.0,48.0,3.2,20.7,64.50000000000001,4.300000000000001,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+13),W (+13)
14.0,,2022-11-15,22-132,NOP,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,100.0,6.666666666666667,0.0,87.50000000000001,5.833333333333334,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+11),W (+11)
15.0,,2022-11-16,22-133,NOP,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,102.0,6.8,0.0,94.6,6.306666666666667,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+14),W (+14)
16.0,,2022-11-18,22-135,NOP,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,96.0,6.4,0.0,85.69999999999997,5.713333333333332,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-8),L (-8)
17.0,12.0,2022-11-21,22-138,NOP,GSW,1.0,23.1,3.0,7.0,0.429,0.0,0.0,,3.0,4.0,0.75,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,9.0,5.9,28.0,7.0,3.0,0.4285714285714285,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,2.0,90.0,6.0,4.699999999999999,92.10000000000002,6.1400000000000015,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+45),W (+45)
18.0,13.0,2022-11-23,22-140,NOP,SAS,1.0,26.65,14.0,18.0,0.778,0.0,2.0,0.0,4.0,8.0,0.5,4.0,7.0,11.0,1.0,2.0,1.0,1.0,1.0,32.0,30.3,20.0,16.0,14.0,0.875,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,20.0,75.0,5.0,28.700000000000006,54.9,3.66,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+19),W (+19)
19.0,14.0,2022-11-25,22-142,NOP,MEM,1.0,30.0,6.0,12.0,0.5,0.0,0.0,,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,1.0,3.0,14.0,11.5,-32.0,12.0,6.0,0.5,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,9.0,63.0,4.2,10.7,61.900000000000006,4.126666666666667,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,L (-21),L (-21)
20.0,15.0,2022-11-28,22-145,NOP,OKC,1.0,35.31666666666667,11.0,18.0,0.611,0.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,8.0,8.0,1.0,3.0,4.0,3.0,23.0,21.5,19.0,17.0,11.0,0.6470588235294118,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,20.0,60.0,4.0,21.1,50.8,3.3866666666666663,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+4),W (+4)
21.0,16.0,2022-11-30,22-147,NOP,TOR,1.0,37.43333333333333,12.0,15.0,0.8,0.0,0.0,,9.0,12.0,0.75,3.0,7.0,10.0,5.0,4.0,2.0,4.0,2.0,33.0,34.4,19.0,15.0,12.0,0.8,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,23.0,69.0,4.6,30.8,71.69999999999997,4.779999999999999,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,,
22.0,17.0,2022-12-02,22-149,NOP,SAS,1.0,33.55,9.0,14.0,0.643,0.0,2.0,0.0,12.0,13.0,0.923,4.0,11.0,15.0,8.0,2.0,1.0,3.0,1.0,30.0,34.4,28.0,12.0,9.0,0.75,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,26.0,70.0,4.666666666666667,29.6,62.6,4.173333333333334,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+18),W (+18)
23.0,18.0,2022-12-04,22-151,NOP,DEN,1.0,35.916666666666664,9.0,17.0,0.529,0.0,0.0,,7.0,11.0,0.636,1.0,5.0,6.0,4.0,1.0,1.0,4.0,0.0,25.0,17.8,11.0,17.0,9.0,0.5294117647058824,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,5.0,70.0,4.666666666666667,15.000000000000009,73.89999999999999,4.926666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+18),W (+18)
24.0,19.0,2022-12-07,22-154,NOP,DET,1.0,32.96666666666667,11.0,16.0,0.688,0.0,0.0,,7.0,11.0,0.636,2.0,8.0,10.0,5.0,1.0,1.0,4.0,1.0,29.0,25.2,1.0,16.0,11.0,0.6875,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,15.0,60.0,4.0,22.4,48.69999999999999,3.2466666666666657,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+15),W (+15)
25.0,20.0,2022-12-09,22-156,NOP,PHO,1.0,36.73333333333333,13.0,17.0,0.765,0.0,0.0,,9.0,12.0,0.75,1.0,6.0,7.0,4.0,1.0,0.0,2.0,0.0,35.0,31.4,30.0,17.0,13.0,0.7647058823529411,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,16.0,54.0,3.6,27.8,67.3,4.486666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+6),W (+6)
26.0,21.0,2022-12-11,22-158,NOP,PHO,1.0,42.18333333333333,14.0,21.0,0.667,2.0,3.0,0.667,5.0,7.0,0.714,1.0,7.0,8.0,3.0,1.0,0.0,5.0,3.0,35.0,24.8,16.0,18.0,12.0,0.6666666666666666,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,14.0,81.0,5.4,22.800000000000008,78.30000000000001,5.220000000000001,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+11),W (+11)
27.0,22.0,2022-12-13,22-160,NOP,UTA,1.0,25.683333333333334,10.0,16.0,0.625,0.0,2.0,0.0,6.0,10.0,0.6,3.0,6.0,9.0,5.0,2.0,0.0,4.0,3.0,26.0,21.4,-15.0,14.0,10.0,0.7142857142857143,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,12.0,37.0,2.466666666666667,19.0,41.49999999999999,2.766666666666666,25.2,3.6,5.8,4.8,1.0,0.0804009383663894,0.652,0.041,0.529,1.9,2.3,W (+5),W (+5)
