Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
15.0,15.0,2022-11-14,33-210,DET,TOR,1.0,32.916666666666664,5.0,12.0,0.417,2.0,8.0,0.25,6.0,10.0,0.6,0.0,5.0,5.0,5.0,0.0,0.0,5.0,2.0,18.0,9.2,-1.0,4.0,3.0,0.75,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,1.0,40.0,2.0,6.800000000000001,58.4,2.92,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-4),L (-4)
16.0,16.0,2022-11-17,33-213,DET,LAC,1.0,34.88333333333333,10.0,18.0,0.556,2.0,4.0,0.5,4.0,5.0,0.8,0.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,26.0,19.2,4.0,14.0,8.0,0.5714285714285714,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,9.0,19.0,0.95,17.599999999999998,22.4,1.12,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-5),L (-5)
17.0,17.0,2022-11-18,33-214,DET,LAL,1.0,35.083333333333336,7.0,15.0,0.467,0.0,2.0,0.0,6.0,7.0,0.857,2.0,4.0,6.0,5.0,0.0,0.0,2.0,1.0,20.0,15.6,-7.0,13.0,7.0,0.5384615384615384,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,7.0,53.0,2.65,13.199999999999998,77.89999999999999,3.895,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-7),L (-7)
18.0,18.0,2022-11-20,33-216,DET,SAC,1.0,33.71666666666667,8.0,12.0,0.667,2.0,5.0,0.4,3.0,3.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,21.0,13.9,-23.0,7.0,6.0,0.8571428571428571,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,8.0,53.0,2.65,12.7,72.69999999999999,3.6349999999999993,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-8),L (-8)
19.0,19.0,2022-11-22,33-218,DET,DEN,1.0,35.333333333333336,8.0,17.0,0.471,1.0,5.0,0.2,5.0,6.0,0.833,2.0,7.0,9.0,4.0,0.0,0.0,3.0,1.0,22.0,15.8,-7.0,12.0,7.0,0.5833333333333334,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,9.0,52.0,2.6,13.800000000000004,59.5,2.975,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+2),W (+2)
20.0,20.0,2022-11-23,33-219,DET,UTA,1.0,34.21666666666667,7.0,18.0,0.389,1.0,3.0,0.333,8.0,8.0,1.0,1.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,23.0,16.8,1.0,15.0,6.0,0.4,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,5.0,69.0,3.45,13.599999999999996,79.39999999999998,3.969999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+9),W (+9)
21.0,21.0,2022-11-25,33-221,DET,PHO,1.0,33.21666666666667,9.0,21.0,0.429,1.0,4.0,0.25,0.0,0.0,,1.0,3.0,4.0,3.0,0.0,0.0,5.0,2.0,19.0,5.8,-6.0,17.0,8.0,0.4705882352941176,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,0.0,47.0,2.35,5.799999999999997,51.99999999999999,2.6,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,,
22.0,,2022-11-27,33-223,DET,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,,39.0,1.95,0.0,49.90000000000001,2.495000000000001,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-6),L (-6)
23.0,22.0,2022-11-29,33-225,DET,NYK,1.0,19.366666666666667,4.0,6.0,0.667,1.0,2.0,0.5,4.0,6.0,0.667,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,13.0,8.0,-21.0,4.0,3.0,0.75,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,0.0,58.0,2.9,6.4,64.19999999999999,3.2099999999999995,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-8),L (-8)
24.0,23.0,2022-12-01,33-227,DET,DAL,1.0,41.18333333333333,10.0,14.0,0.714,5.0,6.0,0.833,5.0,6.0,0.833,0.0,4.0,4.0,4.0,2.0,0.0,2.0,3.0,30.0,26.6,14.0,8.0,5.0,0.625,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,18.0,68.0,3.4,24.600000000000005,75.8,3.79,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-30),L (-30)
25.0,24.0,2022-12-04,33-230,DET,MEM,1.0,24.03333333333333,4.0,8.0,0.5,2.0,4.0,0.5,8.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,18.0,13.0,-29.0,4.0,2.0,0.5,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,2.0,62.0,3.1,9.8,60.3,3.015,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+6),W (+6)
26.0,25.0,2022-12-06,33-232,DET,MIA,1.0,30.35,12.0,16.0,0.75,7.0,9.0,0.778,0.0,0.0,,0.0,3.0,3.0,5.0,3.0,0.0,3.0,1.0,31.0,28.6,13.0,7.0,5.0,0.7142857142857143,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,23.0,47.0,2.35,28.6,50.6,2.53,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-10),L (-10)
27.0,26.0,2022-12-07,33-233,DET,NOP,1.0,20.166666666666668,1.0,8.0,0.125,1.0,4.0,0.25,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,-0.9,-13.0,4.0,0.0,0.0,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,-4.0,40.0,2.0,-1.6999999999999995,41.49999999999999,2.075,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+20),W (+20)
28.0,27.0,2022-12-09,33-235,DET,MEM,1.0,22.2,6.0,15.0,0.4,2.0,6.0,0.333,5.0,5.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,19.0,10.9,-19.0,9.0,4.0,0.4444444444444444,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,1.0,45.0,2.25,8.9,44.1,2.205,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-6),L (-6)
29.0,28.0,2022-12-11,33-237,DET,LAL,1.0,34.766666666666666,12.0,22.0,0.545,6.0,12.0,0.5,8.0,8.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,38.0,26.9,8.0,10.0,6.0,0.6,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,12.0,70.0,3.5,23.700000000000003,69.59999999999998,3.479999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-11),L (-11)
30.0,29.0,2022-12-14,33-240,DET,CHO,1.0,37.016666666666666,8.0,19.0,0.421,3.0,9.0,0.333,5.0,6.0,0.833,0.0,4.0,4.0,4.0,0.0,0.0,1.0,3.0,24.0,15.3,8.0,10.0,5.0,0.5,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,6.0,96.0,4.8,13.299999999999995,94.69999999999996,4.734999999999998,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-7),L (-7)
31.0,30.0,2022-12-16,33-242,DET,SAC,1.0,30.28333333333333,6.0,16.0,0.375,1.0,5.0,0.2,9.0,9.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,22.0,12.8,-17.0,11.0,5.0,0.4545454545454545,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,-1.0,51.0,2.55,9.2,49.899999999999984,2.494999999999999,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+7),W (+7)
32.0,31.0,2022-12-18,33-244,DET,BRK,1.0,30.766666666666666,7.0,16.0,0.438,3.0,8.0,0.375,9.0,9.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,26.0,18.3,9.0,8.0,4.0,0.5,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,4.0,57.0,2.85,14.700000000000005,62.7,3.135,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-9),L (-9)
33.0,32.0,2022-12-20,33-246,DET,UTA,1.0,30.95,5.0,13.0,0.385,2.0,6.0,0.333,3.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,4.0,15.0,8.3,-21.0,7.0,3.0,0.4285714285714285,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,4.0,62.0,3.1,7.1,83.10000000000002,4.155000000000001,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-3),L (-3)
34.0,33.0,2022-12-21,33-247,DET,PHI,1.0,23.516666666666666,1.0,3.0,0.333,0.0,0.0,,8.0,9.0,0.889,1.0,7.0,8.0,0.0,0.0,0.0,2.0,1.0,10.0,8.3,-2.0,3.0,1.0,0.3333333333333333,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,4.0,38.0,1.9,5.1,48.2,2.41,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-15),L (-15)
35.0,34.0,2022-12-23,33-249,DET,ATL,1.0,30.33333333333333,8.0,20.0,0.4,2.0,7.0,0.286,5.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,23.0,11.4,-12.0,13.0,6.0,0.4615384615384615,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,0.0,48.0,2.4,9.4,58.50000000000001,2.9250000000000003,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-20),L (-20)
36.0,35.0,2022-12-26,33-252,DET,LAC,1.0,39.45,7.0,20.0,0.35,1.0,6.0,0.167,8.0,9.0,0.889,0.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,23.0,10.9,-15.0,14.0,6.0,0.4285714285714285,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,-2.0,69.0,3.45,7.699999999999996,80.3,4.015,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-25),L (-25)
37.0,36.0,2022-12-28,33-254,DET,ORL,1.0,35.733333333333334,4.0,14.0,0.286,1.0,5.0,0.2,5.0,6.0,0.833,0.0,3.0,3.0,5.0,0.0,0.0,1.0,3.0,14.0,7.6,25.0,9.0,3.0,0.3333333333333333,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,1.0,56.0,2.8,5.6000000000000005,58.900000000000006,2.9450000000000003,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-11),L (-11)
38.0,37.0,2022-12-30,33-256,DET,CHI,1.0,31.15,8.0,19.0,0.421,2.0,6.0,0.333,2.0,4.0,0.5,1.0,3.0,4.0,6.0,1.0,0.0,3.0,1.0,20.0,12.5,-16.0,13.0,6.0,0.4615384615384615,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,5.0,59.0,2.95,11.699999999999996,69.1,3.455,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,W (+20),W (+20)
39.0,38.0,2022-12-31,33-257,DET,MIN,1.0,31.48333333333333,10.0,14.0,0.714,3.0,4.0,0.75,5.0,5.0,1.0,2.0,4.0,6.0,5.0,1.0,0.0,2.0,1.0,28.0,26.9,1.0,10.0,7.0,0.7,46,3,1,12,41,50,37,49,56,51,12,39,55,26,13,19,49,51.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,1.0,0.1,1.0,0.6612903225806451,0.8928571428571429,0.7115384615384616,0.98,0.7567567567567568,0.7611940298507462,0.8571428571428571,0.6190476190476191,0.7236842105263158,0.6190476190476191,0.7647058823529411,0.59375,0.6363636363636364,0.0,5,2,7,40.0,36.0,45.0,47.0,0.1111111111111111,0.05,0.0,0.1489361702127659,20,19.0,46.0,2.3,24.90000000000001,50.69999999999999,2.535,17.4,3.5,0.8,2.6,-1.8,0.1407407407407407,0.627,0.4,0.344,1.4,3.1,L (-14),L (-14)
