Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-09,23-043,MIL,@,OKC,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,82.0,4.315789473684211,0.0,95.3,5.015789473684211
11,12,,2022-11-11,23-045,MIL,@,SAS,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,40.0,2.1052631578947367,0.0,54.7,2.878947368421053
12,13,,2022-11-14,23-048,MIL,,ATL,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,31.0,1.631578947368421,0.0,56.1,2.9526315789473685
13,14,2,2022-11-16,23-050,MIL,,CLE,W (+15),0,15:15,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,2.1,-11,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,3.0,62.0,3.263157894736842,2.1,65.5,3.4473684210526314
14,15,,2022-11-18,23-052,MIL,@,PHI,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,54.0,2.8421052631578947,0.0,62.3,3.2789473684210524
15,16,3,2022-11-21,23-055,MIL,,POR,W (+8),0,0:39,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,0.0,77.0,4.052631578947368,0.0,94.2,4.957894736842105
16,17,,2022-11-23,23-057,MIL,,CHI,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,75.0,3.947368421052632,0.0,68.89999999999999,3.6263157894736837
17,18,4,2022-11-25,23-059,MIL,,CLE,W (+15),0,3:03,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,-7,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,1.0,76.0,4.0,-0.1,84.39999999999998,4.4421052631578934
18,19,5,2022-11-27,23-061,MIL,,DAL,W (+9),0,1:58,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,-5,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,-1.0,77.0,4.052631578947368,-1.1,91.8,4.8315789473684205
19,20,6,2022-11-30,23-064,MIL,@,NYK,W (+6),0,0:02,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,0.0,73.0,3.842105263157895,0.0,85.5,4.5
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-12-02,23-066,MIL,,LAL,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,83.0,4.368421052631579,0.0,102.6,5.3999999999999995
22,22,7,2022-12-03,23-067,MIL,@,CHO,W (+9),0,13:44,2.0,3.0,.667,2.0,2.0,1.000,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,8.0,6.9,+14,1.0,0.0,0.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,6.0,55.0,2.894736842105264,6.1000000000000005,55.2,2.905263157894737
23,23,8,2022-12-05,23-069,MIL,@,ORL,W (+7),0,10:10,4.0,6.0,.667,3.0,5.0,.600,1,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,8.6,-1,1.0,1.0,1.0,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,5.0,50.0,2.631578947368421,8.2,57.4,3.0210526315789474
24,24,9,2022-12-07,23-071,MIL,,SAC,W (+13),0,1:18,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,0.0,101.0,5.315789473684211,0.0,114.70000000000002,6.036842105263159
25,25,,2022-12-09,23-073,MIL,@,DAL,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,67.0,3.526315789473684,0.0,79.69999999999999,4.194736842105263
26,26,,2022-12-11,23-075,MIL,@,HOU,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,32,16,25,28,35,18,18,27,9,26,4,28,16,5,22,17,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4102564102564102,0.3478260869565217,0.3968253968253968,0.3888888888888889,0.4320987654320987,0.391304347826087,0.2903225806451613,0.4029850746268656,0.2727272727272727,0.0,0.5,0.4444444444444444,0.4590163934426229,0.3720930232558139,0.3125,0.5945945945945946,0.3269230769230769,3,7,58.0,18.0,16.0,0.0517241379310344,0.3888888888888889,0.0,19,,48.0,2.526315789473684,0.0,57.0,3.0
