Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-09,31-089,MIL,@,OKC,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,82.0,4.555555555555555,0.0,95.3,5.294444444444444
11,12,,2022-11-11,31-091,MIL,@,SAS,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,40.0,2.2222222222222223,0.0,54.7,3.038888888888889
12,13,,2022-11-14,31-094,MIL,,ATL,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,31.0,1.7222222222222223,0.0,56.1,3.1166666666666667
13,14,,2022-11-16,31-096,MIL,,CLE,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,65.0,3.611111111111111,0.0,67.6,3.755555555555555
14,15,,2022-11-18,31-098,MIL,@,PHI,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,54.0,3.0,0.0,62.3,3.461111111111111
15,16,,2022-11-21,31-101,MIL,,POR,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,77.0,4.277777777777778,0.0,94.2,5.233333333333333
16,17,,2022-11-23,31-103,MIL,,CHI,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,75.0,4.166666666666667,0.0,68.89999999999999,3.8277777777777775
17,18,,2022-11-25,31-105,MIL,,CLE,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,77.0,4.277777777777778,0.0,84.29999999999998,4.683333333333333
18,19,,2022-11-27,31-107,MIL,,DAL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,76.0,4.222222222222222,0.0,90.7,5.038888888888889
19,20,,2022-11-30,31-110,MIL,@,NYK,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,73.0,4.055555555555555,0.0,85.5,4.75
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,1,2022-12-02,31-112,MIL,,LAL,L (-4),1,26:34,6.0,11.0,.545,3.0,4.0,.750,2,2.0,1.000,0.0,2.0,2.0,7.0,0.0,0.0,0.0,3.0,17.0,16.0,+3,7.0,3.0,0.4285714285714285,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,13.0,70.0,3.888888888888889,15.2,87.4,4.855555555555556
22,22,,2022-12-03,31-113,MIL,@,CHO,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,,61.0,3.388888888888889,0.0,61.3,3.4055555555555554
23,23,2,2022-12-05,31-115,MIL,@,ORL,W (+7),1,25:51,1.0,11.0,.091,0.0,7.0,.000,3,4.0,.750,0.0,1.0,1.0,5.0,1.0,0.0,2.0,3.0,5.0,-1.1,-14,4.0,1.0,0.25,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,-5.0,60.0,3.333333333333333,-2.3000000000000003,67.89999999999999,3.7722222222222217
24,24,3,2022-12-07,31-117,MIL,,SAC,W (+13),1,29:11,5.0,11.0,.455,2.0,5.0,.400,2,2.0,1.000,1.0,5.0,6.0,6.0,1.0,0.0,1.0,3.0,14.0,13.5,+4,6.0,3.0,0.5,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,13.0,88.0,4.888888888888889,12.7,102.0,5.666666666666667
25,25,4,2022-12-09,31-119,MIL,@,DAL,W (+1),1,31:13,6.0,17.0,.353,2.0,8.0,.250,5,6.0,.833,0.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,19.0,13.4,+6,9.0,4.0,0.4444444444444444,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,5.0,62.0,3.4444444444444446,11.399999999999997,68.3,3.7944444444444443
26,26,5,2022-12-11,31-121,MIL,@,HOU,L (-5),1,6:29,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,+3,0.0,0.0,,9,24,31,8,27,30,33,24,9,29,14,2,31,5,12,20,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.2571428571428571,0.3428571428571428,0.3974358974358974,0.1739130434782608,0.4285714285714285,0.4166666666666667,0.4074074074074074,0.5217391304347826,0.1451612903225806,0.4328358208955223,0.0,0.2692307692307692,0.2222222222222222,0.5081967213114754,0.1162790697674418,0.0,0.3243243243243243,0.3846153846153846,5,10,58.0,18.0,16.0,0.0862068965517241,0.5555555555555556,0.0,18,-2.0,50.0,2.7777777777777777,-1.4,58.4,3.2444444444444445
