Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
18,19,14,2022-11-22,31-094,DET,@,DEN,W (+2),0,17:53,2.0,8.0,.250,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,4.0,1.0,0.0,0.0,3.0,5.0,3.8,+8,6.0,1.0,0.1666666666666666,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,57.0,2.85,3.8,69.5,3.475
19,20,15,2022-11-23,31-095,DET,@,UTA,W (+9),0,22:32,3.0,8.0,.375,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,5.4,+5,6.0,3.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,70.0,3.5,5.399999999999999,87.59999999999998,4.379999999999999
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-25,31-097,DET,@,PHO,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,47.0,2.35,0.0,57.79999999999999,2.8899999999999997
22,22,16,2022-11-27,31-099,DET,,CLE,L (-8),0,16:48,5.0,8.0,.625,0.0,1.0,.000,0,3.0,.000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,4.9,-9,7.0,5.0,0.7142857142857143,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,-1.0,40.0,2.0,4.9,45.00000000000001,2.2500000000000004
23,23,17,2022-11-29,31-101,DET,,NYK,L (-30),0,21:58,5.0,8.0,.625,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,11.0,8.2,-8,6.0,4.0,0.6666666666666666,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,7.0,51.0,2.55,8.2,62.39999999999999,3.1199999999999997
24,24,18,2022-12-01,31-103,DET,,DAL,W (+6),0,9:30,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,1.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,1.0,85.0,4.25,-1.1102230246251563e-16,100.40000000000002,5.020000000000001
25,25,19,2022-12-04,31-106,DET,,MEM,L (-10),0,20:03,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,8.0,7.7,+13,1.0,1.0,1.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,8.0,56.0,2.8,7.699999999999997,62.39999999999999,3.1199999999999997
26,26,20,2022-12-06,31-108,DET,@,MIA,W (+20),0,24:58,4.0,8.0,.500,2.0,5.0,.400,1,1.0,1.000,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,11.5,+23,3.0,2.0,0.6666666666666666,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,9.0,61.0,3.05,11.1,68.1,3.405
27,27,21,2022-12-07,31-109,DET,@,NOP,L (-6),0,20:47,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,-1.2,-3,2.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,0.0,36.0,1.8,-1.2000000000000004,40.99999999999999,2.05
28,28,22,2022-12-09,31-111,DET,@,MEM,L (-11),0,17:27,0.0,2.0,.000,0.0,2.0,.000,1,2.0,.500,0.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,3.0,-1,0.0,0.0,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,42.0,2.1,2.6000000000000005,50.39999999999999,2.5199999999999996
29,29,23,2022-12-11,31-113,DET,,LAL,L (-7),0,20:25,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,7.0,2.0,0.0,1.0,0.0,7.0,11.2,+3,3.0,2.0,0.6666666666666666,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,12.0,70.0,3.5,11.2,82.09999999999998,4.104999999999999
30,30,24,2022-12-14,31-116,DET,@,CHO,W (+7),0,13:40,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,-4.2,-14,0.0,0.0,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,-2.0,104.0,5.2,-4.2,112.19999999999996,5.609999999999998
31,31,25,2022-12-16,31-118,DET,,SAC,L (-9),0,19:18,2.0,7.0,.286,1.0,3.0,.333,1,1.0,1.000,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,6.0,6.3,+17,4.0,1.0,0.25,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,6.0,44.0,2.2,5.9,53.19999999999998,2.6599999999999993
32,32,26,2022-12-18,31-120,DET,,BRK,L (-3),0,15:51,2.0,5.0,.400,0.0,1.0,.000,2,2.0,1.000,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,6.0,5.3,-13,4.0,2.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,3.0,58.0,2.9,4.5,72.89999999999999,3.6449999999999996
33,33,27,2022-12-20,31-122,DET,,UTA,L (-15),0,12:45,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,-1.8,-2,2.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,-1.0,67.0,3.35,-1.7999999999999998,92.0,4.6
34,34,28,2022-12-21,31-123,DET,@,PHI,L (-20),0,3:33,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.7,0,0.0,0.0,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,38.0,1.9,3.6999999999999993,49.6,2.48
35,35,29,2022-12-23,31-125,DET,@,ATL,L (-25),0,5:56,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.6,+1,1.0,1.0,1.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,2.0,46.0,2.3,1.6,66.30000000000001,3.3150000000000004
36,36,,2022-12-26,31-128,DET,,LAC,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,67.0,3.35,0.0,87.99999999999999,4.3999999999999995
37,37,30,2022-12-28,31-130,DET,,ORL,W (+20),0,14:30,0.0,2.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,-1.1,-6,1.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,-1.0,58.0,2.9,-1.5000000000000002,66.0,3.3
38,38,31,2022-12-30,31-132,DET,@,CHI,L (-14),0,18:47,0.0,1.0,.000,0.0,0.0,,4,4.0,1.000,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,4.0,6.3,0,1.0,0.0,0.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,4.0,60.0,3.0,4.7,76.1,3.8049999999999997
39,39,32,2022-12-31,31-133,DET,@,MIN,W (+12),0,28:02,4.0,9.0,.444,1.0,3.0,.333,2,2.0,1.000,0.0,6.0,6.0,5.0,1.0,0.0,2.0,0.0,11.0,10.6,+26,6.0,3.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,10.0,55.0,2.75,9.799999999999995,65.8,3.29
40,40,33,2023-01-02,31-135,DET,@,POR,L (-29),0,21:17,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0,4.0,0.8,+2,5.0,2.0,0.4,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,2.0,37.0,1.85,0.7999999999999998,55.20000000000001,2.7600000000000007
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-04,31-137,DET,@,GSW,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,89.0,4.45,0.0,105.60000000000002,5.280000000000001
43,42,34,2023-01-06,31-139,DET,@,SAS,L (-12),0,12:28,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.9,-9,1.0,1.0,1.0,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,2.0,53.0,2.65,1.9,71.3,3.565
44,43,,2023-01-08,31-141,DET,,PHI,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,,55.0,2.75,0.0,70.29999999999998,3.5149999999999992
45,44,35,2023-01-10,31-143,DET,@,PHI,L (-31),0,21:53,2.0,7.0,.286,1.0,5.0,.200,5,6.0,.833,0.0,1.0,1.0,8.0,1.0,0.0,0.0,2.0,10.0,11.6,-1,2.0,1.0,0.5,34,41,2,10,10,38,35,36,55,52,10,31,56,37,8,28,34,51.0,59.0,3.0,10.0,12.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6949152542372882,0.6666666666666666,1.0,0.8333333333333334,0.6785714285714286,0.6730769230769231,0.72,0.7432432432432432,0.7761194029850746,0.7142857142857143,0.492063492063492,0.7368421052631579,0.8809523809523809,0.4705882352941176,0.875,0.4415584415584415,0.0,23,16,20,40.0,36.0,45.0,47.0,0.5111111111111111,0.4,0.0,0.425531914893617,20,7.0,21.0,1.05,9.600000000000003,41.1,2.055
