Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Shake Milton,Shared Games with Tobias Harris,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Devonte' Graham,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Jeremy Sochan,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Sandro Mamukelashvili,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Devonte' Graham,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jeremy Sochan,Jordan Hall,Joshua Primo,Justin Jackson,Keita Bates-Diop,Keldon Johnson,Khem Birch,Malaki Branham,Romeo Langford,Sandro Mamukelashvili,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Devonte' Graham,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Justin Jackson,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Khem Birch,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Sandro Mamukelashvili,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
36,36,,2023-01-02,21-187,PHI,,NOP,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,48.0,1.8461538461538465,0.0,66.3,2.55
37,37,,2023-01-04,21-189,PHI,,IND,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,40.0,1.5384615384615383,0.0,48.99999999999999,1.8846153846153844
38,38,,2023-01-06,21-191,PHI,,CHI,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,35.0,1.3461538461538465,0.0,47.1,1.8115384615384615
39,39,,2023-01-08,21-193,PHI,@,DET,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,41.0,1.5769230769230769,0.0,59.399999999999984,2.284615384615384
40,40,,2023-01-10,21-195,PHI,,DET,W (+31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,55.0,2.1153846153846154,0.0,69.0,2.6538461538461537
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-12,21-197,PHI,,OKC,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,47.0,1.807692307692308,0.0,61.9,2.3807692307692307
43,42,,2023-01-14,21-199,PHI,@,UTA,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,70.0,2.6923076923076925,0.0,80.39999999999998,3.0923076923076915
44,43,,2023-01-15,21-200,PHI,@,LAL,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,23.0,0.8846153846153846,0.0,49.400000000000006,1.9000000000000001
45,44,,2023-01-17,21-202,PHI,@,LAC,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,31.0,1.1923076923076923,0.0,44.29999999999999,1.7038461538461536
46,45,,2023-01-19,21-204,PHI,@,POR,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,45.0,1.7307692307692308,0.0,54.10000000000001,2.080769230769231
47,46,,2023-01-21,21-206,PHI,@,SAC,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,60.0,2.3076923076923075,0.0,75.89999999999999,2.919230769230769
48,47,,2023-01-25,21-210,PHI,,BRK,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,62.0,2.3846153846153846,0.0,84.80000000000001,3.261538461538462
49,48,,2023-01-28,21-213,PHI,,DEN,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,33.0,1.2692307692307692,0.0,57.3,2.2038461538461536
50,49,,2023-01-30,21-215,PHI,,ORL,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,53.0,2.0384615384615383,0.0,59.79999999999999,2.3
51,50,,2023-02-01,21-217,PHI,,ORL,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,53.0,2.0384615384615383,0.0,79.3,3.05
52,51,,2023-02-03,21-219,PHI,@,SAS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,54.0,2.076923076923077,0.0,71.8,2.7615384615384615
53,52,,2023-02-05,21-221,PHI,@,NYK,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,44.0,1.6923076923076923,0.0,50.3,1.9346153846153844
54,53,,2023-02-08,21-224,PHI,@,BOS,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,1,2,2,2,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0,8,15,3,6,12,12,9,7,5,14,8,14,6,14,10,9,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.4054054054054054,0.0857142857142857,0.1578947368421052,0.1643835616438356,0.4285714285714285,0.140625,0.2258064516129032,0.0892857142857142,0.0,0.0,0.0,0.208955223880597,0.1269841269841269,0.0,0.2121212121212121,0.1395348837209302,0.3255813953488372,0.0,0.1470588235294117,0.1428571428571428,26,,38.0,1.4615384615384617,0.0,51.6,1.9846153846153847
