Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,9.0,2022-11-06,25-264,CHI,TOR,0,16.5,1.0,5.0,.200,0.0,2.0,.000,2,4.0,.500,0.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,4.0,3.4,-4,3.0,1.0,0.3333333333333333,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,1.0,89.0,5.235294117647059,2.6,86.39999999999999,5.08235294117647,0.034389823199655,L (-9),L (-9)
12.0,10.0,2022-11-07,25-265,CHI,TOR,0,13.066666666666666,5.0,5.0,1.000,0.0,0.0,,2,3.0,.667,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,11.1,+7,5.0,5.0,1.0,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,6.0,96.0,5.647058823529412,10.3,90.5,5.323529411764706,0.034389823199655,W (+14),W (+14)
13.0,11.0,2022-11-09,25-267,CHI,NOP,0,11.2,2.0,4.0,.500,0.0,1.0,.000,1,1.0,1.000,1.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,5.0,4.9,-7,3.0,2.0,0.6666666666666666,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,5.0,70.0,4.117647058823529,4.5,71.8,4.223529411764706,0.034389823199655,L (-4),L (-4)
14.0,12.0,2022-11-13,25-271,CHI,DEN,0,15.016666666666667,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,2.1,+9,3.0,2.0,0.6666666666666666,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,3.0,66.0,3.882352941176471,2.1,68.09999999999998,4.005882352941176,0.034389823199655,L (-23),L (-23)
15.0,13.0,2022-11-16,25-274,CHI,NOP,0,11.4,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,-2.5,-2,1.0,0.0,0.0,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,-2.0,69.0,4.0588235294117645,-2.5,78.2,4.6000000000000005,0.034389823199655,L (-14),L (-14)
16.0,14.0,2022-11-18,25-276,CHI,ORL,0,4.9,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,-10,0.0,0.0,,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,0.0,98.0,5.764705882352941,-0.7999999999999999,97.5,5.735294117647059,0.034389823199655,L (-1),L (-1)
17.0,,2022-11-21,25-279,CHI,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,,107.0,6.294117647058823,0.0,101.3,5.958823529411765,0.034389823199655,W (+14),W (+14)
18.0,,2022-11-23,25-281,CHI,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,,105.0,6.176470588235294,0.0,107.7,6.335294117647059,0.034389823199655,W (+5),W (+5)
19.0,15.0,2022-11-25,25-283,CHI,OKC,0,6.466666666666667,2.0,4.0,.500,0.0,1.0,.000,2,2.0,1.000,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,5.7,+1,3.0,2.0,0.6666666666666666,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,3.0,64.0,3.764705882352941,4.9,73.39999999999999,4.317647058823529,0.034389823199655,L (-4),L (-4)
20.0,,2022-11-28,25-286,CHI,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,,69.0,4.0588235294117645,0.0,72.69999999999999,4.276470588235293,0.034389823199655,W (+7),W (+7)
21.0,16.0,2022-11-30,25-288,CHI,PHO,0,7.5,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.6,0,1.0,1.0,1.0,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,3.0,73.0,4.294117647058823,2.6,77.9,4.582352941176471,0.034389823199655,,
22.0,17.0,2022-12-02,25-290,CHI,GSW,0,10.35,3.0,5.0,.600,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,+4,4.0,3.0,0.75,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,0.0,73.0,4.294117647058823,2.0,80.9,4.758823529411765,0.034389823199655,L (-19),L (-19)
23.0,18.0,2022-12-04,25-292,CHI,SAC,0,16.916666666666668,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,3.0,3.0,3.0,0.8,-6,0.0,0.0,,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,3.0,59.0,3.4705882352941178,0.7999999999999989,77.49999999999999,4.558823529411764,0.034389823199655,L (-8),L (-8)
24.0,19.0,2022-12-07,25-295,CHI,WAS,0,14.233333333333333,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.3,-8,3.0,1.0,0.3333333333333333,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,2.0,90.0,5.294117647058823,2.3,94.5,5.5588235294117645,0.034389823199655,L (-9),L (-9)
25.0,20.0,2022-12-10,25-298,CHI,DAL,0,20.016666666666666,6.0,10.0,.600,4.0,5.0,.800,0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,0.0,3.0,16.0,13.8,+7,5.0,2.0,0.4,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,13.0,125.0,7.352941176470588,13.799999999999995,123.3,7.252941176470588,0.034389823199655,W (+4),W (+4)
26.0,21.0,2022-12-11,25-299,CHI,ATL,0,25.516666666666666,6.0,7.0,.857,1.0,2.0,.500,1,2.0,.500,2.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,14.0,16.8,+2,5.0,5.0,1.0,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,14.0,85.0,5.0,16.4,78.5,4.617647058823529,0.034389823199655,W (+29),W (+29)
27.0,22.0,2022-12-14,25-302,CHI,NYK,0,10.883333333333333,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.4,-7,1.0,1.0,1.0,54,49,62,5,56,31,58,43,24,4,5,64,64,11,61,67.0,67.0,80.0,7.0,74.0,38.0,74.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8059701492537313,0.7313432835820896,0.775,0.7142857142857143,0.7567567567567568,0.8157894736842105,0.7837837837837838,0.7413793103448276,0.75,,,0.8,0.7142857142857143,0.7804878048780488,0.7804878048780488,0.9166666666666666,0.7922077922077922,3,15,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2238805970149253,0.0,17,3.0,90.0,5.294117647058823,3.4,101.90000000000002,5.994117647058824,0.034389823199655,L (-1),L (-1)
