Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,,2022-11-06,23-022,CHI,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,90.0,5.625,0.0,88.99999999999999,5.562499999999999,0.000646830530401,L (-9),L (-9)
12.0,,2022-11-07,23-023,CHI,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,102.0,6.375,0.0,100.8,6.3,0.000646830530401,W (+14),W (+14)
13.0,,2022-11-09,23-025,CHI,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,75.0,4.6875,0.0,76.3,4.76875,0.000646830530401,L (-4),L (-4)
14.0,,2022-11-13,23-029,CHI,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,69.0,4.3125,0.0,70.19999999999999,4.387499999999999,0.000646830530401,L (-23),L (-23)
15.0,,2022-11-16,23-032,CHI,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,67.0,4.1875,0.0,75.7,4.73125,0.000646830530401,L (-14),L (-14)
16.0,,2022-11-18,23-034,CHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,98.0,6.125,0.0,96.7,6.04375,0.000646830530401,L (-1),L (-1)
17.0,,2022-11-21,23-037,CHI,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,107.0,6.6875,0.0,101.3,6.33125,0.000646830530401,W (+14),W (+14)
18.0,,2022-11-23,23-039,CHI,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,105.0,6.5625,0.0,107.7,6.73125,0.000646830530401,W (+5),W (+5)
19.0,,2022-11-25,23-041,CHI,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,67.0,4.1875,0.0,78.3,4.89375,0.000646830530401,L (-4),L (-4)
20.0,,2022-11-28,23-044,CHI,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,69.0,4.3125,0.0,72.69999999999999,4.543749999999999,0.000646830530401,W (+7),W (+7)
21.0,,2022-11-30,23-046,CHI,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,76.0,4.75,0.0,80.5,5.03125,0.000646830530401,,
22.0,,2022-12-02,23-048,CHI,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,73.0,4.5625,0.0,82.9,5.18125,0.000646830530401,L (-19),L (-19)
23.0,,2022-12-04,23-050,CHI,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,62.0,3.875,0.0,78.29999999999998,4.893749999999999,0.000646830530401,L (-8),L (-8)
24.0,,2022-12-07,23-053,CHI,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,92.0,5.75,0.0,96.8,6.05,0.000646830530401,L (-9),L (-9)
25.0,,2022-12-10,23-056,CHI,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,138.0,8.625,0.0,137.1,8.56875,0.000646830530401,W (+4),W (+4)
26.0,,2022-12-11,23-057,CHI,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,99.0,6.1875,0.0,94.9,5.93125,0.000646830530401,W (+29),W (+29)
27.0,,2022-12-14,23-060,CHI,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,93.0,5.8125,0.0,105.3,6.58125,0.000646830530401,L (-1),L (-1)
28.0,,2022-12-16,23-062,CHI,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,65.0,4.0625,0.0,60.09999999999999,3.756249999999999,0.000646830530401,L (-8),L (-8)
29.0,,2022-12-18,23-064,CHI,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,78.0,4.875,0.0,104.39999999999998,6.524999999999999,0.000646830530401,L (-23),L (-23)
30.0,,2022-12-20,23-066,CHI,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,79.0,4.9375,0.0,93.7,5.85625,0.000646830530401,L (-24),L (-24)
31.0,,2022-12-21,23-067,CHI,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,7,6,5,2,1,2,7,7,3,7,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0,0.0945945945945946,0.1842105263157894,0.081081081081081,0.078125,0.0344827586206896,0.03125,,,0.4,0.0853658536585365,0.0853658536585365,0.25,0.0909090909090909,2,3,65.0,67.0,35.0,31.0,0.064516129032258,0.0,0.044776119402985,0.0,16,,90.0,5.625,0.0,98.5,6.15625,0.000646830530401,W (+10),W (+10)
