Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11,2022-11-06,21-072,CHI,TOR,1,28.53333333333333,5.0,16.0,0.313,3.0,6.0,0.5,0,0.0,,5.0,2.0,7.0,1.0,0.0,2.0,0.0,4.0,13.0,8.4,-1,10.0,2.0,0.2,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,83.0,4.882352941176471,8.4,80.59999999999998,4.741176470588234,0.0898016386373436,L (-9),L (-9)
12.0,12,2022-11-07,21-073,CHI,TOR,1,24.78333333333333,4.0,8.0,0.5,0.0,2.0,0.0,2,2.0,1.0,3.0,3.0,6.0,2.0,0.0,1.0,1.0,4.0,10.0,8.5,2,6.0,4.0,0.6666666666666666,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,94.0,5.529411764705882,7.699999999999999,93.1,5.476470588235294,0.0898016386373436,W (+14),W (+14)
13.0,13,2022-11-09,21-075,CHI,NOP,1,26.316666666666663,3.0,7.0,0.429,1.0,2.0,0.5,0,0.0,,1.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,7.0,7.0,-5,5.0,2.0,0.4,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,67.0,3.941176470588236,6.999999999999998,69.3,4.076470588235294,0.0898016386373436,L (-4),L (-4)
14.0,14,2022-11-13,21-079,CHI,DEN,1,30.3,6.0,9.0,0.667,2.0,3.0,0.667,1,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,0.0,15.0,14.8,-24,6.0,4.0,0.6666666666666666,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,57.0,3.3529411764705883,14.399999999999991,55.8,3.2823529411764705,0.0898016386373436,L (-23),L (-23)
15.0,15,2022-11-16,21-082,CHI,NOP,1,23.03333333333333,2.0,4.0,0.5,1.0,2.0,0.5,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,5.0,2.1,-21,2.0,1.0,0.5,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,63.0,3.7058823529411766,2.1000000000000005,73.6,4.329411764705882,0.0898016386373436,L (-14),L (-14)
16.0,16,2022-11-18,21-084,CHI,ORL,1,32.56666666666667,3.0,5.0,0.6,2.0,4.0,0.5,4,4.0,1.0,2.0,5.0,7.0,1.0,1.0,0.0,1.0,0.0,12.0,13.3,4,1.0,1.0,1.0,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,87.0,5.117647058823529,11.7,85.0,5.0,0.0898016386373436,L (-1),L (-1)
17.0,17,2022-11-21,21-087,CHI,BOS,1,25.666666666666668,6.0,9.0,0.667,3.0,4.0,0.75,2,2.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,17.0,13.9,9,5.0,3.0,0.6,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,97.0,5.705882352941177,13.099999999999996,88.2,5.188235294117647,0.0898016386373436,W (+14),W (+14)
18.0,18,2022-11-23,21-089,CHI,MIL,1,26.08333333333333,3.0,7.0,0.429,2.0,4.0,0.5,3,4.0,0.75,0.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,11.0,7.7,-9,3.0,1.0,0.3333333333333333,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,99.0,5.823529411764706,6.5,101.2,5.952941176470588,0.0898016386373436,W (+5),W (+5)
19.0,19,2022-11-25,21-091,CHI,OKC,1,31.966666666666665,4.0,7.0,0.571,3.0,3.0,1.0,0,0.0,,2.0,4.0,6.0,1.0,0.0,2.0,2.0,4.0,11.0,8.8,7,4.0,1.0,0.25,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,56.0,3.294117647058824,8.799999999999999,69.5,4.088235294117647,0.0898016386373436,L (-4),L (-4)
20.0,20,2022-11-28,21-094,CHI,UTA,1,24.53333333333333,1.0,4.0,0.25,1.0,2.0,0.5,2,2.0,1.0,1.0,4.0,5.0,0.0,1.0,0.0,2.0,2.0,5.0,2.7,-4,2.0,0.0,0.0,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,66.0,3.882352941176471,1.9000000000000008,70.79999999999998,4.164705882352941,0.0898016386373436,W (+7),W (+7)
21.0,21,2022-11-30,21-096,CHI,PHO,1,28.08333333333333,0.0,8.0,0.0,0.0,3.0,0.0,2,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,-0.9,-14,5.0,0.0,0.0,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-3.0,79.0,4.647058823529412,-1.6999999999999995,82.19999999999999,4.8352941176470585,0.0898016386373436,,
22.0,22,2022-12-02,21-098,CHI,GSW,0,18.9,3.0,9.0,0.333,1.0,4.0,0.25,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,-0.7,-10,5.0,2.0,0.4,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,75.0,4.411764705882353,-0.7000000000000006,83.6,4.917647058823529,0.0898016386373436,L (-19),L (-19)
23.0,23,2022-12-04,21-100,CHI,SAC,1,32.733333333333334,4.0,8.0,0.5,1.0,3.0,0.333,1,1.0,1.0,2.0,4.0,6.0,0.0,1.0,2.0,2.0,4.0,10.0,7.4,5,5.0,3.0,0.6,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,54.0,3.176470588235294,6.999999999999998,71.29999999999998,4.194117647058823,0.0898016386373436,L (-8),L (-8)
24.0,24,2022-12-07,21-103,CHI,WAS,1,29.98333333333333,5.0,8.0,0.625,1.0,1.0,1.0,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,11.0,6.8,5,7.0,4.0,0.5714285714285714,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,86.0,5.0588235294117645,6.799999999999999,90.0,5.294117647058823,0.0898016386373436,L (-9),L (-9)
25.0,25,2022-12-10,21-106,CHI,DAL,1,30.5,6.0,10.0,0.6,4.0,5.0,0.8,0,0.0,,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,16.0,15.8,16,5.0,2.0,0.4,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,14.0,124.0,7.294117647058823,15.799999999999995,121.3,7.135294117647058,0.0898016386373436,W (+4),W (+4)
26.0,26,2022-12-11,21-107,CHI,ATL,1,25.066666666666663,4.0,10.0,0.4,0.0,3.0,0.0,0,0.0,,2.0,5.0,7.0,1.0,0.0,2.0,2.0,1.0,8.0,5.2,-5,7.0,4.0,0.5714285714285714,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,93.0,5.470588235294118,5.199999999999999,89.69999999999999,5.276470588235293,0.0898016386373436,W (+29),W (+29)
27.0,27,2022-12-14,21-110,CHI,NYK,1,40.18333333333333,4.0,6.0,0.667,2.0,3.0,0.667,1,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,11.0,12.8,-1,3.0,2.0,0.6666666666666666,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,81.0,4.764705882352941,12.4,92.9,5.464705882352941,0.0898016386373436,L (-1),L (-1)
28.0,28,2022-12-16,21-112,CHI,NYK,1,29.75,4.0,9.0,0.444,2.0,4.0,0.5,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,10.0,6.3,-30,5.0,2.0,0.4,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,61.0,3.588235294117647,6.3,53.79999999999999,3.1647058823529406,0.0898016386373436,L (-8),L (-8)
29.0,29,2022-12-18,21-114,CHI,MIN,1,32.25,4.0,9.0,0.444,2.0,5.0,0.4,3,3.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,13.0,10.5,-19,4.0,2.0,0.5,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,71.0,4.176470588235294,9.3,95.09999999999998,5.594117647058822,0.0898016386373436,L (-23),L (-23)
30.0,30,2022-12-20,21-116,CHI,MIA,1,31.8,2.0,8.0,0.25,1.0,4.0,0.25,1,2.0,0.5,0.0,3.0,3.0,4.0,1.0,0.0,3.0,3.0,6.0,1.3,13,4.0,1.0,0.25,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,78.0,4.588235294117647,0.9000000000000004,92.8,5.458823529411765,0.0898016386373436,L (-24),L (-24)
31.0,31,2022-12-21,21-117,CHI,ATL,1,37.0,5.0,11.0,0.455,1.0,5.0,0.2,0,0.0,,1.0,7.0,8.0,1.0,0.0,2.0,2.0,1.0,11.0,7.8,-3,6.0,4.0,0.6666666666666666,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,81.0,4.764705882352941,7.799999999999999,90.7,5.335294117647059,0.0898016386373436,W (+10),W (+10)
