Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with D'Angelo Russell,Shared Games with Davon Reed,Shared Games with Dennis Schröder,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Max Christie,Shared Games with Mo Bamba,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,D'Angelo Russell,Davon Reed,Dennis Schröder,Kendrick Nunn,LeBron James,Lonnie Walker IV,Max Christie,Mo Bamba,Onyeka Okongwu,Scotty Pippen Jr.,Shaquille Harrison,Sterling Brown,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with D'Angelo Russell,co_inf with Davon Reed,co_inf with Dennis Schröder,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Max Christie,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Scotty Pippen Jr.,co_inf with Shaquille Harrison,co_inf with Sterling Brown,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-06,25-345,UTA,LAC,1.0,31.28333333333333,3.0,8.0,0.375,2.0,7.0,0.286,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,10.0,3.8,0.0,1.0,1.0,1.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,1.0,80.0,2.5806451612903225,2.999999999999999,83.49999999999999,2.6935483870967736,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+8),W (+8)
12.0,12.0,2022-11-07,25-346,UTA,LAL,1.0,21.55,5.0,8.0,0.625,4.0,7.0,0.571,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,14.0,9.9,11.0,1.0,1.0,1.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,8.0,76.0,2.4516129032258065,9.9,83.19999999999999,2.6838709677419352,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+23),W (+23)
13.0,13.0,2022-11-09,25-348,UTA,ATL,0.0,29.35,6.0,11.0,0.545,6.0,10.0,0.6,0.0,0.0,,1.0,5.0,6.0,1.0,2.0,0.0,1.0,2.0,18.0,15.8,13.0,1.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,15.0,75.0,2.419354838709677,15.799999999999995,91.0,2.935483870967742,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+6),W (+6)
14.0,14.0,2022-11-12,25-351,UTA,WAS,0.0,29.45,6.0,13.0,0.462,4.0,9.0,0.444,0.0,0.0,,0.0,6.0,6.0,3.0,1.0,0.0,0.0,2.0,16.0,13.4,-1.0,4.0,2.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,13.0,110.0,3.548387096774193,13.399999999999997,119.79999999999998,3.8645161290322574,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-9),L (-9)
15.0,15.0,2022-11-13,25-352,UTA,PHI,0.0,28.95,6.0,13.0,0.462,4.0,10.0,0.4,2.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,18.0,13.1,3.0,3.0,2.0,0.6666666666666666,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,9.0,104.0,3.3548387096774195,12.299999999999995,90.6,2.92258064516129,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-7),L (-7)
16.0,16.0,2022-11-15,25-354,UTA,NYK,0.0,23.866666666666667,5.0,12.0,0.417,3.0,8.0,0.375,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,14.0,8.5,5.0,4.0,2.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,5.0,70.0,2.2580645161290325,8.099999999999998,82.60000000000001,2.6645161290322585,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-7),L (-7)
17.0,17.0,2022-11-18,25-357,UTA,PHO,0.0,31.266666666666666,10.0,17.0,0.588,7.0,13.0,0.538,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,27.0,20.4,-10.0,4.0,3.0,0.75,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,14.0,115.0,3.70967741935484,20.40000000000001,101.4,3.270967741935484,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+1),W (+1)
18.0,18.0,2022-11-19,25-358,UTA,POR,0.0,29.23333333333333,10.0,18.0,0.556,6.0,14.0,0.429,3.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,29.0,20.2,10.0,4.0,4.0,1.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,11.0,114.0,3.6774193548387095,19.0,119.2,3.8451612903225807,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+5),W (+5)
19.0,19.0,2022-11-21,25-360,UTA,LAC,0.0,30.166666666666668,2.0,11.0,0.182,2.0,10.0,0.2,0.0,0.0,,0.0,6.0,6.0,1.0,1.0,0.0,2.0,2.0,6.0,-0.2,-14.0,1.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,1.0,105.0,3.3870967741935485,-0.2000000000000004,96.0,3.096774193548387,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-7),L (-7)
20.0,20.0,2022-11-23,25-362,UTA,DET,0.0,29.28333333333333,9.0,18.0,0.5,8.0,15.0,0.533,3.0,4.0,0.75,2.0,9.0,11.0,5.0,0.0,0.0,1.0,2.0,29.0,25.4,-8.0,3.0,1.0,0.3333333333333333,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,22.0,91.0,2.935483870967742,24.2,108.2,3.490322580645161,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-9),L (-9)
21.0,21.0,2022-11-25,25-364,UTA,GSW,0.0,20.383333333333333,4.0,14.0,0.286,2.0,8.0,0.25,0.0,0.0,,2.0,3.0,5.0,1.0,5.0,0.0,1.0,0.0,10.0,8.8,-12.0,6.0,2.0,0.3333333333333333,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,6.0,96.0,3.096774193548387,8.799999999999999,117.7,3.796774193548387,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,,
22.0,22.0,2022-11-26,26-000,UTA,PHO,0.0,35.25,6.0,13.0,0.462,2.0,7.0,0.286,0.0,0.0,,0.0,5.0,5.0,4.0,0.0,0.0,2.0,2.0,14.0,8.8,-2.0,6.0,4.0,0.6666666666666666,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,8.0,109.0,3.5161290322580645,8.799999999999999,116.39999999999998,3.7548387096774185,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-11),L (-11)
23.0,23.0,2022-11-28,26-002,UTA,CHI,0.0,32.61666666666667,4.0,13.0,0.308,3.0,11.0,0.273,0.0,0.0,,0.0,3.0,3.0,4.0,2.0,0.0,0.0,2.0,11.0,8.4,-3.0,2.0,1.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,7.0,56.0,1.806451612903225,8.4,67.79999999999998,2.187096774193548,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-1),L (-1)
24.0,24.0,2022-11-30,26-004,UTA,LAC,0.0,18.78333333333333,1.0,9.0,0.111,1.0,7.0,0.143,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,3.0,-1.0,6.0,2.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-1.0,46.0,1.4838709677419355,-1.0000000000000009,55.2,1.780645161290323,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-7),L (-7)
25.0,25.0,2022-12-02,26-006,UTA,IND,0.0,30.35,6.0,15.0,0.4,4.0,11.0,0.364,0.0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,2.0,1.0,16.0,8.1,23.0,4.0,2.0,0.5,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,5.0,65.0,2.096774193548387,8.099999999999996,90.8,2.929032258064516,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+13),W (+13)
26.0,26.0,2022-12-03,26-007,UTA,POR,0.0,25.6,1.0,9.0,0.111,1.0,6.0,0.167,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,-3.1,-18.0,3.0,0.0,0.0,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,-4.0,111.0,3.5806451612903225,-3.1000000000000005,124.1,4.003225806451613,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,W (+20),W (+20)
27.0,27.0,2022-12-07,26-011,UTA,GSW,1.0,34.483333333333334,7.0,14.0,0.5,4.0,9.0,0.444,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,18.0,9.8,6.0,5.0,3.0,0.6,42,78,54,43,22,50,13,7,3,43,36,32,40,26,41,19,52,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.875,0.0,1.0,0.0,0.0,0.8852459016393442,0.6323529411764706,1.0,0.7575757575757576,0.9285714285714286,1.0,0.4285714285714285,0.6417910447761194,0.6101694915254238,0.5423728813559322,0.7142857142857143,0.5,0.6307692307692307,0.5277777777777778,0.7027027027027027,21,30,23,25,1,15,8,23,11,16,7,9,25,24,56.0,64.0,7.0,71.0,43.0,66.0,70.0,55.0,56.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.4107142857142857,0.390625,0.1428571428571428,0.2112676056338028,0.1860465116279069,0.3484848484848485,0.0,0.2,0.2857142857142857,0.1707317073170731,0.1836734693877551,0.0,0.0,0.0,0.0,,0.3289473684210526,0.3529411764705882,31,6.0,95.0,3.064516129032258,9.8,91.40000000000003,2.9483870967741947,10.9,1.4,-2.0,-0.9,-1.0,0.0766666666666666,0.531,0.702,0.069,0.0,-0.2,L (-5),L (-5)
