Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022/11/9,36-159,BOS,DET,1,26.383333333333333,6.0,6.0,1,1.0,1.0,1,0,1.0,0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,3.0,13.0,14.2,17,5.0,5.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,15.0,77.0,4.529411764705882,14.2,88.4,5.2,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+16),W (+16)
12.0,10.0,2022/11/11,36-161,BOS,DEN,1,34.43333333333333,7.0,12.0,0.583,6.0,8.0,0.75,1,2.0,0.5,0.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,21.0,19.5,11,4.0,1.0,0.25,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,17.0,84.0,4.941176470588236,19.1,93.39999999999998,5.494117647058822,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+19),W (+19)
13.0,,2022/11/12,36-162,BOS,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,82.0,4.823529411764706,0.0,99.6,5.858823529411764,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+9),W (+9)
14.0,11.0,2022/11/14,36-164,BOS,OKC,1,32.38333333333333,5.0,12.0,0.417,1.0,5.0,0.2,1,1.0,1,4.0,7.0,11.0,4.0,1.0,1.0,1.0,2.0,12.0,13.2,-1,7.0,4.0,0.571428571,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,15.0,67.0,3.941176470588236,12.800000000000002,89.3,5.252941176470588,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+4),W (+4)
15.0,12.0,2022/11/16,36-166,BOS,ATL,1,27.316666666666663,3.0,6.0,0.5,1.0,3.0,0.333,0,0.0,,3.0,8.0,11.0,4.0,0.0,1.0,2.0,4.0,7.0,8.4,23,3.0,2.0,0.666666667,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,15.0,90.0,5.294117647058823,8.4,97.79999999999998,5.752941176470587,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+25),W (+25)
16.0,13.0,2022/11/18,36-168,BOS,NOP,1,34.233333333333334,7.0,8.0,0.875,4.0,5.0,0.8,0,0.0,,3.0,4.0,7.0,2.0,0.0,0.0,2.0,1.0,18.0,17.5,17,3.0,3.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,17.0,77.0,4.529411764705882,17.5,90.29999999999998,5.311764705882352,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+8),W (+8)
17.0,14.0,2022/11/21,36-171,BOS,CHI,1,34.766666666666666,0.0,9.0,0,0.0,7.0,0,0,0.0,,1.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,-1,-11,2.0,0.0,0.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,1.0,73.0,4.294117647058823,-1.0000000000000004,88.29999999999998,5.194117647058823,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-14),L (-14)
18.0,15.0,2022/11/23,36-173,BOS,DAL,1,35.0,5.0,5.0,1,4.0,4.0,1,0,0.0,,0.0,5.0,5.0,4.0,0.0,1.0,0.0,2.0,14.0,16.7,17,1.0,1.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,19.0,72.0,4.235294117647059,16.7,90.09999999999998,5.299999999999999,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+13),W (+13)
19.0,16.0,2022/11/25,36-175,BOS,SAC,1,27.78333333333333,5.0,8.0,0.625,3.0,3.0,1,0,0.0,,0.0,4.0,4.0,5.0,0.0,2.0,0.0,1.0,13.0,15.1,0,5.0,2.0,0.4,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,16.0,73.0,4.294117647058823,15.099999999999998,88.99999999999999,5.235294117647058,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+18),W (+18)
20.0,17.0,2022/11/27,36-177,BOS,WAS,1,25.716666666666665,6.0,8.0,0.75,2.0,3.0,0.667,0,0.0,,0.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,14.0,15.5,17,5.0,4.0,0.8,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,15.0,63.0,3.7058823529411766,15.5,82.19999999999999,4.8352941176470585,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+9),W (+9)
21.0,,2022/11/28,36-178,BOS,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,120.0,7.0588235294117645,0.0,130.1,7.652941176470588,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,,
22.0,18.0,2022/11/30,36-180,BOS,MIA,1,33.333333333333336,2.0,4.0,0.5,2.0,4.0,0.5,0,0.0,,0.0,6.0,6.0,5.0,1.0,0.0,0.0,1.0,6.0,9.9,16,0.0,0.0,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,14.0,83.0,4.882352941176471,9.9,108.1,6.358823529411764,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+35),W (+35)
23.0,19.0,2022/12/2,36-182,BOS,MIA,1,34.38333333333333,2.0,5.0,0.4,1.0,4.0,0.25,0,0.0,,0.0,6.0,6.0,3.0,0.0,0.0,2.0,3.0,5.0,3,5,1.0,1.0,1.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,7.0,69.0,4.0588235294117645,2.999999999999999,92.7,5.452941176470588,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+13),W (+13)
24.0,20.0,2022/12/4,36-184,BOS,BRK,1,33.31666666666667,1.0,5.0,0.2,1.0,4.0,0.25,0,0.0,,0.0,6.0,6.0,2.0,1.0,3.0,0.0,3.0,3.0,5,14,1.0,0.0,0.0,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,10.0,75.0,4.411764705882353,4.999999999999999,85.9,5.052941176470589,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,L (-4),L (-4)
25.0,,2022/12/5,36-185,BOS,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,82.0,4.823529411764706,0.0,94.40000000000002,5.55294117647059,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+11),W (+11)
26.0,,2022/12/7,36-187,BOS,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23,63,60,55,59,11,18,51,52,49,2,16,35,30,61,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.5609756097560976,,0.7682926829268293,0.759493670886076,0.8208955223880597,0.7972972972972973,0.9166666666666666,0.782608695652174,0.7391304347826086,0.7761194029850746,0.8032786885245902,0.5,0.6956521739130435,0.7291666666666666,0.8571428571428571,0.7625,2,14,72.0,5.0,63.0,0.0,0.4,0.2222222222222222,17,,99.0,5.823529411764706,0.0,109.5,6.441176470588236,13.8,6.3,3.3,1.6,1.7,0.0636955847378761,0.631,0.678,0.044,2.5,3.6,W (+6),W (+6)
