Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Devonte' Graham,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Jeremy Sochan,Shared Games with Julian Champagnie,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Devonte' Graham,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jeremy Sochan,Jordan Hall,Joshua Primo,Julian Champagnie,Justin Jackson,Keita Bates-Diop,Keldon Johnson,Khem Birch,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Devonte' Graham,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Khem Birch,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,3.0,2022-11-09,23-170,MIL,OKC,0,6.25,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,+2,1.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,1.0,69.0,2.090909090909091,-0.9,71.4,2.163636363636364,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+4),W (+4)
12.0,4.0,2022-11-11,23-172,MIL,SAS,0,8.466666666666667,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.6,-2,2.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,3.0,52.0,1.5757575757575757,2.6,54.2,1.6424242424242426,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-18),L (-18)
13.0,5.0,2022-11-14,23-175,MIL,ATL,0,1.5833333333333337,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.4,0,1.0,1.0,1.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,2.0,60.0,1.818181818181818,2.3999999999999995,63.2,1.9151515151515155,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-15),L (-15)
14.0,6.0,2022-11-16,23-177,MIL,CLE,0,7.566666666666666,1.0,3.0,.333,0.0,2.0,.000,3,6.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.7,+3,1.0,1.0,1.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,-4.0,21.0,0.6363636363636364,0.5000000000000003,32.7,0.990909090909091,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+15),W (+15)
15.0,,2022-11-18,23-179,MIL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,63.0,1.9090909090909087,0.0,63.900000000000006,1.9363636363636365,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-8),L (-8)
16.0,7.0,2022-11-21,23-182,MIL,POR,0,1.3833333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,-6,1.0,1.0,1.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,2.0,55.0,1.6666666666666667,2.3999999999999995,57.900000000000006,1.7545454545454546,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+8),W (+8)
17.0,,2022-11-23,23-184,MIL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,50.0,1.5151515151515151,0.0,51.20000000000001,1.5515151515151515,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-5),L (-5)
18.0,8.0,2022-11-25,23-186,MIL,CLE,0,9.433333333333334,1.0,2.0,.500,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.5,-4,1.0,1.0,1.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,0.0,37.0,1.121212121212121,1.0999999999999996,50.6,1.5333333333333334,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+15),W (+15)
19.0,9.0,2022-11-27,23-188,MIL,DAL,0,7.2,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.5,-9,1.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,0.0,48.0,1.4545454545454546,-1.5,59.60000000000001,1.8060606060606064,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+9),W (+9)
20.0,,2022-11-30,23-191,MIL,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,56.0,1.696969696969697,0.0,66.2,2.0060606060606063,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+6),W (+6)
21.0,,2022-12-02,23-193,MIL,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,90.0,2.727272727272727,0.0,98.7,2.990909090909091,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,,
22.0,10.0,2022-12-03,23-194,MIL,CHO,0,14.966666666666669,2.0,6.0,.333,1.0,4.0,.250,1,2.0,.500,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,4.3,-1,2.0,1.0,0.5,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,5.0,67.0,2.0303030303030303,3.9,85.29999999999998,2.5848484848484845,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,L (-4),L (-4)
23.0,11.0,2022-12-05,23-196,MIL,ORL,0,23.03333333333333,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,2.0,4.0,6.0,2.0,1.0,1.0,2.0,3.0,8.0,8.2,+17,2.0,1.0,0.5,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,11.0,57.0,1.7272727272727273,8.2,53.6,1.6242424242424245,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+9),W (+9)
24.0,12.0,2022-12-07,23-198,MIL,SAC,0,1.3,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2,1.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,-1.0,48.0,1.4545454545454546,-0.7,54.2,1.6424242424242426,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+7),W (+7)
25.0,,2022-12-09,23-200,MIL,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,71.0,2.1515151515151514,0.0,85.20000000000002,2.5818181818181825,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+13),W (+13)
26.0,,2022-12-11,23-202,MIL,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,19,23,13,17,20,24,8,16,16,5,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692,15,18,4,9,15,15,11,9,7,14,18,9,17,9,14,13,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4864864864864865,0.1142857142857142,0.2368421052631578,0.2054794520547945,0.5357142857142857,0.171875,0.2903225806451613,0.125,0.0,0.0,0.8235294117647058,0.0,0.2686567164179104,0.1428571428571428,0.0,0.2575757575757575,0.2093023255813953,0.0,0.2058823529411764,0.2063492063492063,33,,63.0,1.9090909090909087,0.0,67.89999999999999,2.057575757575757,13.4,0.9,-2.4,-1.1,-1.3,0.0222246197000755,0.516,0.43,0.248,-0.1,0.4,W (+1),W (+1)
