Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
23.0,,2022-12-02,30-333,SAS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,68.0,3.5789473684210527,0.0,69.8,3.673684210526316,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-8),L (-8)
24.0,,2022-12-04,30-335,SAS,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,47.0,2.473684210526316,0.0,60.9,3.205263157894737,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-18),L (-18)
25.0,21.0,2022-12-08,30-339,SAS,HOU,0,23.3,3.0,7.0,.429,3.0,5.0,.600,3,3.0,1.000,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,12.0,9.9,-3,2.0,0.0,0.0,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,7.0,64.0,3.3684210526315788,8.7,77.3,4.068421052631579,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-38),L (-38)
26.0,22.0,2022-12-10,30-341,SAS,MIA,0,24.78333333333333,5.0,8.0,.625,3.0,5.0,.600,0,0.0,,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,13.0,12.5,+22,3.0,2.0,0.6666666666666666,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,11.0,52.0,2.736842105263158,12.5,68.69999999999999,3.61578947368421,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,W (+9),W (+9)
27.0,23.0,2022-12-12,30-343,SAS,CLE,0,17.6,3.0,6.0,.500,0.0,2.0,.000,1,1.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,-2,4.0,3.0,0.75,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,4.0,47.0,2.473684210526316,5.599999999999998,53.1,2.794736842105263,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,W (+4),W (+4)
28.0,24.0,2022-12-14,30-345,SAS,POR,0,21.03333333333333,5.0,9.0,.556,3.0,5.0,.600,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,14.0,7.0,-20,4.0,2.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,3.0,52.0,2.736842105263158,6.6,62.6,3.294736842105263,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,W (+1),W (+1)
29.0,25.0,2022-12-17,30-348,SAS,MIA,0,21.0,3.0,8.0,.375,2.0,6.0,.333,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,1.0,2.0,8.0,4.7,+9,2.0,1.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,6.0,66.0,3.473684210526316,4.699999999999998,75.1,3.952631578947368,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-16),L (-16)
30.0,26.0,2022-12-19,30-350,SAS,HOU,0,22.666666666666668,6.0,11.0,.545,4.0,6.0,.667,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,2.0,2.0,16.0,10.9,+16,5.0,2.0,0.4,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,9.0,70.0,3.684210526315789,10.899999999999997,77.6,4.084210526315789,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-10),L (-10)
31.0,27.0,2022-12-22,30-353,SAS,NOP,0,16.916666666666668,2.0,8.0,.250,1.0,5.0,.200,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,1.5,-10,3.0,1.0,0.3333333333333333,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,1.0,47.0,2.473684210526316,1.5,56.7,2.9842105263157896,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,W (+19),W (+19)
32.0,28.0,2022-12-23,30-354,SAS,ORL,0,19.45,4.0,12.0,.333,3.0,9.0,.333,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,5.8,-10,3.0,1.0,0.3333333333333333,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,0.0,58.0,3.0526315789473686,5.000000000000001,71.69999999999999,3.7736842105263153,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-9),L (-9)
33.0,29.0,2022-12-26,30-357,SAS,UTA,0,17.683333333333334,5.0,10.0,.500,1.0,4.0,.250,3,3.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,14.0,8.4,+5,6.0,4.0,0.6666666666666666,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,3.0,56.0,2.9473684210526314,7.200000000000001,76.29999999999998,4.01578947368421,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-20),L (-20)
34.0,,2022-12-27,30-358,SAS,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,47.0,2.473684210526316,0.0,59.89999999999999,3.152631578947368,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,W (+4),W (+4)
35.0,30.0,2022-12-29,30-360,SAS,NYK,0,16.3,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,8.0,6.7,+18,2.0,1.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,6.0,42.0,2.210526315789474,6.700000000000001,60.00000000000001,3.1578947368421058,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-16),L (-16)
36.0,31.0,2022-12-31,30-362,SAS,DAL,0,19.633333333333333,4.0,7.0,.571,1.0,2.0,.500,0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,1.0,3.0,9.0,6.8,+18,5.0,3.0,0.6,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,8.0,40.0,2.1052631578947367,6.8,59.49999999999999,3.131578947368421,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,W (+7),W (+7)
37.0,32.0,2023-01-02,30-364,SAS,BRK,0,9.416666666666666,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.3,-11,1.0,0.0,0.0,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,0.0,40.0,2.1052631578947367,-2.3,51.29999999999999,2.7,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-1),L (-1)
38.0,33.0,2023-01-04,31-001,SAS,NYK,0,23.466666666666665,5.0,7.0,.714,2.0,3.0,.667,3,4.0,.750,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,15.0,11.6,+15,4.0,3.0,0.75,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,6.0,29.0,1.5263157894736843,10.400000000000002,36.7,1.9315789473684213,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-36),L (-36)
39.0,34.0,2023-01-06,31-003,SAS,DET,0,21.216666666666665,3.0,7.0,.429,1.0,3.0,.333,2,3.0,.667,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,9.0,6.1,+7,4.0,2.0,0.5,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,3.0,38.0,2.0,5.299999999999998,54.1,2.847368421052632,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-3),L (-3)
40.0,35.0,2023-01-07,31-004,SAS,BOS,0,20.33333333333333,5.0,7.0,.714,2.0,3.0,.667,1,2.0,.500,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,13.0,10.1,-3,4.0,3.0,0.75,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,8.0,47.0,2.473684210526316,9.700000000000005,59.3,3.121052631578947,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,W (+12),W (+12)
41.0,36.0,2023-01-09,31-006,SAS,MEM,0,24.23333333333333,3.0,6.0,.500,1.0,3.0,.333,2,2.0,1.000,0.0,5.0,5.0,1.0,0.0,0.0,0.0,4.0,9.0,6.6,+3,3.0,2.0,0.6666666666666666,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,7.0,40.0,2.1052631578947367,5.799999999999999,56.1,2.9526315789473685,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-5),L (-5)
42.0,37.0,2023-01-11,31-008,SAS,MEM,0,23.98333333333333,6.0,9.0,.667,3.0,4.0,.750,0,0.0,,0.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0,15.0,13.0,-5,5.0,3.0,0.6,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,12.0,58.0,3.0526315789473686,12.999999999999996,67.39999999999999,3.547368421052631,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,,
43.0,38.0,2023-01-13,31-010,SAS,GSW,0,22.183333333333334,5.0,7.0,.714,1.0,3.0,.333,3,4.0,.750,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,14.0,12.6,-24,4.0,4.0,1.0,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,7.0,16.0,0.8421052631578947,11.400000000000002,38.0,2.0,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-8),L (-8)
44.0,,2023-01-15,31-012,SAS,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,,31.0,1.631578947368421,0.0,44.3,2.331578947368421,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-6),L (-6)
45.0,39.0,2023-01-17,31-014,SAS,BRK,0,21.316666666666663,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,1.0,2.0,4.0,2.8,-9,5.0,2.0,0.4,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,4.0,41.0,2.1578947368421053,2.8000000000000007,51.30000000000001,2.7000000000000006,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-31),L (-31)
46.0,40.0,2023-01-20,31-017,SAS,LAC,0,14.1,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-2.5,+7,3.0,1.0,0.3333333333333333,24,27,29,17,26,35,42,47,39,51,51,50,32,26,53,50,4.0,37.0,35.0,38.0,28.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.6486486486486487,0.7714285714285715,0.7631578947368421,0.6071428571428571,0.8387096774193549,0.8333333333333334,0.5833333333333334,0.8392857142857143,0.0,0.6,0.0,0.7611940298507462,0.8095238095238095,0.7575757575757576,0.7441860465116279,0.8666666666666667,0.7794117647058824,0.7936507936507936,11,9,11,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.5294117647058824,0.0,0.0,0.2558139534883721,19,-4.0,64.0,3.3684210526315788,-2.5,78.39999999999999,4.126315789473684,11.2,1.0,-3.2,-0.7,-2.5,0.0705577732225698,0.59,0.57,0.134,-0.4,1.0,L (-13),L (-13)
