Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Devonte' Graham,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jeremy Sochan,Jordan Hall,Joshua Primo,Julian Champagnie,Justin Jackson,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Sandro Mamukelashvili,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Devonte' Graham,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Sandro Mamukelashvili,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
31.0,18.0,2022-12-19,30-082,TOR,PHI,0,23.03333333333333,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,2.5,+6,3.0,1.0,0.3333333333333333,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6.0,42.0,2.4705882352941178,2.5000000000000004,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-16),L (-16)
32.0,,2022-12-21,30-084,TOR,NYK,Not With Team,0.0,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,58.0,3.411764705882353,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-3),L (-3)
33.0,,2022-12-23,30-086,TOR,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,59.0,3.4705882352941178,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,W (+7),W (+7)
34.0,19.0,2022-12-27,30-090,TOR,LAC,0,2.85,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+2,0.0,0.0,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1.0,46.0,2.7058823529411766,0.3,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,W (+11),W (+11)
35.0,20.0,2022-12-29,30-092,TOR,MEM,0,11.466666666666669,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,-1.2,-2,1.0,1.0,1.0,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,48.0,2.823529411764706,-1.2000000000000004,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-11),L (-11)
36.0,,2022-12-30,30-093,TOR,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,48.0,2.823529411764706,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-13),L (-13)
37.0,,2023-01-02,30-096,TOR,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,40.0,2.3529411764705883,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,W (+9),W (+9)
38.0,,2023-01-04,30-098,TOR,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,35.0,2.0588235294117645,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-8),L (-8)
39.0,,2023-01-06,30-100,TOR,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,41.0,2.411764705882353,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-3),L (-3)
40.0,,2023-01-08,30-102,TOR,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,55.0,3.235294117647059,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-4),L (-4)
41.0,,2023-01-10,30-104,TOR,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,47.0,2.764705882352941,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,W (+12),W (+12)
42.0,,2023-01-12,30-106,TOR,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,70.0,4.117647058823529,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,,
43.0,,2023-01-14,30-108,TOR,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,23.0,1.3529411764705883,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,W (+12),W (+12)
44.0,,2023-01-16,30-110,TOR,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,31.0,1.8235294117647056,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,W (+10),W (+10)
45.0,,2023-01-17,30-111,TOR,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,45.0,2.647058823529412,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-11),L (-11)
46.0,,2023-01-19,30-113,TOR,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,60.0,3.5294117647058822,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,W (+2),W (+2)
47.0,,2023-01-21,30-115,TOR,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,62.0,3.647058823529412,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-8),L (-8)
48.0,,2023-01-22,30-116,TOR,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,33.0,1.9411764705882355,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-2),L (-2)
49.0,,2023-01-25,30-119,TOR,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,53.0,3.117647058823529,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,L (-2),L (-2)
50.0,,2023-01-27,30-121,TOR,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,19,12,15,15,9,6,16,1,14,17,2,15,4,2,17,16,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.25,0.3275862068965517,0.3870967741935484,0.217391304347826,0.2272727272727272,0.36,0.6666666666666666,0.3809523809523809,0.2,0.2641509433962264,0.2537313432835821,0.25,0.2112676056338028,0.0727272727272727,0.2222222222222222,0.2207792207792207,0.2962962962962963,4.0,37.0,35.0,38.0,73.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,,53.0,3.117647058823529,0.0,0,0.0,9.4,0.2,-3.5,-4.6,1.1,0.0046466392911173,0.629,0.063,0.156,-0.1,0.1,W (+9),W (+9)
