Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Tre Jones,co_inf with Zach Collins,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11,2023-01-04,26-220,SAS,NYK,0,13.783333333333331,3.0,5.0,0.6,2.0,3.0,0.667,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,8.0,6.2,-3,2.0,1.0,0.5,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,7.0,63.0,3.9375,6.199999999999998,65.7,4.10625,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-3),L (-3)
12.0,12,2023-01-06,26-222,SAS,DET,0,16.95,3.0,3.0,1.0,3.0,3.0,1.0,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,9.0,8.9,14,0.0,0.0,,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,11.0,44.0,2.75,8.899999999999999,54.2,3.3875,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,W (+12),W (+12)
13.0,13,2023-01-07,26-223,SAS,BOS,0,12.3,3.0,7.0,0.429,0.0,2.0,0.0,4,5.0,0.8,2.0,2.0,4.0,2.0,0.0,0.0,1.0,3.0,10.0,7.1,-5,5.0,3.0,0.6,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,3.0,59.0,3.6875,5.499999999999999,57.50000000000001,3.5937500000000004,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-5),L (-5)
14.0,14,2023-01-09,26-225,SAS,MEM,0,19.4,2.0,4.0,0.5,1.0,2.0,0.5,1,2.0,0.5,0.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,6.0,5.7,4,2.0,1.0,0.5,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,7.0,10.0,0.625,5.300000000000001,31.5,1.96875,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-8),L (-8)
15.0,15,2023-01-11,26-227,SAS,MEM,0,14.416666666666666,3.0,6.0,0.5,1.0,3.0,0.333,0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,4.9,-9,3.0,2.0,0.6666666666666666,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,3.0,60.0,3.75,4.9,58.8,3.675,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-6),L (-6)
16.0,16,2023-01-13,26-229,SAS,GSW,0,10.2,1.0,1.0,1.0,0.0,0.0,,1,2.0,0.5,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,6.7,4,1.0,1.0,1.0,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,6.0,51.0,3.1875,6.299999999999999,55.900000000000006,3.4937500000000004,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-31),L (-31)
17.0,17,2023-01-15,26-231,SAS,SAC,0,12.0,2.0,5.0,0.4,0.0,0.0,,0,0.0,,2.0,3.0,5.0,6.0,0.0,0.0,1.0,2.0,4.0,6.0,-4,5.0,2.0,0.4,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,9.0,41.0,2.5625,5.999999999999999,34.7,2.16875,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-13),L (-13)
18.0,18,2023-01-17,26-233,SAS,BRK,0,5.7,0.0,1.0,0.0,0.0,0.0,,2,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,3.3,-4,1.0,0.0,0.0,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,3.0,34.0,2.125,2.5000000000000004,35.2,2.2,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,W (+8),W (+8)
19.0,19,2023-01-20,26-236,SAS,LAC,0,14.85,4.0,7.0,0.571,2.0,3.0,0.667,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,10.0,9.3,4,4.0,2.0,0.5,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,9.0,39.0,2.4375,9.3,54.10000000000001,3.3812500000000005,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-5),L (-5)
20.0,20,2023-01-23,26-239,SAS,POR,0,16.95,0.0,2.0,0.0,0.0,1.0,0.0,0,0.0,,1.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,-11,1.0,0.0,0.0,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,3.0,53.0,3.3125,0.0,62.7,3.91875,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-20),L (-20)
21.0,21,2023-01-25,26-241,SAS,LAL,0,13.866666666666667,0.0,2.0,0.0,0.0,1.0,0.0,0,0.0,,1.0,2.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,-1.4,-12,1.0,0.0,0.0,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,1.0,89.0,5.5625,-1.4000000000000004,101.4,6.3375,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,,
22.0,22,2023-01-26,26-242,SAS,LAC,0,16.533333333333335,1.0,2.0,0.5,0.0,0.0,,3,4.0,0.75,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,5.0,0.2,-18,2.0,1.0,0.5,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,-2.0,74.0,4.625,-1.0,85.59999999999997,5.349999999999998,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-9),L (-9)
23.0,23,2023-01-28,26-244,SAS,PHO,0,25.95,3.0,8.0,0.375,1.0,3.0,0.333,0,2.0,0.0,4.0,8.0,12.0,2.0,0.0,0.0,0.0,1.0,7.0,8.0,-6,5.0,2.0,0.4,2,22,24,4,26,12,25,22,24,21,25,27,16,17,29,19,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,68.0,63.0,0.0,0.054054054054054,0.6285714285714286,0.631578947368421,0.1428571428571428,0.40625,0.3870967741935484,0.5952380952380952,0.3055555555555556,0.4285714285714285,0.0,0.3230769230769231,0.0,0.373134328358209,0.4285714285714285,0.2424242424242424,0.3953488372093023,0.4264705882352941,0.3015873015873015,73.0,17.0,23.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,16,11.0,57.0,3.5625,8.0,48.0,3.0,13.5,0.7,-1.0,-0.8,-0.2,0.0187722515913259,0.625,0.328,0.32,0.1,0.5,L (-38),L (-38)
