Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-10,21-359,DAL,WAS,0.0,19.03333333333333,1.0,4.0,0.25,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,3.3,-15.0,3.0,1.0,0.3333333333333333,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,0.0,43.0,2.263157894736842,2.500000000000001,63.79999999999999,3.3578947368421046,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,L (-8),L (-8)
12.0,12.0,2022-11-12,21-361,DAL,POR,0.0,23.7,2.0,5.0,0.4,1.0,4.0,0.25,1.0,2.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,6.0,3.7,4.0,1.0,1.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,2.0,51.0,2.6842105263157894,3.2999999999999994,68.3,3.594736842105263,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,W (+5),W (+5)
13.0,13.0,2022-11-15,21-364,DAL,LAC,0.0,13.666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.6,-3.0,0.0,0.0,,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,-2.0,40.0,2.1052631578947367,-1.6,45.20000000000001,2.3789473684210534,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,W (+2),W (+2)
14.0,14.0,2022-11-16,22-000,DAL,HOU,1.0,16.533333333333335,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,3.0,2.0,5.0,0.0,2.0,0.0,1.0,3.0,4.0,5.1,-11.0,1.0,0.0,0.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,4.0,31.0,1.631578947368421,3.499999999999999,45.20000000000001,2.3789473684210534,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,L (-9),L (-9)
15.0,15.0,2022-11-18,22-002,DAL,DEN,0.0,17.7,2.0,3.0,0.667,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,4.9,21.0,2.0,2.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,5.0,71.0,3.736842105263158,4.5,79.99999999999999,4.210526315789473,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,W (+28),W (+28)
16.0,16.0,2022-11-20,22-004,DAL,DEN,0.0,30.066666666666663,8.0,9.0,0.889,6.0,7.0,0.857,1.0,2.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,23.0,17.9,13.0,2.0,2.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,13.0,32.0,1.6842105263157894,17.5,42.1,2.2157894736842105,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,L (-1),L (-1)
17.0,17.0,2022-11-23,22-007,DAL,BOS,0.0,22.166666666666668,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.7,11.0,2.0,0.0,0.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,1.0,50.0,2.631578947368421,0.6999999999999997,65.29999999999998,3.436842105263157,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,L (-13),L (-13)
18.0,18.0,2022-11-26,22-010,DAL,TOR,0.0,17.133333333333333,2.0,6.0,0.333,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0,6.0,0.9,-15.0,3.0,2.0,0.6666666666666666,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,0.0,54.0,2.8421052631578947,0.1000000000000005,63.399999999999984,3.336842105263157,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,L (-5),L (-5)
19.0,19.0,2022-11-27,22-011,DAL,MIL,0.0,19.966666666666665,2.0,3.0,0.667,1.0,2.0,0.5,3.0,4.0,0.75,0.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,8.0,6.7,5.0,1.0,1.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,5.0,57.0,3.0,5.500000000000001,78.80000000000001,4.147368421052632,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,L (-9),L (-9)
20.0,20.0,2022-11-29,22-013,DAL,GSW,0.0,26.98333333333333,5.0,7.0,0.714,3.0,5.0,0.6,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,13.0,11.0,-9.0,2.0,2.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,9.0,51.0,2.6842105263157894,11.0,68.89999999999998,3.626315789473683,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,W (+3),W (+3)
21.0,21.0,2022-12-01,22-015,DAL,DET,0.0,15.133333333333333,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,6.0,3.8,-5.0,3.0,3.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,4.0,82.0,4.315789473684211,3.8000000000000007,112.7,5.931578947368421,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,,
22.0,22.0,2022-12-03,22-017,DAL,NYK,0.0,27.33333333333333,2.0,6.0,0.333,1.0,4.0,0.25,2.0,3.0,0.667,1.0,2.0,3.0,5.0,2.0,0.0,1.0,3.0,7.0,7.8,6.0,2.0,1.0,0.5,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,7.0,66.0,3.473684210526316,6.999999999999999,80.00000000000001,4.210526315789474,11.2,2.6,-2.4,-1.9,-0.6,0.0582959641255605,0.645,0.442,0.246,-0.2,1.7,L (-6),L (-6)
