Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,8.0,2022-11-10,31-113,DAL,WAS,1,26.35,6.0,9.0,.667,0.0,0.0,,2,2.0,1.000,4.0,3.0,7.0,0.0,1.0,0.0,1.0,2.0,14.0,13.0,+5,9.0,6.0,0.6666666666666666,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,10.0,33.0,1.736842105263158,12.199999999999996,54.1,2.847368421052632,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,L (-8),L (-8)
12.0,9.0,2022-11-12,31-115,DAL,POR,1,15.366666666666667,1.0,2.0,.500,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.2,-15,2.0,1.0,0.5,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,1.0,52.0,2.736842105263158,0.1999999999999997,71.4,3.7578947368421054,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,W (+5),W (+5)
13.0,10.0,2022-11-15,31-118,DAL,LAC,1,22.466666666666665,1.0,3.0,.333,0.0,0.0,,1,2.0,.500,2.0,0.0,2.0,5.0,1.0,0.0,1.0,3.0,3.0,4.6,+13,3.0,1.0,0.3333333333333333,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,5.0,33.0,1.736842105263158,4.200000000000001,39.40000000000001,2.0736842105263165,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,W (+2),W (+2)
14.0,11.0,2022-11-16,31-119,DAL,HOU,1,17.483333333333334,2.0,3.0,.667,0.0,0.0,,3,4.0,.750,4.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,7.0,6.2,-9,3.0,2.0,0.6666666666666666,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,4.0,31.0,1.631578947368421,5.000000000000001,43.70000000000001,2.3000000000000007,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,L (-9),L (-9)
15.0,12.0,2022-11-18,31-121,DAL,DEN,1,12.983333333333333,2.0,2.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,-1,2.0,2.0,1.0,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,3.0,73.0,3.842105263157895,3.6,80.89999999999998,4.257894736842104,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,W (+28),W (+28)
16.0,13.0,2022-11-20,31-123,DAL,DEN,1,20.28333333333333,5.0,6.0,.833,0.0,0.0,,1,4.0,.250,3.0,2.0,5.0,1.0,1.0,0.0,1.0,3.0,11.0,9.8,-6,6.0,5.0,0.8333333333333334,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,7.0,38.0,2.0,9.4,50.2,2.642105263157895,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,L (-1),L (-1)
17.0,14.0,2022-11-23,31-126,DAL,BOS,1,10.866666666666667,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,-0.6,-6,0.0,0.0,,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,0.0,51.0,2.6842105263157894,-1.0000000000000002,66.99999999999999,3.526315789473684,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,L (-13),L (-13)
18.0,15.0,2022-11-26,31-129,DAL,TOR,1,14.15,3.0,3.0,1.000,0.0,0.0,,2,2.0,1.000,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,8.0,8.7,+8,3.0,3.0,1.0,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,6.0,48.0,2.526315789473684,7.899999999999999,55.59999999999999,2.9263157894736835,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,L (-5),L (-5)
19.0,16.0,2022-11-27,31-130,DAL,MIL,1,7.733333333333333,1.0,1.0,1.000,0.0,0.0,,2,4.0,.500,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.6,-4,1.0,1.0,1.0,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,0.0,62.0,3.263157894736842,2.8000000000000003,81.5,4.289473684210527,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,L (-9),L (-9)
20.0,17.0,2022-11-29,31-132,DAL,GSW,1,18.416666666666668,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,3.1,+13,3.0,2.0,0.6666666666666666,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,5.0,55.0,2.894736842105264,3.1,76.79999999999997,4.042105263157893,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,W (+3),W (+3)
21.0,18.0,2022-12-01,31-134,DAL,DET,1,17.533333333333335,3.0,3.0,1.000,0.0,0.0,,1,4.0,.250,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,7.0,0.3,-2,3.0,3.0,1.0,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,-2.0,88.0,4.631578947368421,-0.1,116.6,6.136842105263158,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,,
22.0,19.0,2022-12-03,31-136,DAL,NYK,1,17.566666666666666,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,5.0,2.0,7.0,1.0,1.0,0.0,1.0,2.0,6.0,8.7,+16,3.0,2.0,0.6666666666666666,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,9.0,64.0,3.3684210526315788,7.899999999999999,79.10000000000001,4.163157894736843,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,L (-6),L (-6)
23.0,20.0,2022-12-05,31-138,DAL,PHO,1,16.833333333333332,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,3.0,3.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,2.7,+6,1.0,0.0,0.0,62,35,43,44,46,37,57,62,34,26,73,49,37,68,3,1.0,67.0,66.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.9253731343283582,0.5303030303030303,0.9555555555555556,0.0,0.9361702127659576,0.9583333333333334,0.8809523809523809,0.95,0.0,0.9393939393939394,0.918918918918919,0.9629629629629628,0.935897435897436,0.620253164556962,0.925,0.9577464788732394,1.0,18,20,8,12,15.0,,46.0,60.0,35.0,0.391304347826087,0.3333333333333333,0.2285714285714285,0.8,,19,5.0,77.0,4.052631578947368,1.9,104.29999999999998,5.489473684210526,15.5,5.1,-1.2,-1.2,0.0,0.0540251975229553,0.738,0.019,0.625,0.3,3.8,W (+21),W (+21)
