Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,,2022-12-16,26-357,SAC,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,74.0,4.625,0.0,88.4,5.525,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,W (+1),W (+1)
29.0,,2022-12-19,26-360,SAC,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,60.0,3.75,0.0,81.0,5.0625,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,W (+9),W (+9)
30.0,,2022-12-21,26-362,SAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,84.0,5.25,0.0,94.0,5.875,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,L (-6),L (-6)
31.0,,2022-12-23,26-364,SAC,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,52.0,3.25,0.0,71.1,4.44375,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,W (+14),W (+14)
32.0,,2022-12-27,27-003,SAC,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,59.0,3.6875,0.0,73.8,4.6125,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,L (-14),L (-14)
33.0,,2022-12-28,27-004,SAC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,90.0,5.625,0.0,111.1,6.94375,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,L (-7),L (-7)
34.0,,2022-12-30,27-006,SAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,80.0,5.0,0.0,96.89999999999998,6.056249999999999,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,W (+1),W (+1)
35.0,,2023-01-01,27-008,SAC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,64.0,4.0,0.0,74.49999999999999,4.656249999999999,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,W (+1),W (+1)
36.0,,2023-01-03,27-010,SAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,70.0,4.375,0.0,81.29999999999998,5.081249999999999,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,L (-10),L (-10)
37.0,,2023-01-04,27-011,SAC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,26.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.0769230769230769,0.0303030303030303,0.025,0.0273972602739726,0.0,0.0253164556962025,0.024390243902439,0.0125,0.0625,0.0266666666666666,0.0571428571428571,0.0259740259740259,0.0625,0.0,0.0625,0.0238095238095238,0.03125,0.0135135135135135,12.0,36.0,0.0,0.0,16,,72.0,4.5,0.0,89.30000000000001,5.581250000000001,-3.5,0.0,-20.7,-12.7,-8.0,0.0002020610224287,0.347,0.0,1.0,0.0,0.0,W (+2),W (+2)
