Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-11,24-067,SAC,LAL,0,19.566666666666663,2.0,4.0,.500,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.6,-14,1.0,0.0,0.0,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,2.0,76.0,4.222222222222222,3.6,91.00000000000004,5.055555555555558,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+6),W (+6)
12.0,12.0,2022-11-13,24-069,SAC,GSW,0,14.15,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.3,-8,1.0,1.0,1.0,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,1.0,82.0,4.555555555555555,1.3000000000000005,93.20000000000002,5.177777777777779,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+7),W (+7)
13.0,13.0,2022-11-15,24-071,SAC,BRK,0,16.766666666666666,3.0,4.0,.750,0.0,1.0,.000,2,3.0,.667,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,8.0,7.0,+26,3.0,3.0,1.0,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,4.0,108.0,6.0,6.199999999999999,122.7,6.816666666666666,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+32),W (+32)
14.0,14.0,2022-11-17,24-073,SAC,SAS,0,27.65,3.0,6.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,6.4,+9,5.0,3.0,0.6,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,6.0,77.0,4.277777777777778,6.4,96.4,5.355555555555556,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+18),W (+18)
15.0,15.0,2022-11-20,24-076,SAC,DET,0,14.183333333333334,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,4.3,-4,2.0,1.0,0.5,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,4.0,78.0,4.333333333333333,4.299999999999999,105.8,5.877777777777777,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+8),W (+8)
16.0,16.0,2022-11-22,24-078,SAC,MEM,0,18.95,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,0.9,+4,2.0,1.0,0.5,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,2.0,61.0,3.388888888888889,0.8999999999999995,74.3,4.127777777777777,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+4),W (+4)
17.0,17.0,2022-11-23,24-079,SAC,ATL,0,19.3,2.0,6.0,.333,0.0,1.0,.000,0,1.0,.000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,1.2,0,5.0,2.0,0.4,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,-1.0,61.0,3.388888888888889,1.2000000000000002,66.99999999999999,3.722222222222221,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,L (-9),L (-9)
18.0,18.0,2022-11-25,24-081,SAC,BOS,0,14.133333333333333,5.0,6.0,.833,1.0,1.0,1.000,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.0,10.8,-3,5.0,4.0,0.8,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,6.0,38.0,2.111111111111111,9.999999999999998,47.29999999999998,2.627777777777777,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,L (-18),L (-18)
19.0,19.0,2022-11-28,24-084,SAC,PHO,0,25.33333333333333,2.0,7.0,.286,1.0,3.0,.333,2,2.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,7.0,5.4,+6,4.0,1.0,0.25,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,4.0,77.0,4.277777777777778,4.6000000000000005,90.90000000000002,5.050000000000001,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,L (-5),L (-5)
20.0,20.0,2022-11-30,24-086,SAC,IND,0,20.066666666666663,3.0,6.0,.500,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,8.0,8.1,+11,3.0,1.0,0.3333333333333333,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,7.0,86.0,4.777777777777778,8.100000000000001,94.2,5.233333333333333,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+23),W (+23)
21.0,21.0,2022-12-03,24-089,SAC,LAC,0,16.533333333333335,2.0,6.0,.333,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,4.0,3.1,+8,3.0,2.0,0.6666666666666666,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,5.0,81.0,4.5,3.1000000000000005,96.29999999999998,5.349999999999999,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,,
22.0,22.0,2022-12-04,24-090,SAC,CHI,0,24.266666666666666,3.0,9.0,.333,0.0,3.0,.000,3,4.0,.750,0.0,3.0,3.0,5.0,3.0,1.0,2.0,4.0,9.0,8.0,+8,6.0,3.0,0.5,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,6.0,69.0,3.8333333333333335,6.800000000000001,74.80000000000001,4.155555555555556,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+27),W (+27)
23.0,23.0,2022-12-07,24-093,SAC,MIL,0,20.25,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.9,-10,3.0,2.0,0.6666666666666666,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,2.0,60.0,3.333333333333333,1.9,75.29999999999997,4.183333333333332,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+9),W (+9)
24.0,24.0,2022-12-09,24-095,SAC,CLE,1,32.61666666666667,3.0,5.0,.600,1.0,2.0,.500,1,2.0,.500,0.0,4.0,4.0,6.0,0.0,0.0,2.0,2.0,8.0,7.9,+15,3.0,2.0,0.6666666666666666,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,9.0,57.0,3.1666666666666665,7.4999999999999964,70.29999999999998,3.9055555555555546,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,L (-13),L (-13)
25.0,25.0,2022-12-11,24-097,SAC,NYK,1,24.55,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,7.0,4.8,+1,3.0,2.0,0.6666666666666666,25,2,64,71,77,80,78,15,73,35,75,31,4,15,40,62,73,26.0,2.0,66.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9615384615384616,1.0,0.9696969696969696,0.9726027397260274,0.0,0.9746835443037974,0.975609756097561,0.975,0.9375,0.9733333333333334,1.0,0.974025974025974,0.96875,0.8,0.9375,0.9523809523809524,0.96875,0.9864864864864864,20,12.0,36.0,0.5555555555555556,0.0,18,6.0,26.0,1.4444444444444444,4.8,47.899999999999984,2.66111111111111,9.4,1.5,-2.8,-2.4,-0.4,0.045463730046474,0.545,0.494,0.078,-0.3,0.7,W (+11),W (+11)
