Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,9.0,2022-11-07,25-136,ORL,HOU,0,15.133333333333333,0.0,5.0,.000,0.0,0.0,,2,2.0,1.000,2.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,-1.0,-6,5.0,0.0,0.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,-2.0,61.0,3.388888888888889,-1.7999999999999996,62.60000000000001,3.4777777777777783,0.0154334500875656,L (-7),L (-7)
12.0,,2022-11-09,25-138,ORL,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,53.0,2.9444444444444446,0.0,48.1,2.6722222222222225,0.0154334500875656,W (+7),W (+7)
13.0,,2022-11-11,25-140,ORL,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,64.0,3.555555555555556,0.0,62.8,3.488888888888889,0.0154334500875656,W (+17),W (+17)
14.0,10.0,2022-11-14,25-143,ORL,CHO,0,11.083333333333334,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.3,+3,1.0,0.0,0.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,4.0,50.0,2.7777777777777777,3.3,46.5,2.583333333333333,0.0154334500875656,L (-7),L (-7)
15.0,11.0,2022-11-16,25-145,ORL,MIN,0,6.183333333333334,2.0,2.0,1.000,0.0,0.0,,5,5.0,1.000,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,9.8,0,2.0,2.0,1.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,4.0,67.0,3.7222222222222223,7.799999999999999,56.5,3.138888888888889,0.0154334500875656,L (-18),L (-18)
16.0,,2022-11-18,25-147,ORL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,77.0,4.277777777777778,0.0,60.59999999999999,3.366666666666666,0.0154334500875656,W (+1),W (+1)
17.0,12.0,2022-11-19,25-148,ORL,IND,0,3.733333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,+4,1.0,0.0,0.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,1.0,54.0,3.0,-0.0999999999999999,60.500000000000014,3.361111111111112,0.0154334500875656,L (-1),L (-1)
18.0,13.0,2022-11-21,25-150,ORL,IND,0,13.866666666666667,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,4.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,-2,3.0,1.0,0.3333333333333333,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,5.0,25.0,1.3888888888888888,2.999999999999999,36.4,2.022222222222222,0.0154334500875656,L (-21),L (-21)
19.0,,2022-11-25,25-154,ORL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,51.0,2.833333333333333,0.0,59.2,3.288888888888889,0.0154334500875656,L (-8),L (-8)
20.0,,2022-11-27,25-156,ORL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,52.0,2.888888888888889,0.0,57.1,3.1722222222222225,0.0154334500875656,L (-30),L (-30)
21.0,14.0,2022-11-28,25-157,ORL,BRK,0,15.533333333333331,1.0,5.0,.200,0.0,2.0,.000,2,3.0,.667,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,-0.3,-6,3.0,1.0,0.3333333333333333,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,-3.0,69.0,3.8333333333333335,-1.1,76.49999999999999,4.249999999999999,0.0154334500875656,,
22.0,15.0,2022-11-30,25-159,ORL,ATL,0,13.216666666666669,4.0,4.0,1.000,0.0,0.0,,1,1.0,1.000,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,9.0,6.7,-1,4.0,4.0,1.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,4.0,54.0,3.0,6.299999999999999,54.5,3.0277777777777777,0.0154334500875656,L (-7),L (-7)
23.0,16.0,2022-12-02,25-161,ORL,CLE,0,6.683333333333334,1.0,2.0,.500,0.0,1.0,.000,1,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,-6,1.0,1.0,1.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,1.0,61.0,3.388888888888889,1.9,64.7,3.594444444444445,0.0154334500875656,L (-17),L (-17)
24.0,17.0,2022-12-03,25-162,ORL,TOR,0,20.966666666666665,2.0,4.0,.500,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,5.3,+5,3.0,1.0,0.3333333333333333,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,6.0,26.0,1.4444444444444444,5.3,45.10000000000001,2.505555555555556,0.0154334500875656,L (-11),L (-11)
25.0,,2022-12-05,25-164,ORL,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,60.0,3.333333333333333,0.0,63.6,3.533333333333333,0.0154334500875656,L (-13),L (-13)
26.0,18.0,2022-12-07,25-166,ORL,LAC,0,9.616666666666667,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.3,+1,1.0,0.0,0.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,2.0,71.0,3.9444444444444446,2.5000000000000004,79.39999999999999,4.411111111111111,0.0154334500875656,L (-7),L (-7)
27.0,19.0,2022-12-09,25-168,ORL,TOR,0,7.4,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,+8,0.0,0.0,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,1.0,61.0,3.388888888888889,-0.0999999999999999,78.5,4.361111111111111,0.0154334500875656,W (+5),W (+5)
