Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,6,2022-11-06,20-117,CHI,@,TOR,L (-9),0,9:46,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,5.1,+1,2.0,2.0,1.0,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,5.0,85.0,5.0,5.1,83.89999999999999,4.935294117647058
11,12,7,2022-11-07,20-118,CHI,,TOR,W (+14),0,0:13,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,0.0,102.0,6.0,0.0,100.8,5.929411764705883
12,13,,2022-11-09,20-120,CHI,,NOP,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,75.0,4.411764705882353,0.0,76.3,4.488235294117647
13,14,8,2022-11-13,20-124,CHI,,DEN,L (-23),0,5:34,1.0,3.0,.333,1.0,1.0,1.000,2,2.0,1.000,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,3.3,+3,2.0,0.0,0.0,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,1.0,68.0,4.0,2.5000000000000013,67.69999999999999,3.9823529411764698
14,15,9,2022-11-16,20-127,CHI,@,NOP,L (-14),0,1:54,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3,+3,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,0.0,67.0,3.941176470588236,0.8999999999999999,74.8,4.3999999999999995
15,16,,2022-11-18,20-129,CHI,,ORL,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,98.0,5.764705882352941,0.0,96.7,5.688235294117647
16,17,,2022-11-21,20-132,CHI,,BOS,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,107.0,6.294117647058823,0.0,101.3,5.958823529411765
17,18,,2022-11-23,20-134,CHI,@,MIL,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,105.0,6.176470588235294,0.0,107.7,6.335294117647059
18,19,,2022-11-25,20-136,CHI,@,OKC,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,67.0,3.941176470588236,0.0,78.3,4.605882352941176
19,20,,2022-11-28,20-139,CHI,@,UTA,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,69.0,4.0588235294117645,0.0,72.69999999999999,4.276470588235293
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,0.0,0.0,0.0,0.0,0.0
21,21,10,2022-11-30,20-141,CHI,@,PHO,L (-19),0,3:32,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,-1.0,77.0,4.529411764705882,-0.7,81.19999999999999,4.776470588235293
22,22,,2022-12-02,20-143,CHI,@,GSW,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,73.0,4.294117647058823,0.0,82.9,4.876470588235295
23,23,,2022-12-04,20-145,CHI,@,SAC,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,62.0,3.647058823529412,0.0,78.29999999999998,4.605882352941175
24,24,,2022-12-07,20-148,CHI,,WAS,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,92.0,5.411764705882353,0.0,96.8,5.694117647058824
25,25,11,2022-12-10,20-151,CHI,,DAL,W (+29),0,3:31,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.7,+7,1.0,1.0,1.0,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,3.0,135.0,7.9411764705882355,2.7,134.39999999999998,7.905882352941175
26,26,,2022-12-11,20-152,CHI,@,ATL,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,99.0,5.823529411764706,0.0,94.9,5.582352941176471
27,27,,2022-12-14,20-155,CHI,,NYK,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,93.0,5.470588235294118,0.0,105.3,6.194117647058824
28,28,,2022-12-16,20-157,CHI,,NYK,L (-23),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,65.0,3.823529411764706,0.0,60.09999999999999,3.5352941176470583
