Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,25-213,DEN,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,84.0,4.941176470588236,0.0,96.4,5.670588235294118,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,W (+3),W (+3)
12.0,5.0,2022-11-11,25-215,DEN,BOS,0,2.033333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-1,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,-1.0,63.0,3.7058823529411766,-0.7,85.8,5.047058823529412,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,L (-19),L (-19)
13.0,6.0,2022-11-13,25-217,DEN,CHI,0,2.75,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.3,-3,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,2.0,101.0,5.941176470588236,2.3000000000000003,110.29999999999998,6.488235294117646,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,W (+23),W (+23)
14.0,7.0,2022-11-16,25-220,DEN,NYK,0,9.266666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2,+1,1.0,1.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,2.0,59.0,3.4705882352941178,1.2000000000000002,66.0,3.882352941176471,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,L (-3),L (-3)
15.0,8.0,2022-11-18,25-222,DEN,DAL,0,23.05,3.0,7.0,.429,1.0,3.0,.333,1,1.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,8.0,5.8,-19,4.0,2.0,0.5,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,4.0,52.0,3.0588235294117645,5.4,65.0,3.823529411764706,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,L (-28),L (-28)
16.0,9.0,2022-11-20,25-224,DEN,DAL,0,11.116666666666667,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,4.0,4.0,0.0,2.0,0.0,3.0,4.0,7.0,4.7,+1,2.0,2.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,7.0,56.0,3.294117647058824,4.699999999999999,59.7,3.511764705882353,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,W (+1),W (+1)
17.0,,2022-11-22,25-226,DEN,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,82.0,4.823529411764706,0.0,101.4,5.964705882352941,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,L (-2),L (-2)
18.0,10.0,2022-11-23,25-227,DEN,OKC,0,34.81666666666667,7.0,18.0,.389,3.0,10.0,.300,2,2.0,1.000,1.0,3.0,4.0,5.0,0.0,3.0,1.0,1.0,19.0,15.0,+6,8.0,4.0,0.5,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,10.0,94.0,5.529411764705882,14.199999999999998,115.59999999999998,6.799999999999999,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,W (+5),W (+5)
19.0,11.0,2022-11-25,25-229,DEN,LAC,0,24.683333333333334,4.0,9.0,.444,2.0,4.0,.500,3,4.0,.750,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,13.0,8.8,+10,5.0,2.0,0.4,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,3.0,75.0,4.411764705882353,7.599999999999998,88.4,5.2,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,W (+10),W (+10)
20.0,12.0,2022-11-28,25-232,DEN,HOU,0,19.266666666666666,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,0.4,+2,2.0,0.0,0.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,3.0,106.0,6.235294117647059,0.3999999999999994,120.1,7.064705882352941,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,W (+16),W (+16)
21.0,13.0,2022-11-30,25-234,DEN,HOU,0,21.23333333333333,5.0,6.0,.833,3.0,4.0,.750,0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,13.0,10.9,+18,2.0,2.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,11.0,82.0,4.823529411764706,10.9,91.0,5.352941176470588,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,,
22.0,14.0,2022-12-02,25-236,DEN,ATL,0,17.166666666666668,5.0,8.0,.625,2.0,4.0,.500,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,12.0,10.0,-7,4.0,3.0,0.75,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,8.0,69.0,4.0588235294117645,9.999999999999998,85.20000000000002,5.011764705882354,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,W (+20),W (+20)
23.0,15.0,2022-12-04,25-238,DEN,NOP,0,14.883333333333333,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,-1.3,-10,1.0,0.0,0.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,0.0,77.0,4.529411764705882,-1.2999999999999998,94.6,5.564705882352941,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,L (-8),L (-8)
24.0,16.0,2022-12-06,25-240,DEN,DAL,0,6.633333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,-1.1,-8,1.0,0.0,0.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,52.0,3.0588235294117645,-1.1,74.30000000000001,4.370588235294118,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,L (-15),L (-15)
25.0,17.0,2022-12-08,25-242,DEN,POR,0,6.566666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.7,-5,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,3.0,70.0,4.117647058823529,1.7,90.2,5.305882352941176,11.0,1.7,-1.8,-1.7,-0.1,0.0312796208530805,0.606,0.507,0.181,0.0,0.9,L (-1),L (-1)
