Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Donovan Williams,co_inf with Reggie Jackson,co_inf with Thomas Bryant,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,,2022-11-09,23-137,DEN,IND,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,84.0,0.0,96.4,0.0,,W (+3),W (+3)
12.0,,2022-11-11,23-139,DEN,BOS,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,62.0,0.0,85.1,0.0,,L (-19),L (-19)
13.0,,2022-11-13,23-141,DEN,CHI,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,103.0,0.0,112.59999999999997,0.0,,W (+23),W (+23)
14.0,,2022-11-16,23-144,DEN,NYK,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,61.0,0.0,67.2,0.0,,L (-3),L (-3)
15.0,,2022-11-18,23-146,DEN,DAL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,56.0,0.0,70.4,0.0,,L (-28),L (-28)
16.0,,2022-11-20,23-148,DEN,DAL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,63.0,0.0,64.4,0.0,,W (+1),W (+1)
17.0,,2022-11-22,23-150,DEN,DET,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,82.0,0.0,101.4,0.0,,L (-2),L (-2)
18.0,,2022-11-23,23-151,DEN,OKC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,104.0,0.0,129.79999999999998,0.0,,W (+5),W (+5)
19.0,,2022-11-25,23-153,DEN,LAC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,78.0,0.0,96.0,0.0,,W (+10),W (+10)
20.0,,2022-11-28,23-156,DEN,HOU,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,109.0,0.0,120.5,0.0,,W (+16),W (+16)
21.0,,2022-11-30,23-158,DEN,HOU,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,101.9,0.0,,,
22.0,,2022-12-02,23-160,DEN,ATL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,77.0,0.0,95.20000000000002,0.0,,W (+20),W (+20)
23.0,,2022-12-04,23-162,DEN,NOP,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,77.0,0.0,93.3,0.0,,L (-8),L (-8)
24.0,,2022-12-06,23-164,DEN,DAL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,53.0,0.0,73.20000000000002,0.0,,L (-15),L (-15)
25.0,,2022-12-08,23-166,DEN,POR,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,73.0,0.0,91.9,0.0,,L (-1),L (-1)
26.0,,2022-12-10,23-168,DEN,UTA,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,80.0,0.0,97.6,0.0,,W (+1),W (+1)
27.0,,2022-12-14,23-172,DEN,WAS,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,91.0,0.0,111.89999999999998,0.0,,W (+5),W (+5)
28.0,,2022-12-16,23-174,DEN,LAL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,69.0,0.0,90.5,0.0,,W (+13),W (+13)
29.0,,2022-12-18,23-176,DEN,CHO,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,90.0,0.0,102.7,0.0,,L (-18),L (-18)
30.0,,2022-12-20,23-178,DEN,MEM,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,77.0,0.0,88.9,0.0,,W (+4),W (+4)
31.0,,2022-12-23,23-181,DEN,POR,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,97.0,0.0,110.59999999999998,0.0,,W (+14),W (+14)
32.0,,2022-12-25,23-183,DEN,PHO,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,104.2,0.0,,W (+13),W (+13)
33.0,,2022-12-27,23-185,DEN,SAC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,105.1,0.0,,W (+3),W (+3)
34.0,,2022-12-28,23-186,DEN,SAC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,83.0,0.0,98.9,0.0,,W (+7),W (+7)
35.0,,2022-12-30,23-188,DEN,MIA,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,94.0,0.0,103.7,0.0,,L (-1),L (-1)
36.0,,2023-01-01,23-190,DEN,BOS,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,113.0,0.0,122.39999999999998,0.0,,W (+5),W (+5)
37.0,,2023-01-02,23-191,DEN,MIN,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,75.0,0.0,86.59999999999998,0.0,,W (+12),W (+12)
38.0,,2023-01-05,23-194,DEN,LAC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,113.0,0.0,116.7,0.0,,L (-13),L (-13)
39.0,,2023-01-06,23-195,DEN,CLE,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,110.0,0.0,116.59999999999998,0.0,,W (+31),W (+31)
40.0,,2023-01-09,23-198,DEN,LAL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,109.0,0.0,114.49999999999996,0.0,,W (+13),W (+13)
41.0,,2023-01-11,23-200,DEN,PHO,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,82.0,0.0,100.09999999999998,0.0,,W (+13),W (+13)
42.0,,2023-01-13,23-202,DEN,LAC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,77.0,0.0,94.29999999999998,0.0,,,
43.0,,2023-01-15,23-204,DEN,ORL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,85.0,0.0,101.2,0.0,,W (+29),W (+29)
44.0,,2023-01-17,23-206,DEN,POR,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,88.0,0.0,102.9,0.0,,W (+12),W (+12)
45.0,,2023-01-18,23-207,DEN,MIN,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,72.0,0.0,94.1,0.0,,W (+3),W (+3)
46.0,,2023-01-20,23-209,DEN,IND,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,115.0,0.0,127.2,0.0,,W (+9),W (+9)
47.0,,2023-01-22,23-211,DEN,OKC,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,83.0,0.0,106.3,0.0,,W (+4),W (+4)
48.0,,2023-01-24,23-213,DEN,NOP,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,74.0,0.0,89.79999999999998,0.0,,W (+23),W (+23)
49.0,,2023-01-25,23-214,DEN,MIL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,65.0,0.0,71.19999999999999,0.0,,L (-2),L (-2)
50.0,,2023-01-28,23-217,DEN,PHI,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,104.8,0.0,,W (+1),W (+1)
51.0,,2023-01-31,23-220,DEN,NOP,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,99.0,0.0,117.30000000000004,0.0,,L (-8),L (-8)
52.0,,2023-02-02,23-222,DEN,GSW,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,111.0,0.0,135.5,0.0,,L (-7),L (-7)
53.0,,2023-02-04,23-224,DEN,ATL,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,112.0,0.0,124.70000000000005,0.0,,W (+9),W (+9)
54.0,,2023-02-05,23-225,DEN,MIN,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,46.0,0.0,60.3,0.0,,W (+17),W (+17)
55.0,,2023-02-07,23-227,DEN,MIN,,0.0,,,,,,,,,,,,,68.0,56.0,80.0,76.0,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,59.0,0.0,0.0,0.0,0,0,0,0,,130.0,0.0,142.8,0.0,,W (+20),W (+20)
