Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,CO_HGS,HGS,avg_EFF,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
22.0,12.0,2022-11-28,32-097,BRK,ORL,0.0,24.8,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,2.9,9.0,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,3.0,68.0,2.9000000000000004,62.99999999999999,3.090909090909091,2.863636363636364,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+14),W (+14)
23.0,13.0,2022-11-30,32-099,BRK,WAS,0.0,22.95,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,1.0,5.0,6.0,1.0,1.0,0.0,3.0,5.0,2.0,-1.5,4.0,3.0,1.0,0.3333333333333333,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,3.0,62.0,-1.5,66.5,2.8181818181818183,3.022727272727273,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+7),W (+7)
24.0,14.0,2022-12-02,32-101,BRK,TOR,0.0,20.45,1.0,5.0,0.2,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,1.0,4.0,0.3,16.0,3.0,1.0,0.3333333333333333,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,75.0,-0.5000000000000004,88.29999999999998,3.409090909090909,4.013636363636363,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+6),W (+6)
25.0,15.0,2022-12-04,32-103,BRK,BOS,0.0,14.333333333333334,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,-2.0,2.0,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,0.0,45.0,-2.0,52.1,2.0454545454545454,2.368181818181818,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+9),W (+9)
26.0,16.0,2022-12-07,32-106,BRK,CHO,0.0,28.28333333333333,8.0,11.0,0.727,3.0,6.0,0.5,1.0,1.0,1.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,2.0,20.0,20.4,5.0,5.0,5.0,1.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,19.0,75.0,20.0,91.5,3.409090909090909,4.159090909090909,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,L (-11),L (-11)
27.0,17.0,2022-12-09,32-108,BRK,ATL,0.0,32.71666666666667,3.0,8.0,0.375,2.0,5.0,0.4,3.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,11.0,7.5,-4.0,3.0,1.0,0.3333333333333333,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,3.0,93.0,6.300000000000002,97.1,4.227272727272728,4.413636363636363,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+6),W (+6)
28.0,,2022-12-10,32-109,BRK,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,62.0,0.0,98.89999999999998,2.8181818181818183,4.495454545454544,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+4),W (+4)
29.0,18.0,2022-12-12,32-111,BRK,WAS,0.0,21.85,1.0,7.0,0.143,1.0,6.0,0.167,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,-1.1,-6.0,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,68.0,-1.0999999999999996,79.19999999999999,3.090909090909091,3.6,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+3),W (+3)
30.0,19.0,2022-12-16,32-115,BRK,TOR,0.0,6.6,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1,-6.0,2.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,82.0,-1.1,82.89999999999999,3.727272727272727,3.7681818181818176,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+12),W (+12)
31.0,20.0,2022-12-18,32-117,BRK,DET,0.0,9.45,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.6,-1.0,1.0,0.0,0.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,1.0,84.0,1.6,82.99999999999999,3.8181818181818175,3.772727272727272,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+3),W (+3)
32.0,21.0,2022-12-21,32-120,BRK,GSW,0.0,18.55,4.0,6.0,0.667,1.0,3.0,0.333,3.0,3.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,3.0,12.0,14.0,-3.0,3.0,3.0,1.0,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,12.0,91.0,12.8,103.5,4.136363636363637,4.704545454545454,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+3),W (+3)
33.0,22.0,2022-12-23,32-122,BRK,MIL,0.0,24.98333333333333,2.0,9.0,0.222,1.0,4.0,0.25,0.0,0.0,,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,0.8,6.0,5.0,1.0,0.2,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-2.0,72.0,0.8000000000000003,80.0,3.272727272727273,3.636363636363636,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+30),W (+30)
34.0,,2022-12-26,32-125,BRK,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,,70.0,0.0,70.6,3.1818181818181817,3.209090909090909,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+18),W (+18)
35.0,23.0,2022-12-28,32-127,BRK,ATL,0.0,6.516666666666667,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-0.5,-12.0,3.0,1.0,0.3333333333333333,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,72.0,-0.5000000000000002,80.69999999999999,3.272727272727273,3.6681818181818175,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+8),W (+8)
36.0,24.0,2022-12-31,32-130,BRK,CHO,0.0,20.166666666666668,3.0,8.0,0.375,1.0,3.0,0.333,1.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,2.0,2.0,8.0,4.1,9.0,5.0,2.0,0.4,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,4.0,91.0,3.6999999999999984,98.2,4.136363636363637,4.463636363636364,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+1),W (+1)
37.0,25.0,2023-01-02,32-132,BRK,SAS,1.0,22.03333333333333,6.0,12.0,0.5,4.0,7.0,0.571,0.0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,16.0,12.9,24.0,5.0,2.0,0.4,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,10.0,76.0,12.9,88.7,3.4545454545454546,4.031818181818182,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+17),W (+17)
38.0,26.0,2023-01-04,32-134,BRK,CHI,0.0,26.98333333333333,8.0,11.0,0.727,6.0,7.0,0.857,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,22.0,20.9,-2.0,4.0,2.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,16.0,43.0,20.9,47.8,1.9545454545454544,2.1727272727272724,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+36),W (+36)
39.0,27.0,2023-01-06,32-136,BRK,NOP,0.0,15.966666666666669,3.0,9.0,0.333,2.0,5.0,0.4,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,8.0,3.8,-2.0,4.0,1.0,0.25,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,2.0,72.0,3.8000000000000007,67.3,3.272727272727273,3.059090909090909,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,L (-9),L (-9)
40.0,28.0,2023-01-08,32-138,BRK,MIA,0.0,24.33333333333333,6.0,9.0,0.667,1.0,3.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,14.0,10.9,-4.0,6.0,5.0,0.8333333333333334,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,8.0,61.0,10.499999999999996,57.6,2.772727272727273,2.618181818181818,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+6),W (+6)
41.0,29.0,2023-01-12,32-142,BRK,BOS,0.0,25.266666666666666,4.0,9.0,0.444,1.0,3.0,0.333,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,11.0,4.6,-6.0,6.0,3.0,0.5,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,-1.0,90.0,3.799999999999999,101.29999999999998,4.090909090909091,4.604545454545454,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,W (+1),W (+1)
42.0,30.0,2023-01-15,32-145,BRK,OKC,0.0,26.85,9.0,15.0,0.6,3.0,8.0,0.375,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,23.0,17.4,-11.0,7.0,6.0,0.8571428571428571,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,9.0,87.0,16.6,80.4,3.954545454545455,3.654545454545455,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,,
43.0,31.0,2023-01-17,32-147,BRK,SAS,1.0,31.416666666666668,6.0,16.0,0.375,1.0,7.0,0.143,3.0,3.0,1.0,3.0,4.0,7.0,2.0,1.0,0.0,3.0,4.0,16.0,8.3,-14.0,9.0,5.0,0.5555555555555556,30,42,12,31,38,58,7,28,30,19,58,21,58,22,40,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,42.0,58.0,0.0,0.7142857142857143,0.7368421052631579,0.5217391304347826,0.6458333333333334,0.7169811320754716,0.7837837837837838,0.1944444444444444,0.5957446808510638,0.5,0.5428571428571428,0.7631578947368421,0.525,0.0,0.7631578947368421,0.5238095238095238,0.6896551724137931,22,21,3,2,21,7,22,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3333333333333333,0.2658227848101265,0.1764705882352941,0.0555555555555555,0.0,0.5,0.4666666666666667,0.2650602409638554,0.0,22,4.0,73.0,7.1,72.1,3.3181818181818183,3.277272727272727,12.3,1.8,-2.1,-1.2,-0.9,0.0603550295857988,0.593,0.517,0.122,0.0,0.9,L (-11),L (-11)
