Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-06,26-332,UTA,@,LAC,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,,63.0,3.15,0.0,72.69999999999999,3.6349999999999993
11,12,6,2022-11-07,26-333,UTA,,LAL,W (+23),0,5:02,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,-0.5,-2,1.0,1.0,1.0,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,-1.0,90.0,4.5,-0.5000000000000001,107.29999999999998,5.364999999999999
12,13,,2022-11-09,26-335,UTA,@,ATL,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,,46.0,2.3,0.0,62.19999999999998,3.109999999999999
13,14,7,2022-11-12,26-338,UTA,@,WAS,L (-9),0,2:28,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+3,0.0,0.0,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,0.0,52.0,2.6,0.0,66.39999999999998,3.319999999999999
14,15,,2022-11-13,26-339,UTA,@,PHI,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,,33.0,1.65,0.0,48.1,2.4050000000000002
15,16,8,2022-11-15,26-341,UTA,,NYK,L (-7),0,16:47,3.0,6.0,.500,3.0,5.0,.600,0,0.0,,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,9.0,9.1,-19,1.0,0.0,0.0,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,9.0,47.0,2.35,9.1,59.59999999999999,2.9799999999999995
16,17,9,2022-11-18,26-344,UTA,,PHO,W (+1),0,9:32,1.0,1.0,1.000,1.0,1.0,1.000,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.9,-7,0.0,0.0,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,3.0,56.0,2.8,3.5000000000000004,65.7,3.285
17,18,10,2022-11-19,26-345,UTA,@,POR,W (+5),0,12:08,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.2,+5,1.0,0.0,0.0,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,0.0,58.0,2.9,1.2000000000000006,65.69999999999999,3.2849999999999993
18,19,11,2022-11-21,26-347,UTA,@,LAC,L (-7),0,6:53,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.6,-6,1.0,1.0,1.0,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,0.0,69.0,3.45,0.5999999999999996,81.39999999999998,4.0699999999999985
19,20,12,2022-11-23,26-349,UTA,,DET,L (-9),0,11:35,2.0,5.0,.400,2.0,3.0,.667,4,5.0,.800,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,10.0,6.1,-6,2.0,0.0,0.0,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,1.0,85.0,4.25,4.5,75.3,3.7649999999999997
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-25,26-351,UTA,@,GSW,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,,90.0,4.5,0.0,89.60000000000002,4.480000000000001
22,22,,2022-11-26,26-352,UTA,@,PHO,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,,72.0,3.6,0.0,76.60000000000001,3.8300000000000005
23,23,,2022-11-28,26-354,UTA,,CHI,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,,60.0,3.0,0.0,66.7,3.335
24,24,13,2022-11-30,26-356,UTA,,LAC,W (+13),0,11:02,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.7,-10,1.0,0.0,0.0,27,25,17,33,41,12,39,11,4,26,5,20,19,41,33,45,30,47,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,65.0,36.0,74.0,0.5625,0.0,0.3205128205128205,0.0,0.9444444444444444,0.5409836065573771,0.6029411764705882,0.5454545454545454,0.5909090909090909,0.7857142857142857,0.5714285714285714,0.3209876543209876,0.7142857142857143,0.2985074626865671,0.3220338983050847,0.6949152542372882,0.5892857142857143,0.6923076923076923,0.8333333333333334,0.6351351351351351,18,21,41.0,52.0,67.0,0.4390243902439024,0.4038461538461538,0.0,20,2.0,88.0,4.4,2.7,80.5,4.025
