Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,10,2022-11-07,24-163,PHI,,PHO,W (+12),1,33:50,2.0,7.0,.286,1.0,6.0,.167,1,2.0,.500,2.0,5.0,7.0,2.0,1.0,2.0,1.0,5.0,6.0,5.2,+12,1.0,1.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,70.0,3.684210526315789,4.800000000000002,79.69999999999999,4.194736842105263
11,12,11,2022-11-10,24-166,PHI,@,ATL,L (-9),1,28:27,2.0,7.0,.286,1.0,3.0,.333,0,0.0,,4.0,6.0,10.0,1.0,0.0,0.0,3.0,0.0,5.0,3.2,-7,4.0,1.0,0.25,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,6.0,53.0,2.789473684210526,3.1999999999999984,59.89999999999999,3.152631578947368
12,13,,2022-11-12,24-168,PHI,,ATL,W (+12),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,,103.0,5.421052631578948,0.0,106.29999999999998,5.594736842105262
13,14,12,2022-11-13,24-169,PHI,,UTA,W (+7),0,20:25,3.0,5.0,.600,0.0,1.0,.000,0,0.0,,2.0,4.0,6.0,2.0,0.0,1.0,1.0,1.0,6.0,7.0,-15,4.0,3.0,0.75,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,9.0,73.0,3.842105263157895,6.999999999999998,87.39999999999999,4.6
14,15,13,2022-11-18,24-174,PHI,,MIL,W (+8),1,36:03,3.0,8.0,.375,2.0,3.0,.667,2,2.0,1.000,2.0,5.0,7.0,6.0,0.0,0.0,5.0,2.0,10.0,6.9,+6,5.0,1.0,0.2,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,72.0,3.789473684210526,6.099999999999996,84.8,4.463157894736842
15,16,14,2022-11-19,24-175,PHI,,MIN,L (-3),1,36:40,7.0,16.0,.438,5.0,9.0,.556,0,2.0,.000,1.0,4.0,5.0,6.0,5.0,1.0,3.0,3.0,19.0,17.4,-2,7.0,2.0,0.2857142857142857,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,15.0,51.0,2.6842105263157894,17.400000000000002,51.7,2.7210526315789476
16,17,15,2022-11-22,24-178,PHI,,BRK,W (+9),1,32:09,7.0,16.0,.438,6.0,11.0,.545,2,2.0,1.000,3.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,22.0,19.3,+2,5.0,1.0,0.2,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,14.0,75.0,3.947368421052632,18.500000000000004,77.19999999999999,4.063157894736841
17,18,16,2022-11-23,24-179,PHI,@,CHO,L (-6),1,36:32,7.0,18.0,.389,2.0,9.0,.222,4,4.0,1.000,0.0,6.0,6.0,3.0,4.0,0.0,5.0,2.0,20.0,12.3,-1,9.0,5.0,0.5555555555555556,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,6.0,62.0,3.263157894736842,10.7,61.90000000000001,3.257894736842106
18,19,17,2022-11-25,24-181,PHI,@,ORL,W (+8),1,37:19,5.0,14.0,.357,3.0,9.0,.333,0,2.0,.000,0.0,4.0,4.0,4.0,4.0,0.0,3.0,4.0,13.0,7.8,+1,5.0,2.0,0.4,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,6.0,78.0,4.105263157894737,7.800000000000001,88.3,4.647368421052631
19,20,18,2022-11-27,24-183,PHI,@,ORL,W (+30),1,29:39,5.0,12.0,.417,1.0,6.0,.167,0,0.0,,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,11.0,7.6,+14,6.0,4.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,5.0,117.0,6.157894736842105,7.599999999999996,120.1,6.321052631578947
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,,0.0,0.0,0.0,0.0,0.0
21,21,19,2022-11-28,24-184,PHI,,ATL,W (+3),1,31:58,3.0,12.0,.250,2.0,8.0,.250,1,2.0,.500,0.0,2.0,2.0,5.0,2.0,0.0,2.0,4.0,9.0,3.9,-12,4.0,1.0,0.25,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,2.0,87.0,4.578947368421052,3.4999999999999982,95.4,5.021052631578947
22,22,20,2022-11-30,24-186,PHI,@,CLE,L (-28),1,27:37,4.0,11.0,.364,1.0,4.0,.250,0,0.0,,1.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,9.0,6.5,-25,7.0,3.0,0.4285714285714285,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,4.0,37.0,1.947368421052632,6.500000000000001,44.6,2.3473684210526318
23,23,21,2022-12-02,24-188,PHI,@,MEM,L (-8),1,34:04,5.0,13.0,.385,3.0,8.0,.375,0,0.0,,2.0,4.0,6.0,4.0,0.0,1.0,3.0,3.0,13.0,7.8,+11,5.0,2.0,0.4,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,83.0,4.368421052631579,7.799999999999997,80.99999999999999,4.263157894736842
24,24,22,2022-12-05,24-191,PHI,@,HOU,L (-9),1,39:59,3.0,8.0,.375,3.0,8.0,.375,0,0.0,,2.0,6.0,8.0,6.0,2.0,0.0,2.0,5.0,9.0,10.0,-3,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,15.0,65.0,3.421052631578948,9.999999999999998,73.9,3.8894736842105266
25,25,23,2022-12-09,24-195,PHI,,LAL,W (+11),1,43:04,11.0,16.0,.688,8.0,12.0,.667,3,4.0,.750,0.0,4.0,4.0,2.0,7.0,0.0,2.0,1.0,33.0,33.0,+3,4.0,3.0,0.75,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,24.0,78.0,4.105263157894737,31.8,75.50000000000001,3.9736842105263164
26,26,24,2022-12-11,24-197,PHI,,CHO,W (+18),1,28:25,4.0,8.0,.500,4.0,7.0,.571,0,0.0,,0.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,12.0,10.5,+15,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,11.0,111.0,5.842105263157895,10.499999999999998,114.6,6.031578947368421
27,27,,2022-12-13,24-199,PHI,,SAC,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,,94.0,4.947368421052632,0.0,99.90000000000002,5.257894736842107
