Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,26.0,2022-12-09,22-178,NYK,CHO,1,34.916666666666664,9.0,18.0,.500,1.0,3.0,.333,7,8.0,.875,1.0,6.0,7.0,4.0,1.0,0.0,2.0,2.0,26.0,20.1,+17,15.0,8.0,0.5333333333333333,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,10.0,98.0,5.764705882352941,17.299999999999997,85.6,5.035294117647059,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+24),W (+24)
27.0,27.0,2022-12-11,22-180,NYK,SAC,1,44.083333333333336,9.0,21.0,.429,2.0,6.0,.333,7,9.0,.778,0.0,9.0,9.0,6.0,3.0,2.0,3.0,3.0,27.0,22.2,+8,15.0,7.0,0.4666666666666667,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,14.0,81.0,4.764705882352941,19.4,66.70000000000002,3.923529411764707,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+19),W (+19)
28.0,28.0,2022-12-14,22-183,NYK,CHI,1,33.983333333333334,8.0,17.0,.471,4.0,7.0,.571,2,2.0,1.000,2.0,4.0,6.0,2.0,0.0,1.0,3.0,6.0,22.0,12.6,-4,10.0,4.0,0.4,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,9.0,90.0,5.294117647058823,11.799999999999995,89.89999999999999,5.288235294117647,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+13),W (+13)
29.0,29.0,2022-12-16,22-185,NYK,CHI,1,37.88333333333333,9.0,20.0,.450,3.0,5.0,.600,6,11.0,.545,0.0,4.0,4.0,2.0,0.0,0.0,2.0,1.0,27.0,14.8,+28,15.0,6.0,0.4,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,73.0,4.294117647058823,12.400000000000002,77.4,4.552941176470589,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+8),W (+8)
30.0,30.0,2022-12-18,22-187,NYK,IND,1,42.18333333333333,10.0,19.0,.526,0.0,5.0,.000,4,5.0,.800,2.0,2.0,4.0,0.0,0.0,1.0,5.0,2.0,24.0,11.2,+11,14.0,10.0,0.7142857142857143,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,75.0,4.411764705882353,9.599999999999998,78.60000000000001,4.623529411764706,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+23),W (+23)
31.0,31.0,2022-12-20,22-189,NYK,GSW,1,31.116666666666667,8.0,19.0,.421,1.0,6.0,.167,1,2.0,.500,2.0,1.0,3.0,5.0,0.0,0.0,0.0,2.0,18.0,11.9,+14,13.0,7.0,0.5384615384615384,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,5.0,91.0,5.352941176470588,11.499999999999998,102.5,6.029411764705882,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+3),W (+3)
32.0,32.0,2022-12-21,22-190,NYK,TOR,1,45.61666666666667,11.0,19.0,.579,4.0,6.0,.667,4,6.0,.667,0.0,5.0,5.0,5.0,1.0,0.0,4.0,3.0,30.0,21.1,-10,13.0,7.0,0.5384615384615384,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,12.0,66.0,3.882352941176471,19.500000000000004,62.5,3.676470588235294,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+38),W (+38)
33.0,33.0,2022-12-23,22-192,NYK,CHI,1,39.38333333333333,14.0,20.0,.700,6.0,6.0,1.000,10,13.0,.769,1.0,6.0,7.0,4.0,0.0,0.0,6.0,5.0,44.0,31.7,-1,14.0,8.0,0.5714285714285714,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,16.0,77.0,4.529411764705882,27.7,74.39999999999998,4.376470588235293,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-7),L (-7)
34.0,34.0,2022-12-25,22-194,NYK,PHI,1,42.93333333333333,6.0,21.0,.286,2.0,6.0,.333,3,4.0,.750,0.0,10.0,10.0,4.0,0.0,0.0,2.0,3.0,17.0,6.9,-4,15.0,4.0,0.2666666666666666,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,4.0,97.0,5.705882352941177,5.7,96.5,5.676470588235294,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-1),L (-1)
35.0,35.0,2022-12-27,22-196,NYK,DAL,1,1.6,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,1.0,0.0,0.0,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,101.0,5.941176470588236,0.0,99.09999999999998,5.829411764705881,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-7),L (-7)
36.0,,2022-12-29,22-198,NYK,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,60.0,3.5294117647058822,0.0,79.80000000000001,4.694117647058825,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-5),L (-5)
37.0,,2022-12-31,22-200,NYK,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,59.0,3.4705882352941178,0.0,77.10000000000001,4.53529411764706,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-7),L (-7)
38.0,,2023-01-02,22-202,NYK,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,102.0,6.0,0.0,96.5,5.676470588235294,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+20),W (+20)
39.0,,2023-01-04,22-204,NYK,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,70.0,4.117647058823529,0.0,92.99999999999996,5.470588235294115,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+19),W (+19)
40.0,,2023-01-06,22-206,NYK,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,90.0,5.294117647058823,0.0,91.6,5.388235294117647,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+3),W (+3)
41.0,,2023-01-09,22-209,NYK,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,,60.0,3.5294117647058822,0.0,74.60000000000001,4.388235294117648,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+4),W (+4)
42.0,36.0,2023-01-11,22-211,NYK,IND,1,40.85,9.0,23.0,.391,4.0,12.0,.333,5,6.0,.833,3.0,5.0,8.0,4.0,0.0,0.0,2.0,1.0,27.0,18.1,+4,11.0,5.0,0.4545454545454545,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,8.0,80.0,4.705882352941177,16.1,85.4,5.023529411764706,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,,
43.0,37.0,2023-01-13,22-213,NYK,WAS,1,32.11666666666667,7.0,13.0,.538,1.0,3.0,.333,2,4.0,.500,0.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,17.0,10.1,-8,10.0,6.0,0.6,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,6.0,61.0,3.588235294117647,9.3,71.0,4.176470588235294,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-4),L (-4)
44.0,38.0,2023-01-15,22-215,NYK,DET,1,26.53333333333333,4.0,10.0,.400,1.0,4.0,.250,4,8.0,.500,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,13.0,7.0,+4,6.0,3.0,0.5,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,-2.0,79.0,4.647058823529412,5.399999999999998,88.80000000000001,5.223529411764707,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+6),W (+6)
45.0,39.0,2023-01-16,22-216,NYK,TOR,1,49.15,10.0,23.0,.435,2.0,9.0,.222,10,11.0,.909,1.0,6.0,7.0,2.0,0.0,0.0,3.0,4.0,32.0,18.8,-5,14.0,8.0,0.5714285714285714,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,4.0,55.0,3.235294117647059,14.799999999999995,64.39999999999999,3.788235294117648,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+4),W (+4)
46.0,40.0,2023-01-18,22-218,NYK,WAS,1,37.71666666666667,9.0,21.0,.429,0.0,4.0,.000,3,4.0,.750,1.0,6.0,7.0,2.0,1.0,0.0,4.0,3.0,21.0,9.2,-15,17.0,9.0,0.5294117647058824,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,2.0,64.0,3.764705882352941,8.0,77.60000000000001,4.564705882352942,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+13),W (+13)
47.0,41.0,2023-01-20,22-220,NYK,ATL,1,38.6,9.0,16.0,.563,3.0,5.0,.600,2,2.0,1.000,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,23.0,16.7,-20,11.0,6.0,0.5454545454545454,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,9.0,88.0,5.176470588235294,15.900000000000002,95.4,5.611764705882353,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-2),L (-2)
48.0,42.0,2023-01-22,22-222,NYK,TOR,1,41.36666666666667,10.0,18.0,.556,4.0,8.0,.500,6,9.0,.667,1.0,6.0,7.0,5.0,0.0,0.0,3.0,4.0,30.0,21.6,-12,10.0,6.0,0.6,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,12.0,72.0,4.235294117647059,19.2,67.5,3.9705882352941178,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-11),L (-11)
49.0,43.0,2023-01-24,22-224,NYK,CLE,1,32.583333333333336,5.0,12.0,.417,3.0,5.0,.600,3,4.0,.750,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,16.0,10.6,0,7.0,2.0,0.2857142857142857,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,6.0,83.0,4.882352941176471,9.4,67.1,3.947058823529412,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-15),L (-15)
50.0,44.0,2023-01-26,22-226,NYK,BOS,1,39.96666666666667,6.0,18.0,.333,2.0,5.0,.400,5,6.0,.833,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,19.0,9.9,+14,13.0,4.0,0.3076923076923077,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,88.0,5.176470588235294,7.899999999999997,89.29999999999998,5.252941176470587,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-9),L (-9)
51.0,45.0,2023-01-28,22-228,NYK,BRK,1,31.08333333333333,9.0,16.0,.563,3.0,5.0,.600,3,4.0,.750,1.0,5.0,6.0,2.0,0.0,1.0,1.0,1.0,24.0,18.9,-19,11.0,6.0,0.5454545454545454,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,12.0,56.0,3.294117647058824,17.7,67.09999999999998,3.9470588235294106,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+2),W (+2)
52.0,46.0,2023-01-31,22-231,NYK,LAL,1,27.23333333333333,5.0,13.0,.385,0.0,3.0,.000,3,4.0,.750,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,13.0,5.6,-6,10.0,5.0,0.5,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,0.0,87.0,5.117647058823529,4.400000000000001,100.70000000000002,5.923529411764707,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,W (+3),W (+3)
53.0,47.0,2023-02-02,22-233,NYK,MIA,1,40.96666666666667,13.0,23.0,.565,0.0,5.0,.000,4,6.0,.667,4.0,4.0,8.0,4.0,0.0,0.0,5.0,3.0,30.0,18.9,-1,18.0,13.0,0.7222222222222222,20,25,18,72,73,62,45,70,55,51,63,62,9,12,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,20.0,32.0,3.0,0.5,,0.925925925925926,0.6666666666666666,,0.8888888888888888,0.8902439024390244,0.9117647058823528,0.8653846153846154,0.9090909090909092,0.859375,0.864406779661017,0.9402985074626866,0.8732394366197183,0.45,0.375,1.0,14,23,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3026315789473684,17,8.0,72.0,4.235294117647059,17.3,71.3,4.194117647058824,12.9,2.2,-3.1,-1.2,-1.9,0.1504099222198864,0.531,0.332,0.333,-0.7,0.5,L (-7),L (-7)
